"h=3","h=6","h=12","h=18","h=24"
0.137005427308353,0.145152945829116,0.142528913171055,0.134971936533049,0.137963210753742
0.137005427308353,0.145152945829116,0.142528913171055,0.134971936533049,0.137963210753742
0.131298285596054,0.140908573363093,0.141625225599507,0.145942013800129,0.13385336177726
0.130586330454863,0.141058668459262,0.143484371824819,0.148390439336819,0.140194974539429
0.132920912190643,0.139377219280454,0.144896140124126,0.137596283975582,0.134441135402919
0.137186661547594,0.143883495656111,0.140125027222715,0.132470116447698,0.133097118643159
0.135463593967708,0.143726104196167,0.141270069476543,0.134822288895282,0.135021110738284
0.135275715933751,0.141849290907704,0.147498554991666,0.135301725183015,0.135568088629744
0.131577152061203,0.141497817133732,0.13598493592395,0.144102634685928,0.13234150052883
0.133252185025862,0.134789904009426,0.141614633907514,0.136145827741392,0.131546407382986
0.132985875734285,0.137590704219744,0.144156650538701,0.139128456169177,0.131341627187708
0.137700028713451,0.143162957092673,0.137584058054152,0.133951662351263,0.132001472770263
0.135497789263433,0.138988365006319,0.143374697190097,0.132659025508242,0.132340007500672
0.137069101390233,0.140344494877783,0.145213305118775,0.136069321590681,0.133977320082473
0.13225627176965,0.134164781638932,0.138669215027665,0.137510429005504,0.128678559678112
0.135906843846628,0.137978605793314,0.142118483663443,0.132353727068021,0.130687464422653
