"h=3","h=6","h=12","h=18","h=24"
0.0505033333333334,0.0518066666666667,-0.0517266666666668,0.0643,-0.0214466666666667
0.0580200000000002,0.0375433333333333,-0.03395,-0.00654000000000002,-0.03763
0.0306533333333333,0.0514700000000001,-0.0370733333333334,-0.0546866666666669,-0.0453400000000001
0.0699066666666667,0.0555833333333335,-0.00637333333333334,-0.0232466666666667,-0.00794000000000002
0.0600400000000001,0.0501000000000001,-0.01799,0.00703333333333333,-0.0486700000000001
0.0769466666666669,0.0582000000000001,0.0123,-0.0462366666666668,-0.02678
0.0725933333333336,0.0595366666666668,0.0261033333333333,-0.0400066666666667,-0.00685000000000001
0.0864966666666669,0.0633700000000001,0.0401566666666666,-0.0377533333333333,-0.0244433333333333
0.0562166666666668,0.0540700000000001,0.0597366666666667,-0.0395633333333333,-0.0240066666666666
0.0610833333333334,0.0773400000000003,0.0309366666666667,-0.0184933333333334,-0.0148866666666667
0.0635800000000002,0.0868700000000004,0.0768100000000002,-0.00217333333333332,-0.00685000000000001
0.101313333333334,0.0862100000000003,0.0761500000000002,0.0178233333333334,-0.0178533333333333
0.0858066666666669,0.0819666666666669,0.0746666666666669,0.0156433333333333,-0.0120066666666667
0.113026666666667,0.105146666666667,0.0974833333333338,0.0431133333333334,0.0402599999999999
0.103760000000001,0.115816666666667,0.108636666666667,0.0775200000000002,0.0224433333333333
0.123423333333334,0.118700000000001,0.113130000000001,0.02727,-0.00908666666666667
0.115950000000001,0.121923333333334,0.0837766666666669,0.0354399999999999,0.02481
0.111710000000001,0.086416666666667,0.10509,0.0703866666666668,0.02776
0.10135,0.103326666666667,0.0898033333333337,0.0417999999999999,0.0520733333333334
0.098686666666667,0.112406666666667,0.0919200000000003,0.03933,0.02009
0.0728366666666668,0.0764566666666669,0.0634533333333334,0.05077,0.0109266666666667
0.0546333333333333,0.0729233333333335,0.0751166666666669,0.0385966666666667,-0.0168933333333333
0.0451099999999999,0.0775766666666669,0.0652400000000001,0.0193666666666667,-0.0150366666666667
0.03148,0.0593366666666667,0.0607533333333334,0.0136533333333334,0.00650333333333333
0.01924,0.0576466666666668,0.0554866666666668,0.04971,0.00914333333333331
0.03629,0.0541533333333334,0.0813000000000003,0.03323,0.0156866666666667
0.0322966666666667,0.0269266666666666,0.0629100000000002,0.04393,0.00629999999999998
0.00715333333333333,0.00473333333333334,0.0330666666666667,0.02322,-0.0214933333333333
-0.0188233333333333,-0.0018933333333333,-0.00041999999999996,0.01072,-0.0265066666666666
-0.0194333333333333,-0.0222966666666666,0.0185033333333334,-0.00641333333333327,-0.0490299999999999
-0.04435,-0.0352033333333334,-0.0378566666666667,0.00459999999999996,-0.04753
-0.0346833333333334,-0.04282,-0.0316266666666666,-0.01901,-0.0356266666666668
-0.0455600000000001,0.00826999999999999,-0.0269299999999999,-0.0148533333333333,-0.03538
-0.0254766666666667,-0.0407266666666667,-0.0355966666666667,-0.00215,-0.02204
-0.0326466666666667,-0.0142666666666666,-0.0280166666666666,-0.00452333333333332,-0.02283
0.0053033333333333,0.0159233333333333,-0.01737,-0.00908333333333335,-0.00799666666666673
-0.0311333333333333,0.0242200000000001,-0.00960666666666657,0.0147,-0.00412666666666663
-0.0247566666666666,-0.00996000000000001,-0.06324,-0.0453233333333333,-0.0209766666666667
-0.0681766666666669,0.00466000000000001,-0.0574966666666667,-0.0476366666666667,-0.0298000000000001
-0.0829466666666671,-0.0675266666666669,-0.0655900000000001,-0.0523000000000001,-0.0203033333333334
-0.0774400000000005,-0.0107466666666667,-0.0756533333333337,-0.0525900000000001,-0.0305166666666667
