"","h=3","h=6","h=12","h=18","h=24"
"1",0.07713782787323,0.0377378612756729,-0.0836141705513,0.107481464743614,-0.0682828575372696
"2",0.11059545725584,0.0811024159193039,-0.0243163909763098,0.083422064781189,-0.0107601499184966
"3",0.116225510835648,0.0838280469179153,-0.0493300147354603,-0.0337615869939327,-0.00141721870750189
"4",0.123064391314983,0.0616282187402248,-0.0576894730329514,0.0231894142925739,-0.00873513426631689
"5",0.0983163192868233,0.0798227116465569,0.0755041018128395,0.016271136701107,-0.0214713662862778
"6",0.111805744469166,0.0564952902495861,0.0436877012252808,0.0675596669316292,-0.036837924271822
"7",0.104613393545151,0.0781936272978783,0.0862181857228279,0.062730610370636,0.0129963792860508
"8",0.0875275209546089,0.0897519141435623,0.0614051893353462,0.0670099481940269,-0.00134052359499037
"9",0.0591262765228748,0.0780232697725296,0.0730782672762871,-0.00199615629389882,-0.00826978962868452
"10",0.100435122847557,0.0839072018861771,0.0776517912745476,0.0269126798957586,-0.020762138068676
"11",0.0690009742975235,0.0702448487281799,0.102073855698109,0.0532863922417164,-0.0110679920762777
"12",0.0554727129638195,0.0957159996032715,0.0251652970910072,0.0428716726601124,-0.0523180365562439
"13",0.0649464279413223,0.0740505680441856,0.115636892616749,0.0410794317722321,-0.00928935874253511
"14",0.0866831317543983,0.0916894227266312,0.0510028451681137,0.0358576290309429,-0.00995758920907974
"15",0.0816949456930161,0.0783311873674393,0.133673429489136,0.0703651383519173,0.0530074052512646
"16",0.0817808881402016,0.0912045985460281,0.102716945111752,0.019909655675292,0.0133776823058724
"17",0.0412003546953201,0.0750524699687958,0.150247067213058,0.0158638786524534,0.0052595529705286
"18",0.0894576236605644,0.0400219410657883,0.0745958685874939,0.100362233817577,0.0463768839836121
"19",0.0661979094147682,0.0286182966083288,0.0639194920659065,-0.0017292310949415,0.00775413308292627
"20",0.0609039403498173,0.024813637137413,0.0995785146951675,0.0686144456267357,0.000718976662028581
"21",0.0751311033964157,-0.0163963232189417,0.0553523078560829,0.0477406159043312,0.0400514006614685
"22",0.0714304223656654,0.0227797608822584,0.0763601213693619,0.0410387963056564,-0.000888296402990818
"23",0.0827671438455582,0.00989462807774544,0.0816702023148537,0.0660168305039406,0.0465389490127563
"24",0.00303733418695629,0.0317556522786617,0.0649531632661819,0.0304510742425919,0.0676606670022011
"25",-0.0383347719907761,-0.009918462485075,0.0472990944981575,0.0470706783235073,0.0174116902053356
"26",-0.0564718656241894,-0.0280351024121046,0.0369988307356834,0.0239236950874329,0.0213840510696173
"27",-0.0924819111824036,-0.0583104640245438,0.0706828832626343,0.00465828645974398,0.0313659496605396
"28",-0.0577259734272957,-0.0615613870322704,-0.00113894592504948,0.0575608350336552,0.0484760925173759
"29",-0.0395805686712265,0.000325654546031728,-0.00431233597919345,0.0457365550100803,0.0298891291022301
"30",-0.0819961875677109,-0.0217169709503651,-0.00441674469038844,0.0107205742970109,0.0624612122774124
"31",-0.101221844553947,0.0017795255407691,-0.0296004172414541,0.0427298620343208,0.0728698223829269
"32",-0.00117878674063832,0.00038382739876397,0.00775925163179636,0.0332372114062309,0.0598999857902527
"33",-0.0861895084381104,0.0314288549125195,-0.00606690486893058,0.0222470071166754,0.0381136350333691
"34",-0.0194951798766851,-0.00915468111634254,-0.0231408439576626,0.0710231214761734,0.0122247822582722
"35",-0.0216792058199644,0.0208859778940678,0.0185116305947304,0.00628994312137365,-0.00599877722561359
"36",-0.0749646499752998,-0.0115357935428619,-0.0202751886099577,-0.0366061478853226,-0.0258914697915316
"37",-0.0283455606549978,0.00982376281172037,-0.00994326733052731,0.00540330912917852,-0.0412949025630951
"38",-0.0386925674974918,-0.00454271212220192,-0.0185839645564556,-0.0164961572736502,-0.0431219339370728
"39",-0.0342725031077862,0.010727615095675,-0.0114989625290036,-0.0321103520691395,-0.039466604590416
"40",-0.0577534921467304,-0.032670296728611,-0.0187273900955915,-0.047935739159584,-0.042573768645525
"41",-0.0466537140309811,0.0128174722194672,0.000774392276071012,-0.0154525423422456,-0.045988030731678
"42",-0.107878029346466,-0.0466621890664101,-0.0217302087694407,-0.0208201427012682,0.0504911430180073
"43",-0.0216337032616138,-5.80676787649281e-05,0.0169015899300575,-0.0158188138157129,0.038238637149334
"44",-0.0270167961716652,-0.00979407597333193,0.0231531448662281,-0.000268158240942284,-0.047110415995121
"45",-0.00182844721712172,-0.00673721637576818,0.00976359285414219,-0.0348457992076874,-0.0263664294034243
"46",0.00509062362834811,-0.0214144308120012,0.0157458130270243,-0.0424543619155884,-0.0284956265240908
"47",-0.0498337745666504,-0.0180489141494036,-0.0149919465184212,-0.0138828298076987,0.000960574834607542
"48",-0.0556385479867458,0.0857643708586693,0.0239580869674683,-0.0561166033148766,-0.0256156716495752
"49",-0.00777718564495444,-0.0495559237897396,-0.00871145818382502,-0.0210396461188793,-0.014982782304287
"50",-0.000929733738303185,-0.0181305166333914,-0.0571336522698402,-0.0356588363647461,-0.0401073470711708
"51",-0.0152869671583176,-0.011929857544601,-0.0788087397813797,-0.0473934337496758,0.00373137020505965
"52",-0.0139058688655496,0.0752183124423027,0.0304194614291191,-0.0308012329041958,-0.0349707677960396
"53",-0.0164782647043467,0.0670856311917305,0.0295738037675619,-0.0130701698362827,-0.0219988934695721
"54",-0.0111116077750921,-0.024293165653944,0.0988839566707611,-0.00223400327377021,0.00783710554242134
"55",-0.0260456036776304,-0.0254806093871593,0.0284112617373466,-0.0114149563014507,-0.0495534092187881
"56",-0.0377920605242252,-0.000921123661100864,0.0709074810147285,-0.0484490506350994,-0.0144329220056534
"57",-0.0295434948056936,-0.0508316941559315,0.0509807355701923,-0.0143144279718399,-0.0188600029796362
"58",-0.0167985167354345,-0.0137141132727265,0.0854534059762955,-0.00719053903594613,-0.0196476057171822
"59",-0.0343914069235325,-0.0469329506158829,0.173243567347527,-0.00693313870579004,-0.0159411542117596
"60",-0.0552076511085033,-0.0362380407750607,0.0755238831043243,-0.0345330759882927,-0.0371205285191536
"61",-0.0787966027855873,-0.0375676564872265,0.0772224217653275,0.011233177036047,0.0206492189317942
"62",-0.0587278567254543,-0.0738934278488159,0.123321585357189,-0.000133138615638018,-0.00693199736997485
"63",-0.0767439678311348,-0.0265313237905502,0.00496838754042983,-0.018370384350419,-0.00649686763063073
"64",-0.0654827877879143,-0.0632826611399651,0.0263055600225925,-0.0322703272104263,-0.0493976399302483
"65",-0.0616007819771767,-0.066227450966835,-0.0578591413795948,-0.0384398922324181,-0.0220495201647282
"66",-0.0425189435482025,-0.0442228764295578,-0.0284343268722296,-0.00789026543498039,0.0321610905230045
"67",-0.0594495758414268,-0.094792053103447,-0.0394321233034134,-0.0153109300881624,-0.0265609622001648
"68",-0.0693814605474472,-0.0487537831068039,0.00537101225927472,0.0383129566907883,-0.0222877189517021
"69",-0.0653643310070038,-0.111800342798233,-0.012241835705936,0.00310067739337683,-0.00385175738483667
"70",-0.0618945397436619,-0.0733615309000015,-0.0456221103668213,0.00875813793390989,0.00301120569929481
"71",-0.0746816173195839,-0.0982895344495773,-0.0368494093418121,-0.0229102596640587,0.0320836752653122
"72",-0.0911478027701378,-0.077209085226059,-0.075466051697731,0.0123643539845943,-0.0163676608353853
"73",-0.0561348237097263,-0.0644190683960915,-0.107262045145035,0.00224391650408506,-0.00429849699139595
"74",0.0432262346148491,-0.0909102037549019,-0.0705681815743446,-0.0661328881978989,-0.00821471214294434
"75",-0.0431590639054775,-0.0718795135617256,-0.098942905664444,-0.0769009590148926,-0.0278456769883633
"76",-0.0453564412891865,-0.0735241547226906,-0.0872994735836983,-0.109227918088436,0.00770836509764194
"77",-0.0332581363618374,-0.0639666691422462,-0.0910202115774155,-0.105677060782909,-0.0110832089558244
"78",-0.0433291271328926,-0.0934617519378662,-0.11512004584074,-0.0282320491969585,-0.0295881740748882
"79",-0.0238020736724138,-0.0579101331532001,-0.0874795392155647,-0.0895740240812302,-0.0437058545649052
"80",-0.0568993538618088,-0.0617289803922176,-0.0858747661113739,-0.0594475865364075,-0.0474788844585419
"81",-0.0797782242298126,-0.0769618600606918,-0.111851029098034,-0.0776770859956741,-0.0631678253412247
"82",-0.0638948976993561,-0.0644573196768761,-0.0437560044229031,-0.110273964703083,-0.0617355145514011
"83",-0.0814782530069351,-0.0654762461781502,-0.0910599008202553,-0.0895688980817795,-0.0448062904179096
"84",-0.0609495751559734,-0.0434377528727055,-0.108748182654381,-0.0974975079298019,-0.0270721204578876
"85",-0.0524969212710857,-0.0541946925222874,-0.0847821161150932,-0.0520519055426121,-0.0463511198759079
"86",-0.0216021090745926,-0.0683078989386559,-0.090995579957962,-0.0741022601723671,-0.0445778369903564
