"h=3","h=6","h=12","h=18","h=24"
0.0878466666666668,0.0347266666666666,-0.0410066666666667,0.0646933333333333,-0.0130733333333334
0.0574266666666667,-0.01683,-0.0429466666666667,0.00920333333333332,-0.0489000000000001
0.03925,0.0192266666666667,-0.02624,0.0327733333333333,0.153476666666666
0.0847866666666668,0.0650066666666668,0.00482333333333332,0.107066666666666,0.02642
0.0276366666666667,0.0592800000000001,-0.0227533333333333,0.0921066666666666,0.04824
0.0661166666666668,0.0515,0.0365,-0.0215033333333333,-0.01657
0.0758233333333335,0.0596600000000002,0.0530033333333333,-0.0313866666666666,0.0779366666666667
0.0679133333333335,0.0465566666666667,0.0609900000000001,-0.0154933333333333,-0.000536666666666698
0.0472300000000001,0.0517700000000002,0.0709433333333335,-0.0166633333333333,0.01269
0.0739100000000003,0.0879033333333339,0.0390400000000001,-0.00221333333333334,0.04009
0.097336666666667,0.105943333333334,0.0886233333333337,-0.00201333333333332,0.0428566666666667
0.113333333333334,0.0943466666666671,0.0647,-0.0024733333333333,-0.01145
0.0812166666666669,0.088456666666667,0.0742366666666668,0.0239033333333333,0.0165433333333333
0.112300000000001,0.0985900000000005,0.120733333333334,0.05267,0.07975
0.111700000000001,0.126960000000001,0.143940000000001,0.07254,0.0724733333333333
0.149876666666667,0.110530000000001,0.124656666666667,0.0264466666666666,0.0285099999999999
0.105593333333334,0.124516666666667,0.108440000000001,0.03515,0.0334033333333333
0.147943333333334,0.0912400000000004,0.137853333333334,0.0910800000000003,0.0222366666666667
0.0974833333333337,0.110620000000001,0.112993333333334,0.04228,0.04692
0.0941766666666669,0.0973066666666671,0.101496666666667,0.0472566666666666,0.01128
0.0841233333333335,0.0779800000000002,0.0736300000000002,0.0384866666666666,0.00398666666666667
0.0320433333333333,0.0570666666666667,0.0697666666666668,0.0369266666666666,-0.02615
0.0249566666666667,0.0607066666666667,0.0784833333333336,0.00801333333333334,-0.0173166666666666
0.03979,0.0723533333333334,0.0803800000000003,0.0302,-0.0058066666666667
0.0138166666666667,0.0560266666666667,0.0627166666666668,0.06142,0.0114199999999999
0.0317499999999999,0.0613800000000001,0.0930566666666671,0.0619933333333334,0.0252433333333333
0.0112633333333333,0.03201,0.0747933333333336,0.0353133333333333,0.00367999999999999
-0.01107,-0.0177566666666666,0.0294533333333334,0.01503,-0.02735
-0.0463066666666666,-0.0188266666666666,-0.00153333333333326,0.02402,-0.0338666666666667
-0.0202133333333333,-0.0317899999999999,-0.0191499999999999,-0.0120366666666666,-0.0875033333333334
-0.0421700000000001,-0.0566333333333334,-0.0328733333333334,0.00309666666666661,-0.04496
-0.0362266666666668,-0.0533800000000001,-0.0288333333333333,-0.0248666666666667,-0.0283233333333334
-0.03299,-0.00259666666666666,-0.0375666666666667,0.0492733333333333,-0.0449433333333334
-0.00999666666666672,-0.0359566666666668,-0.0191299999999999,0.0325733333333333,-0.0225166666666667
-0.00156333333333337,-0.00204333333333333,-0.0170266666666667,0.0615533333333333,0.00367999999999996
0.01334,0.0447699999999999,0.00294666666666663,0.0221533333333333,-0.00920000000000007
-0.0201666666666667,0.0413900000000001,0.00232666666666681,0.0365433333333334,0.0141966666666667
-0.0160933333333334,-0.0104100000000001,-0.0433266666666667,-0.0303600000000001,-0.03523
-0.0683766666666669,0.00971666666666666,-0.0441066666666667,-0.0410400000000001,0.00274999999999996
-0.0701300000000003,-0.03057,-0.0422533333333333,-0.0292033333333333,-0.00262
-0.080966666666667,-0.0219033333333334,-0.0840500000000004,-0.0312733333333333,0.00181999999999999
