"h=3","h=6","h=12","h=18","h=24"
0.06245,0.0779900000000002,0.0462233333333333,0.0282166666666667,0.0497666666666666
0.0242566666666667,-0.0360466666666667,-0.0124933333333333,0.14131,-0.00682999999999995
0.0716566666666666,0.0513833333333333,-0.01359,0.202593333333333,0.22155
0.1345,0.140986666666667,0.105566666666666,0.206813333333333,0.0744233333333333
0.0388733333333334,0.0742533333333334,0.02725,0.0667466666666665,0.197503333333333
0.0357,0.0436566666666667,-0.00140999999999997,0.0295,0.0215433333333334
0.0688233333333334,0.0763633333333336,0.0624733333333334,0.0228666666666667,0.148193333333333
0.0324566666666666,0.04338,0.0226933333333333,0.0163166666666667,0.0701733333333334
0.0599066666666668,0.0646266666666669,0.0633466666666669,0.0377333333333334,0.0523766666666668
0.06401,0.0691966666666668,0.0628800000000001,0.0555666666666668,0.13742
0.0754966666666667,0.0802100000000001,0.0856000000000002,0.0659233333333334,0.0853800000000003
0.0861000000000002,0.0973700000000003,0.112720000000001,0.0854600000000002,0.0985933333333336
0.095416666666667,0.0992633333333337,0.108326666666667,0.0636133333333334,0.096576666666667
0.0999766666666669,0.101823333333334,0.121893333333334,0.107140000000001,0.139540000000001
0.102673333333334,0.10381,0.115133333333334,0.132440000000001,0.162550000000001
0.133523333333334,0.126800000000001,0.095326666666667,0.090276666666667,0.137026666666667
0.119393333333334,0.111716666666667,0.0983233333333337,0.103616666666667,0.126886666666667
0.143203333333334,0.137333333333334,0.0858433333333336,0.108683333333334,0.134823333333334
0.13661,0.139553333333334,0.0838700000000001,0.119330000000001,0.14949
0.0927700000000001,0.11799,0.0624933333333334,0.0663266666666666,0.11116
0.0626466666666666,0.106993333333334,0.0535933333333333,0.05284,0.0648133333333334
0.03299,0.0671633333333334,0.0148366666666666,0.0178,0.0278566666666667
-0.0220799999999999,0.0361933333333333,-0.00243999999999996,-0.0383,0.01209
0.0391633333333333,0.0676133333333333,0.0284,0.0334933333333333,0.0308166666666666
0.0666266666666668,0.0329133333333332,0.0458866666666666,0.0209166666666666,0.0557533333333334
0.0629866666666668,0.0699533333333336,0.04765,0.0573333333333334,0.0522466666666667
0.0443633333333334,0.0387833333333333,0.0367733333333333,0.0200866666666666,0.0291866666666666
-0.00727999999999999,-0.00444666666666662,0.04595,-0.0179466666666666,-0.0229299999999999
-0.0312266666666665,-0.0271966666666666,0.00280666666666669,-0.0532266666666668,-0.0316366666666666
-0.0253033333333332,-0.0447066666666666,-0.0711499999999998,-0.0812400000000001,-0.07165
-0.0438333333333335,-0.04894,-0.0319033333333334,-0.0528933333333335,-0.0430666666666668
-0.0562733333333335,-0.0319600000000001,-0.0752966666666668,-0.0237533333333333,-0.0360433333333333
-0.076166666666667,-0.0862500000000001,-0.0711633333333337,-0.0129266666666666,-0.0495566666666667
-0.00253000000000005,0.00613333333333325,-0.00583000000000002,-0.0405000000000001,-0.0237333333333333
0.02718,0.0150266666666666,0.00529666666666667,0.0223333333333333,0.00202666666666667
0.0649700000000001,0.0366733333333332,0.00788666666666658,0.0615266666666667,0.0108199999999999
0.0498366666666669,0.0403633333333335,0.02773,0.0563866666666668,0.0393133333333334
-0.0267033333333334,-0.0400466666666669,-0.00706666666666655,-0.00681333333333342,-0.0310500000000001
-0.0392500000000002,-0.0265666666666667,0.0202799999999999,8.66666666666354e-05,0.0380366666666666
-0.00387333333333341,-0.01664,0.01046,0.0144266666666667,0.0300133333333333
0.00470666666666671,-0.0539433333333335,-0.0225933333333334,-0.03497,-0.01922
0.00271000000000005,-0.0281899999999999,-0.0409866666666667,-0.03547,-0.00886333333333325
-0.0485733333333333,-0.0535599999999999,-0.0454500000000001,-0.105653333333334,-0.0828566666666669
-0.0271166666666667,-0.01299,-0.00508333333333328,-0.0554766666666666,-0.0582366666666666
0.0182866666666666,0.0368766666666667,0.0212933333333332,-0.00902000000000002,0.00963333333333325
0.0611966666666669,0.0395066666666668,0.02971,0.0303266666666667,0.0247333333333333
0.00480666666666666,0.00367666666666666,-0.03108,-0.0724500000000001,-0.0794866666666668
-0.00431666666666676,-0.00768000000000008,-0.0901700000000003,-0.0862533333333338,-0.0636366666666667
-0.0372366666666666,-0.0128699999999999,-0.0721266666666667,-0.111943333333334,-0.0911733333333335
0.0170666666666666,0.0403633333333333,-0.00365666666666672,-0.0148933333333334,-0.05504
-0.0127066666666666,-0.0164299999999999,-0.02296,-0.0455466666666667,-0.0492033333333335
-0.00157333333333332,0.01174,-0.000699999999999993,-0.03814,-0.04032
-0.0161200000000001,-0.0634733333333332,-0.0428399999999999,-0.0812600000000001,-0.0652133333333333
-0.0609533333333333,-0.0550600000000001,-0.0467233333333334,-0.101120000000001,-0.0784033333333337
-0.0269600000000001,-0.0666533333333334,-0.0672033333333335,-0.104000000000001,-0.0809066666666671
-0.0701866666666668,-0.01013,-0.0931933333333336,-0.124533333333334,-0.132626666666667
