"buildpermits","faillisementen","dax","cac40","ftse","sp500","fin_stress","GAS_EU","OIL_BRENT","GOLD","Short_interest","Long_interest"
"-556","-106","-0.0500477360739229","-0.0405916451035804","-0.0369296225530604","-0.0242901634758201","0.0965","0.0100000000000002","-0.5","-9.66000000000003","0.24","8.36"
"321","199","-0.0399245081358881","0.0302805034501308","0.0988966633187198","0.00906438788534825","0.2042","0.00999999999999979","0.5","2.37","-0.470000000000001","8.04"
"-74","-8","0.0132377677623028","0.00327675441416186","0.0404177008480593","0.00210406758802506","0.1503","0.0600000000000001","0.0500000000000007","-1.05000000000001","-0.609999999999999","7.65"
"-311","-42","0.0365402059597111","0.0165067209712877","0.0443323583008413","0.0298129521792996","0.1257","0.0100000000000002","-1.1","-9.36000000000001","0.0399999999999991","7.51"
"-249","45","-0.00433912301743078","0.0476228104046141","0.0240709720007528","0.0100570251483205","0.0624","0","-1.05","-0.199999999999989","-0.119999999999999","7.4"
"13","-55","0.0228831364268789","-0.0471713333647505","-0.0139026415160206","0.00702128090816867","0.1056","0.12","-0.75","-5.81","-0.550000000000001","7.128"
"49","7","0.0651601226009078","0.112742078068795","0.0214273948443946","0.0104290554496353","0.0762","-0.0199999999999996","1.05","0.300000000000011","-0.0199999999999996","6.866"
"422","178","-0.00189466046517239","0.023761459287166","0.00372386365309296","0.0185246532428307","0.0374","0.00999999999999979","0.300000000000001","0.769999999999982","-0.49","6.563"
"-282","-132","-0.0302777405998427","-0.0465528460772608","-0.0230516735640993","-0.0257453969876007","0.0262","-0.0699999999999998","-0.100000000000001","12.07","-0.0699999999999994","6.596"
"79","-11","0.000233558906110432","-0.0262836404846229","0.00976337066029398","0.022463263865184","0.0516","0","-0.149999999999999","25.03","-0.46","6.67"
"529","61","0.0443083241989832","0.0431088213506134","0.0206602535057669","0.000754943497597083","0.0822","0","-0.850000000000001","4.70999999999998","-0.34","6.59"
"-43","12","0.069346671532708","0.0562028126823204","0.00909643275671002","-0.00534128500779385","0.0471","-0.02","-0.849999999999998","20.3","-0.180000000000001","6.43"
"-424","-61","0.0579717610646","0.0607290053941449","0.0575949417419617","0.0338524414108168","0.0466","-0.0100000000000002","-0.100000000000001","-13.35","-0.19","6.178"
"61","78","-0.0112699814612229","-0.0470636595422205","-0.0203673028244324","-0.0100381441750983","0.0616","-0.0299999999999998","-0.699999999999999","-23.56","-0.0100000000000007","5.975"
"61","-82","0.0778968882637505","0.0313761717501286","0.043012186889543","0.0192072763372995","0.0329","0","0.600000000000001","8.90000000000003","-0.0499999999999998","5.825"
"-33","92","-0.00585739953269115","-0.0335065012377092","-0.00129383495839086","-0.0129946925677409","0.0592","0","-1.45","9.64999999999998","-0.34","5.806"
"36","-45","0.0940154531648059","0.0722511576228895","0.0764194161820342","0.0100405987830392","0.0524","-0.02","-1.55","9.47000000000003","-0.36","5.682"
"-446","-16","-0.0281904861287643","0.0287683130095155","0.0212447997723366","0.0319837679060369","0.0448","-0.13","0.65","3.57999999999998","-0.38","5.607"
"233","-1","-0.0416090908177171","-0.0421275213744883","-0.0480157766247959","-0.030505597516048","0.0609","-0.11","-0.449999999999999","-4.96999999999997","0.0700000000000003","5.865"
"233","152","0.0186716559208771","-0.0723464442038821","-0.0753962683988956","-0.0468259306764001","0.1146","0","0.149999999999999","2.21999999999997","0.0300000000000002","6.29"
"-93","-189","0.049894490384391","0.0396012573515945","0.0125249626756609","0.0114646718785663","0.0893","0","1.2","-6.86000000000001","-0.0200000000000005","6.544"
"356","-65","-0.0524830480430527","-0.0648956059989709","-0.0508000053905011","0.0123209288658241","0.061","0","1.05","4.16000000000003","-0.17","6.752"
"300","189","-0.0560439032906226","-0.0703520719501416","-0.0174206994001018","-0.0271562390464464","0.0609","0","0.550000000000001","4.20999999999998","-0.0800000000000001","7.113"
"-86","-158","0.0629676978431251","0.092326683052975","0.0544638389967567","0.0310042689528469","0.0895","0.0600000000000001","0.850000000000001","-0.149999999999977","-0.13","6.905"
"-473","139","0.0251890447020209","-0.00284737619585584","0.053281502970691","0.0369091007906359","0.0711","0.04","-0.800000000000001","-5.13","0.0499999999999998","7.121"
"-98","-54","-0.0973784013647938","-0.0962143843328498","-0.0717141640144607","-0.0272453412439972","0.0812","0.02","-0.9","11.22","0.100000000000001","7.488"
"197","-75","0.029176172652746","0.0139499762859003","0.0232222510049329","0.0206197596486764","0.0727","0.0800000000000001","0.499999999999998","-1.81","0.13","7.551"
"-286","149","-0.00208798087360229","0.0361746334641424","-0.00517901089810913","-0.0403060983247592","0.0742","0.00999999999999979","0.800000000000001","-5.38","0.0300000000000002","7.536"
"-17","-171","0.0193661956284021","-0.049114157862447","-0.0051733192527621","0.0122240976788355","0.0575","-0.00999999999999979","-1.24","-5.09999999999997","0.19","7.587"
"-125","63","-0.035270150646145","-0.0452905145425326","-0.0244022942417459","0.0239876927407217","0.0621","0.1","0.669999999999998","-0.740000000000009","-0.24","7.709"
"-126","-61","0.0354322764193755","-0.0117490440234578","0.00589911582229341","0.0354387127748153","0.0641","0","0.449999999999999","-1.91000000000003","-0.0699999999999994","7.539"
"234","112","-0.0913573586504048","0.045437347907427","0.0418462454488946","0.0269624201036427","0.1085","-0.0100000000000002","-0.0699999999999967","5.48000000000002","-0.0100000000000007","7.42"
"-171","-87","0.0525264215167605","0.0312359963218816","0.0248022188937735","0.0275766038428387","0.054","0.0600000000000001","1.66","8.90999999999997","-0.409999999999999","7.173"
"512","-35","0.0398313912527719","0.0152595745154738","0.0314280401408098","0.0356679795657247","0.0697","0","-0.290000000000003","-5.80999999999995","-0.2","6.916"
"135","12","-0.00520886261059239","-0.0468720606305641","-0.0014470321148714","0.0210553163061711","0.0457","0.02","-1.03","2.33999999999997","-0.21","6.831"
"-507","21","0.0619325433551525","0.0323940414499111","0.0438849236866012","0.0312816275925121","0.0402","0.0699999999999998","-1.49","-1.32999999999998","-0.100000000000001","6.851"
"279","30","0.00525944840514381","-0.0192465192029525","0.00417801814941576","-0.000320288764398491","0.0398","0","0.210000000000001","-2.56","-0.0800000000000001","6.744"
"-332","4","-0.0148621651185294","-0.0517572880392327","0.008703147503482","0.0393144326915884","0.0597","-0.02","0.710000000000001","-0.610000000000014","-0.18","6.579"
"90","18","-0.0162631318865278","0.0142129728954394","0.00593983709338808","-0.00499177338571233","0.0488","-0.0299999999999998","-0.66","0.0799999999999841","0.02","6.59"
"111","-13","0.0403564342969691","0.0078522484602308","0.037594425912058","0.0402288613213519","0.042","0","0.759999999999998","2.17000000000002","-0.12","6.352"
"-151","-111","0.00254227229310455","0.0236207779022246","0.00679941688009578","0.0172934755413952","0.0638","-0.02","1.08","2.13","-0.16","6.092"
"-146","90","0.0857100688154526","0.0765850603660843","0.018796031451032","0.0320967312736506","0.0549","0.02","-0.0199999999999996","12.01","-0.38","5.867"
"96","-54","0.00896494503237388","-0.0150558458060015","-0.00846816171831222","0.00690977421523264","0.0563","0.02","0.0299999999999976","5.31","-0.18","6.214"
"-94","37","0.00167660741887854","0.0267634165488193","-0.00751289904353136","0.00788539597634763","0.0456","-0.1","2.02","-8.55000000000001","0.0699999999999998","6.448"
"92","-40","0.00131665943513504","0.0486783749809039","0.0314487855746162","0.0133420201057071","0.0734","0.43","1.02","-3.35999999999996","-0.23","6.346"
"225","45","0.0124313568604917","-0.0172429979720361","-0.0185314934707002","0.0225961785504998","0.084","-0.29","-1.89","-0.920000000000016","-0.24","6.348"
"551","-28","0.0183073796401469","0.00642444122000718","-0.00986763210944375","0.00225416742679219","0.0813","0","-0.850000000000001","-6.66000000000003","0.2","6.465"
"-350","-4","-0.0311921287861043","-0.062064738934712","-0.0021040845289253","-0.0468275089929193","0.0789","-0.0300000000000002","1.34","-1.79999999999995","0.18","6.41"
"-122","-12","0.017107490686203","-0.0127570357312594","0.0434368873275517","0.0186391420307617","0.0574","0.0100000000000002","0.969999999999999","3.88","-0.0700000000000003","6.242"
"317","16","0.046636761912759","0.0790976406895947","0.0220176521087456","0.0527853416930757","0.0463","0","2.01","-4.21000000000004","-0.2","6.102"
"-226","96","0.00597345153769879","0.00360375318606376","0.00640385062815163","0.0257661848107205","0.0735","0.15","1.59","-2.06999999999999","0.0800000000000001","5.879"
"-26","-95","0.0643092818963584","0.0786725498790082","0.0196345537896381","0.0708089630565469","0.054","0.02","-1.54","-3.21999999999997","0.12","5.76"
"-485","-9","0.0109026982462304","0","0.0147987779955425","-0.0217400256201898","0.1222","0","1.26","-8.85000000000002","0.0700000000000003","5.718"
"-160","90","0.0532860109712718","0.0831968266352865","0.0374821543064172","0.05951062654617","0.1538","-0.0699999999999998","-0.43","-13.89","-0.0500000000000003","5.655"
"-63","-59","0.0709455408775046","0.0355981496798607","0.00757217571295499","0.00591009118905639","0.1562","0","-2.64","-8.53000000000003","-0.02","5.468"
"359","-40","0.0440295731148979","0.0185777598657895","0.0010671596179499","-0.0435486361821429","0.1608","-0.0600000000000001","-1.62","5.23000000000002","0.19","5.645"
"359","33","0.00884036224185003","-0.00649522738127484","0.0281425604516325","0.0567636050323612","0.1564","-0.0600000000000001","-1.74","-7.33999999999997","0","5.794"
"-294","11","0.0356109890765115","-0.0212896577275989","0.0409229390419572","0.0569254445745235","0.0805","-0.0299999999999998","1.67","-0.630000000000052","0.02","5.702"
"705","-63","0.0557225996218769","0.100927212097436","-0.00362018349353299","0.0425350366289043","0.1151","0.0199999999999996","-1.59","-3.07999999999998","0.00999999999999979","5.618"
"-448","74","0.156608605711437","0.0733054420456281","0.0637088221319342","0.0752427225584924","0.1609","-0.0899999999999999","0.849999999999998","-16.66","0.02","5.488"
"-237","-128","-0.11682021374561","-0.104504692371732","-0.0185095258620951","-0.0591828952940654","0.1524","0","0.310000000000002","-0.0900000000000318","0.17","5.604"
"577","111","0.0582478959142918","0.0823473421200394","0.0848676199366523","0.0517890825490754","0.1101","0.0300000000000002","-0.260000000000002","-1.19","0.0100000000000002","5.554"
"46","22","-0.101554646242391","-0.0936727202492582","-0.0797329671124842","-0.0350860778207736","0.1454","-0.0700000000000003","1.4","2.05000000000001","0.15","5.568"
"-392","-26","0.0565585660438614","0.0411591978745447","-0.00217074550544183","0.0436214533803279","0.1179","0.0300000000000002","-0.850000000000001","-18.83","0.17","5.538"
"86","-42","0.0615636138436706","0.0493838930135411","0.0609581809986128","0.0156091381815244","0.0953","-0.0100000000000002","-2","-17.3","-0.0600000000000001","5.292"
"130","8","0.0550312569056395","0.0758020637059236","0.0550299727910328","0.0680783664885869","0.0638","-0.02","-1.03","8.38999999999999","-0.04","5.014"
"519","115","0.0824459361268683","0.124427168080455","0.0281911725439112","0.0487384622054998","0.0648","-0.02","-0.98","-1.55000000000001","0.0100000000000002","4.94"
"-403","-36","0.0278550211810948","0.00144912702436883","-0.000640826445122755","0.00903552566870935","0.0592","-0.0699999999999998","0.31","12.35","0.11","4.945"
"-653","-14","0.0503704651346943","0.0561483379370955","0.0609968171144644","0.0100990103368641","0.0778","0","-1.91","0.360000000000014","-0.21","5.068"
"47","-146","0.0585004370771287","0.0404595388644662","-0.00978043520284544","-0.0190056926596576","0.0855","-0.0300000000000002","1","-9.19","0.0699999999999998","4.997"
"668","83","0.0499874803975402","0.0393739053669613","-0.0065110236090451","0.0386804139824299","0.0754","-0.00999999999999979","-2.33","-6.78000000000003","-0.0899999999999999","4.847"
"-187","5","0.00330852730808928","-0.00623815023385355","0.000771228077454111","-0.0116833117841351","0.0486","-0.1","-0.0500000000000007","0.550000000000011","-0.04","4.763"
"-535","-118","-0.19738952828326","-0.103858569777886","-0.106120349138752","-0.157586078683432","0.1803","-0.0299999999999998","-0.129999999999999","-8.75999999999999","-0.0600000000000001","4.533"
"940","214","-0.0823581005193645","-0.163298978856176","-0.0358781143737446","0.0605262781981875","0.3532","-0.04","1.48","4.87","-0.0899999999999999","4.192"
"-782","-176","0.0570386817091002","0.0967830462346324","0.0712492306218415","0.077233437891679","0.3229","-0.16","-0.799999999999999","6.94999999999999","-0.0300000000000002","4.143"
"-30","14","0.0690086236588794","0.0870591469047053","0.0546535231189758","0.0574440362046964","0.2079","-0.02","-1.64","-1.81","0.1","4.185"
"540","-72","-0.00390130640635711","0.0255034427629646","0.0238604525288721","0.0548435076467193","0.1347","-0.02","-1.12","-2.44","-0.0899999999999999","3.953"
"-929","-21","0.0341100320510392","0.0754867767241034","0.00227529723627029","0.0401908586154818","0.1349","-0.11","1.26","-4.60000000000002","-0.1979","3.801"
"75","42","-0.0548180127478002","-0.0380788530083418","0.0462509376423839","-0.0328151376002515","0.0939","-0.0100000000000002","-0.860000000000001","0.25","-0.0387","3.932"
"643","63","-0.00792081737390582","0.0253160842646203","0.0192781996767408","0.0380606322589117","0.0707","-0.0599999999999998","2.27","-1.37","-0.0467","4.139"
"-274","-48","0.096923833592097","0.0482401255638383","0.039997608717945","0.0372418599721316","0.1335","-0.0799999999999998","2.83","-3.33999999999997","-0.3502","3.995"
"82","-79","-0.0559834086215876","-0.012347371817194","-0.0510346746974992","-0.0252875323361152","0.0816","0.0199999999999998","-0.16","-6.18000000000001","-0.1175","4.193"
"295","101","0.0593506054727424","0.0417076450780982","0.0147156119899936","0.0530082375900882","0.1513","0.02","0.629999999999999","-15.13","0.0476999999999999","4.513"
"-236","-83","-0.0528060849864627","-0.0346610599814845","-0.0138005916603685","-0.032570808945743","0.1066","0.0900000000000001","3.24","-5.23000000000002","0.0497999999999998","4.821"
"-24","-8","0.0325693036077546","0.0461911749188904","0.00232403560634609","-0.0062737304431888","0.1262","0.0800000000000001","1.21","0.610000000000014","0.0185","5.03"
"72","73","-0.0232127461634679","0.000479205591172871","-0.0352914718605977","-0.0289673234211003","0.1384","0.12","2.18","8.05000000000001","0.0317000000000003","5.215"
"-234","-38","0.0703919056687603","0.0627207515711259","0.0367792690485338","0.0606618366085536","0.1163","0.27","-0.449999999999999","45.98","0.649","5.449"
"448","24","0.06492532050218","0.0886189206518537","0.0531522668467108","0.0188824579615936","0.1466","0.0399999999999996","2.64","-17.54","0.0919999999999996","5.178"
"148","-3","0.165631271201701","0.109259532954217","0.049243354799815","0.056232775045105","0.1572","0.15","1","-10.11","-0.0216999999999996","5.276"
"-870","-19","-0.0177679528135233","-0.0513981994372639","-0.100351609423095","-0.0522448509654208","0.1171","0.7","-0.210000000000001","1.25","-0.1029","5.666"
"374","35","0.111848686011589","0.0896998240535254","-0.00574349469267155","-0.0203130024369012","0.1317","0.1","2.32","15.54","0.1937","5.655"
"334","20","-0.00592495119801839","0.0152427042816186","0.0481741790233841","0.0923237506366767","0.1093","0.0499999999999998","-0.23","-13.47","0.2102","5.479"
"-488","-59","-0.024606156310881","0.0210416750275844","-0.0330783820562939","-0.0312799109533906","0.1518","0.17","-4.93","-6.69999999999999","0.1783","5.381"
"348","73","-0.0420060243650866","0.00101814755660357","0.00504462407456074","-0.0221587523957556","0.1327","-0.13","4.8","-4.5","0.4367","5.501"
"-23","-43","-0.0301938662604719","0.00315087472589859","-0.00737050971541464","0.0236516315584323","0.0883","0.0500000000000003","2.34","10.54","0.139699999999999","5.309"
"-223","20","0.0414806950378388","0.0147743039028239","0.00829782476447072","-0.0164762671934851","0.0772","0.36","-1.15","-4.14000000000004","0.0812000000000008","5.401"
"198","96","0.00362052221430176","0.0125958915969235","0.0471632719186932","0.0589282236915327","0.0897","0.0499999999999998","0.899999999999999","-7.11999999999995","0.194199999999999","5.361"
"-233","-98","-0.0597170486771681","-0.0556750428998818","-0.0583959994278764","-0.0549663208767477","0.0595","0.0200000000000005","3.19","-0.79000000000002","0.0757000000000003","5.414"
"-73","86","0.0402661314824453","0.0206936114759007","0.0226514414125951","-0.00496177469188552","0.0577","0.279999999999999","-1.69","-3.68000000000001","0.188499999999999","5.348"
"-94","55","-0.104947060037444","-0.0762319265553284","-0.0470970309052881","-0.0834561879235913","0.0439","0.0800000000000001","1.59","-3.99000000000001","0.0507","5.296"
"-52","-135","0.00957059818053096","-0.00028008874450336","0.0129887392895078","0.00404525254568533","0.1091","0.0500000000000007","-7.39","5.44","-0.1528","5.029"
"595","87","0.0546718807322115","0.012087502305242","0.0119809739850183","0.0340502314092612","0.0928","0.21","0.510000000000002","-5.95999999999998","-0.1685","4.93"
"-167","4","-0.090330191317868","-0.111149288989605","-0.0621710895117591","-0.0968311448208681","0.0699","-0.0600000000000005","1.77","-3.62","-0.0148999999999999","4.916"
"54","2","-0.0628690221750379","-0.0354665581816533","-0.0492151851641349","-0.0663585345479358","0.1685","-0.0199999999999996","-3.01","1.15999999999997","-0.0472000000000001","4.826"
"-472","-26","0.0718918782012423","0.0849973837978144","0.0574778339712108","0.0740070171655907","0.1426","-0.0899999999999999","1.24","-2.54999999999995","-0.0265999999999993","5.016"
