"ID";"TypeGefailleerde";"Perioden";"UitgesprokenFaillissementen_1"
"972";"A041718";"1996MM03";"      87"
"974";"A041718";"1996MM04";"      71"
"975";"A041718";"1996MM05";"      84"
"976";"A041718";"1996MM06";"      86"
"978";"A041718";"1996MM07";"      77"
"979";"A041718";"1996MM08";"      91"
"980";"A041718";"1996MM09";"      84"
"982";"A041718";"1996MM10";"     105"
"983";"A041718";"1996MM11";"     107"
"984";"A041718";"1996MM12";"      98"
"987";"A041718";"1997MM01";"     104"
"988";"A041718";"1997MM02";"      95"
"989";"A041718";"1997MM03";"      98"
"991";"A041718";"1997MM04";"     108"
"992";"A041718";"1997MM05";"     103"
"993";"A041718";"1997MM06";"      85"
"995";"A041718";"1997MM07";"      95"
"996";"A041718";"1997MM08";"      79"
"997";"A041718";"1997MM09";"      89"
"999";"A041718";"1997MM10";"     100"
"1000";"A041718";"1997MM11";"      90"
"1001";"A041718";"1997MM12";"      92"
"1004";"A041718";"1998MM01";"      93"
"1005";"A041718";"1998MM02";"      92"
"1006";"A041718";"1998MM03";"     110"
"1008";"A041718";"1998MM04";"     109"
"1009";"A041718";"1998MM05";"      78"
"1010";"A041718";"1998MM06";"      86"
"1012";"A041718";"1998MM07";"      94"
"1013";"A041718";"1998MM08";"      53"
"1014";"A041718";"1998MM09";"     104"
"1016";"A041718";"1998MM10";"      65"
"1017";"A041718";"1998MM11";"      98"
"1018";"A041718";"1998MM12";"      34"
"1021";"A041718";"1999MM01";"      56"
"1022";"A041718";"1999MM02";"      45"
"1023";"A041718";"1999MM03";"      45"
"1025";"A041718";"1999MM04";"      53"
"1026";"A041718";"1999MM05";"      32"
"1027";"A041718";"1999MM06";"      46"
"1029";"A041718";"1999MM07";"      49"
"1030";"A041718";"1999MM08";"      36"
"1031";"A041718";"1999MM09";"      66"
"1033";"A041718";"1999MM10";"      66"
"1034";"A041718";"1999MM11";"      56"
"1035";"A041718";"1999MM12";"      52"
"1038";"A041718";"2000MM01";"      65"
"1039";"A041718";"2000MM02";"      64"
"1040";"A041718";"2000MM03";"      66"
"1042";"A041718";"2000MM04";"      63"
"1043";"A041718";"2000MM05";"      73"
"1044";"A041718";"2000MM06";"      70"
"1046";"A041718";"2000MM07";"      70"
"1047";"A041718";"2000MM08";"      90"
"1048";"A041718";"2000MM09";"      75"
"1050";"A041718";"2000MM10";"      86"
"1051";"A041718";"2000MM11";"     107"
"1052";"A041718";"2000MM12";"      90"
"1055";"A041718";"2001MM01";"     112"
"1056";"A041718";"2001MM02";"     115"
"1057";"A041718";"2001MM03";"     125"
"1059";"A041718";"2001MM04";"     112"
"1060";"A041718";"2001MM05";"     119"
"1061";"A041718";"2001MM06";"     127"
"1063";"A041718";"2001MM07";"     150"
"1064";"A041718";"2001MM08";"     124"
"1065";"A041718";"2001MM09";"     122"
"1067";"A041718";"2001MM10";"     154"
"1068";"A041718";"2001MM11";"     139"
"1069";"A041718";"2001MM12";"     105"
"1072";"A041718";"2002MM01";"     156"
"1073";"A041718";"2002MM02";"     145"
"1074";"A041718";"2002MM03";"     114"
"1076";"A041718";"2002MM04";"     129"
"1077";"A041718";"2002MM05";"     134"
"1078";"A041718";"2002MM06";"     122"
"1080";"A041718";"2002MM07";"     142"
"1081";"A041718";"2002MM08";"     137"
"1082";"A041718";"2002MM09";"     174"
"1084";"A041718";"2002MM10";"     174"
"1085";"A041718";"2002MM11";"     213"
"1086";"A041718";"2002MM12";"     168"
"1089";"A041718";"2003MM01";"     180"
"1090";"A041718";"2003MM02";"     163"
"1091";"A041718";"2003MM03";"     147"
"1093";"A041718";"2003MM04";"     177"
"1094";"A041718";"2003MM05";"     187"
"1095";"A041718";"2003MM06";"     190"
"1097";"A041718";"2003MM07";"     185"
"1098";"A041718";"2003MM08";"     170"
"1099";"A041718";"2003MM09";"     252"
"1101";"A041718";"2003MM10";"     229"
"1102";"A041718";"2003MM11";"     269"
"1103";"A041718";"2003MM12";"     213"
"1106";"A041718";"2004MM01";"     198"
"1107";"A041718";"2004MM02";"     219"
"1108";"A041718";"2004MM03";"     202"
"1110";"A041718";"2004MM04";"     272"
"1111";"A041718";"2004MM05";"     246"
"1112";"A041718";"2004MM06";"     226"
"1114";"A041718";"2004MM07";"     210"
"1115";"A041718";"2004MM08";"     183"
"1116";"A041718";"2004MM09";"     257"
"1118";"A041718";"2004MM10";"     225"
"1119";"A041718";"2004MM11";"     238"
"1120";"A041718";"2004MM12";"     225"
"1123";"A041718";"2005MM01";"     251"
"1124";"A041718";"2005MM02";"     262"
"1125";"A041718";"2005MM03";"     321"
"1127";"A041718";"2005MM04";"     291"
"1128";"A041718";"2005MM05";"     299"
"1129";"A041718";"2005MM06";"     292"
"1131";"A041718";"2005MM07";"     290"
"1132";"A041718";"2005MM08";"     227"
"1133";"A041718";"2005MM09";"     239"
"1135";"A041718";"2005MM10";"     272"
"1136";"A041718";"2005MM11";"     305"
"1137";"A041718";"2005MM12";"     253"
"1140";"A041718";"2006MM01";"     249"
"1141";"A041718";"2006MM02";"     268"
"1142";"A041718";"2006MM03";"     354"
"1144";"A041718";"2006MM04";"     264"
"1145";"A041718";"2006MM05";"     313"
"1146";"A041718";"2006MM06";"     244"
"1148";"A041718";"2006MM07";"     267"
"1149";"A041718";"2006MM08";"     218"
"1150";"A041718";"2006MM09";"     291"
"1152";"A041718";"2006MM10";"     257"
"1153";"A041718";"2006MM11";"     254"
"1154";"A041718";"2006MM12";"     259"
"1157";"A041718";"2007MM01";"     327"
"1158";"A041718";"2007MM02";"     318"
"1159";"A041718";"2007MM03";"     343"
"1161";"A041718";"2007MM04";"     285"
"1162";"A041718";"2007MM05";"     297"
"1163";"A041718";"2007MM06";"     291"
"1165";"A041718";"2007MM07";"     293"
"1166";"A041718";"2007MM08";"     235"
"1167";"A041718";"2007MM09";"     247"
"1169";"A041718";"2007MM10";"     303"
"1170";"A041718";"2007MM11";"     246"
"1171";"A041718";"2007MM12";"     165"
"1174";"A041718";"2008MM01";"     327"
"1175";"A041718";"2008MM02";"     166"
"1176";"A041718";"2008MM03";"     144"
"1178";"A041718";"2008MM04";"     184"
"1179";"A041718";"2008MM05";"     130"
"1180";"A041718";"2008MM06";"     176"
"1182";"A041718";"2008MM07";"     203"
"1183";"A041718";"2008MM08";"     164"
"1184";"A041718";"2008MM09";"     176"
"1186";"A041718";"2008MM10";"     155"
"1187";"A041718";"2008MM11";"     195"
"1188";"A041718";"2008MM12";"     190"
"1191";"A041718";"2009MM01";"     227"
"1192";"A041718";"2009MM02";"     165"
"1193";"A041718";"2009MM03";"     272"
"1195";"A041718";"2009MM04";"     232"
"1196";"A041718";"2009MM05";"     177"
"1197";"A041718";"2009MM06";"     226"
"1199";"A041718";"2009MM07";"     190"
"1200";"A041718";"2009MM08";"     189"
"1201";"A041718";"2009MM09";"     197"
"1203";"A041718";"2009MM10";"     214"
"1204";"A041718";"2009MM11";"     194"
"1205";"A041718";"2009MM12";"     201"
"1208";"A041718";"2010MM01";"     199"
"1209";"A041718";"2010MM02";"     179"
"1210";"A041718";"2010MM03";"     252"
"1212";"A041718";"2010MM04";"     207"
"1213";"A041718";"2010MM05";"     130"
"1214";"A041718";"2010MM06";"     236"
"1216";"A041718";"2010MM07";"     187"
"1217";"A041718";"2010MM08";"     210"
"1218";"A041718";"2010MM09";"     192"
"1220";"A041718";"2010MM10";"     176"
"1221";"A041718";"2010MM11";"     218"
"1222";"A041718";"2010MM12";"     158"
"1225";"A041718";"2011MM01";"     180"
"1226";"A041718";"2011MM02";"     215"
"1227";"A041718";"2011MM03";"     264"
"1229";"A041718";"2011MM04";"     197"
"1230";"A041718";"2011MM05";"     262"
"1231";"A041718";"2011MM06";"     191"
"1233";"A041718";"2011MM07";"     200"
"1234";"A041718";"2011MM08";"     221"
"1235";"A041718";"2011MM09";"     211"
"1237";"A041718";"2011MM10";"     212"
"1238";"A041718";"2011MM11";"     304"
"1239";"A041718";"2011MM12";"     191"
"1242";"A041718";"2012MM01";"     255"
"1243";"A041718";"2012MM02";"     273"
"1244";"A041718";"2012MM03";"     248"
"1246";"A041718";"2012MM04";"     196"
"1247";"A041718";"2012MM05";"     261"
"1248";"A041718";"2012MM06";"     230"
"1250";"A041718";"2012MM07";"     278"
"1251";"A041718";"2012MM08";"     245"
"1252";"A041718";"2012MM09";"     244"
"1254";"A041718";"2012MM10";"     276"
"1255";"A041718";"2012MM11";"     281"
"1256";"A041718";"2012MM12";"     215"
"1259";"A041718";"2013MM01";"     269"
"1260";"A041718";"2013MM02";"     231"
"1261";"A041718";"2013MM03";"     290"
"1263";"A041718";"2013MM04";"     248"
"1264";"A041718";"2013MM05";"     294"
"1265";"A041718";"2013MM06";"     250"
"1267";"A041718";"2013MM07";"     272"
"1268";"A041718";"2013MM08";"     196"
"1269";"A041718";"2013MM09";"     204"
"1271";"A041718";"2013MM10";"     293"
"1272";"A041718";"2013MM11";"     243"
"1273";"A041718";"2013MM12";"     228"
"1276";"A041718";"2014MM01";"     238"
"1277";"A041718";"2014MM02";"     219"
"1278";"A041718";"2014MM03";"     185"
"1280";"A041718";"2014MM04";"     211"
"1281";"A041718";"2014MM05";"     171"
"1282";"A041718";"2014MM06";"     129"
"1284";"A041718";"2014MM07";"     145"
"1285";"A041718";"2014MM08";"     142"
"1286";"A041718";"2014MM09";"     169"
"1288";"A041718";"2014MM10";"     152"
"1289";"A041718";"2014MM11";"     141"
"1290";"A041718";"2014MM12";"     146"
"1293";"A041718";"2015MM01";"     119"
"1294";"A041718";"2015MM02";"     141"
"1295";"A041718";"2015MM03";"     150"
"1297";"A041718";"2015MM04";"     111"
"1298";"A041718";"2015MM05";"      83"
"1299";"A041718";"2015MM06";"     107"
"1301";"A041718";"2015MM07";"     104"
"1302";"A041718";"2015MM08";"      81"
"1303";"A041718";"2015MM09";"     106"
"1305";"A041718";"2015MM10";"     113"
"1306";"A041718";"2015MM11";"      86"
"1307";"A041718";"2015MM12";"     131"
"1310";"A041718";"2016MM01";"      76"
"1311";"A041718";"2016MM02";"      83"
"1312";"A041718";"2016MM03";"     120"
"1314";"A041718";"2016MM04";"      87"
"1315";"A041718";"2016MM05";"      94"
"1316";"A041718";"2016MM06";"      75"
"1318";"A041718";"2016MM07";"      66"
"1319";"A041718";"2016MM08";"      84"
"1320";"A041718";"2016MM09";"      59"
"1322";"A041718";"2016MM10";"      60"
"1323";"A041718";"2016MM11";"      72"
"1324";"A041718";"2016MM12";"      64"
"1327";"A041718";"2017MM01";"      67"
"1328";"A041718";"2017MM02";"      50"
"1329";"A041718";"2017MM03";"      73"
"1331";"A041718";"2017MM04";"      67"
"1332";"A041718";"2017MM05";"      84"
"1333";"A041718";"2017MM06";"      56"
"1335";"A041718";"2017MM07";"      57"
"1336";"A041718";"2017MM08";"      70"
"1337";"A041718";"2017MM09";"      65"
"1339";"A041718";"2017MM10";"      74"
"1340";"A041718";"2017MM11";"      52"
"1341";"A041718";"2017MM12";"      38"
"1344";"A041718";"2018MM01";"      57"
"1345";"A041718";"2018MM02";"      33"
"1346";"A041718";"2018MM03";"      65"
"1348";"A041718";"2018MM04";"      48"
"1349";"A041718";"2018MM05";"      48"
"1350";"A041718";"2018MM06";"      53"
"1352";"A041718";"2018MM07";"      52"
"1353";"A041718";"2018MM08";"      36"
"1354";"A041718";"2018MM09";"      45"
"1356";"A041718";"2018MM10";"      61"
"1357";"A041718";"2018MM11";"      52"
"1358";"A041718";"2018MM12";"      43"
"1361";"A041718";"2019MM01";"      63"
"1362";"A041718";"2019MM02";"      46"
"1363";"A041718";"2019MM03";"      55"
"1365";"A041718";"2019MM04";"      50"
"1366";"A041718";"2019MM05";"      31"
"1367";"A041718";"2019MM06";"      62"
"1369";"A041718";"2019MM07";"      50"
"1370";"A041718";"2019MM08";"      44"
"1371";"A041718";"2019MM09";"      46"
"1373";"A041718";"2019MM10";"      58"
"1374";"A041718";"2019MM11";"      49"
"1375";"A041718";"2019MM12";"      32"
"1378";"A041718";"2020MM01";"      46"
"1379";"A041718";"2020MM02";"      52"
"1380";"A041718";"2020MM03";"      38"
"1382";"A041718";"2020MM04";"      31"
"1383";"A041718";"2020MM05";"      48"
"1384";"A041718";"2020MM06";"      52"
"1386";"A041718";"2020MM07";"      30"
"1387";"A041718";"2020MM08";"      21"
"1388";"A041718";"2020MM09";"      42"
"1390";"A041718";"2020MM10";"      38"
"1391";"A041718";"2020MM11";"      29"
"1392";"A041718";"2020MM12";"      28"
"1395";"A041718";"2021MM01";"      37"
"1396";"A041718";"2021MM02";"      26"
"1397";"A041718";"2021MM03";"      29"
"1399";"A041718";"2021MM04";"      36"
"1400";"A041718";"2021MM05";"      23"
"1401";"A041718";"2021MM06";"      23"
"1403";"A041718";"2021MM07";"      23"
"1404";"A041718";"2021MM08";"      27"
"1405";"A041718";"2021MM09";"      25"
"1407";"A041718";"2021MM10";"      23"
"1408";"A041718";"2021MM11";"      26"
"1409";"A041718";"2021MM12";"      13"
"1412";"A041718";"2022MM01";"      13"
"1413";"A041718";"2022MM02";"      25"
"1414";"A041718";"2022MM03";"      18"
"1416";"A041718";"2022MM04";"      24"
"1417";"A041718";"2022MM05";"      31"
"1418";"A041718";"2022MM06";"      13"
"1420";"A041718";"2022MM07";"      22"
"1421";"A041718";"2022MM08";"      24"
"1422";"A041718";"2022MM09";"      17"
"1424";"A041718";"2022MM10";"      38"
"1425";"A041718";"2022MM11";"      41"
"1426";"A041718";"2022MM12";"      21"
"1429";"A041718";"2023MM01";"      22"
"1430";"A028820";"1981MM01";"     216"
"1431";"A028820";"1981MM02";"     244"
"1432";"A028820";"1981MM03";"     235"
"1434";"A028820";"1981MM04";"     215"
"1435";"A028820";"1981MM05";"     203"
"1436";"A028820";"1981MM06";"     221"
"1438";"A028820";"1981MM07";"     263"
"1439";"A028820";"1981MM08";"     202"
"1440";"A028820";"1981MM09";"     290"
"1442";"A028820";"1981MM10";"     269"
"1443";"A028820";"1981MM11";"     247"
"1444";"A028820";"1981MM12";"     273"
"1447";"A028820";"1982MM01";"     267"
"1448";"A028820";"1982MM02";"     249"
"1449";"A028820";"1982MM03";"     323"
"1451";"A028820";"1982MM04";"     253"
"1452";"A028820";"1982MM05";"     215"
"1453";"A028820";"1982MM06";"     292"
"1455";"A028820";"1982MM07";"     261"
"1456";"A028820";"1982MM08";"     218"
"1457";"A028820";"1982MM09";"     311"
"1459";"A028820";"1982MM10";"     263"
"1460";"A028820";"1982MM11";"     325"
"1461";"A028820";"1982MM12";"     276"
"1464";"A028820";"1983MM01";"     297"
"1465";"A028820";"1983MM02";"     283"
"1466";"A028820";"1983MM03";"     340"
"1468";"A028820";"1983MM04";"     237"
"1469";"A028820";"1983MM05";"     251"
"1470";"A028820";"1983MM06";"     286"
"1472";"A028820";"1983MM07";"     206"
"1473";"A028820";"1983MM08";"     221"
"1474";"A028820";"1983MM09";"     260"
"1476";"A028820";"1983MM10";"     222"
"1477";"A028820";"1983MM11";"     246"
"1478";"A028820";"1983MM12";"     185"
"1481";"A028820";"1984MM01";"     221"
"1482";"A028820";"1984MM02";"     266"
"1483";"A028820";"1984MM03";"     263"
"1485";"A028820";"1984MM04";"     186"
"1486";"A028820";"1984MM05";"     223"
"1487";"A028820";"1984MM06";"     201"
"1489";"A028820";"1984MM07";"     161"
"1490";"A028820";"1984MM08";"     233"
"1491";"A028820";"1984MM09";"     198"
"1493";"A028820";"1984MM10";"     249"
"1494";"A028820";"1984MM11";"     202"
"1495";"A028820";"1984MM12";"     149"
"1498";"A028820";"1985MM01";"     236"
"1499";"A028820";"1985MM02";"     170"
"1500";"A028820";"1985MM03";"     217"
"1502";"A028820";"1985MM04";"     179"
"1503";"A028820";"1985MM05";"     199"
"1504";"A028820";"1985MM06";"     171"
"1506";"A028820";"1985MM07";"     172"
"1507";"A028820";"1985MM08";"     161"
"1508";"A028820";"1985MM09";"     169"
"1510";"A028820";"1985MM10";"     189"
"1511";"A028820";"1985MM11";"     150"
"1512";"A028820";"1985MM12";"     129"
"1515";"A028820";"1986MM01";"     148"
"1516";"A028820";"1986MM02";"     146"
"1517";"A028820";"1986MM03";"     155"
"1519";"A028820";"1986MM04";"     170"
"1520";"A028820";"1986MM05";"     149"
"1521";"A028820";"1986MM06";"     165"
"1523";"A028820";"1986MM07";"     161"
"1524";"A028820";"1986MM08";"     153"
"1525";"A028820";"1986MM09";"     132"
"1527";"A028820";"1986MM10";"     170"
"1528";"A028820";"1986MM11";"     139"
"1529";"A028820";"1986MM12";"     127"
"1532";"A028820";"1987MM01";"     156"
"1533";"A028820";"1987MM02";"     124"
"1534";"A028820";"1987MM03";"     134"
"1536";"A028820";"1987MM04";"     132"
"1537";"A028820";"1987MM05";"     114"
"1538";"A028820";"1987MM06";"     116"
"1540";"A028820";"1987MM07";"     126"
"1541";"A028820";"1987MM08";"     110"
"1542";"A028820";"1987MM09";"     158"
"1544";"A028820";"1987MM10";"     142"
"1545";"A028820";"1987MM11";"     133"
"1546";"A028820";"1987MM12";"     117"
"1549";"A028820";"1988MM01";"     129"
"1550";"A028820";"1988MM02";"     130"
"1551";"A028820";"1988MM03";"     142"
"1553";"A028820";"1988MM04";"     124"
"1554";"A028820";"1988MM05";"     129"
"1555";"A028820";"1988MM06";"     157"
"1557";"A028820";"1988MM07";"     118"
"1558";"A028820";"1988MM08";"     131"
"1559";"A028820";"1988MM09";"     139"
"1561";"A028820";"1988MM10";"     150"
"1562";"A028820";"1988MM11";"     172"
"1563";"A028820";"1988MM12";"     107"
"1566";"A028820";"1989MM01";"     140"
"1567";"A028820";"1989MM02";"     136"
"1568";"A028820";"1989MM03";"     157"
"1570";"A028820";"1989MM04";"     113"
"1571";"A028820";"1989MM05";"     132"
"1572";"A028820";"1989MM06";"     144"
"1574";"A028820";"1989MM07";"     110"
"1575";"A028820";"1989MM08";"     110"
"1576";"A028820";"1989MM09";"     145"
"1578";"A028820";"1989MM10";"     124"
"1579";"A028820";"1989MM11";"     148"
"1580";"A028820";"1989MM12";"      84"
"1583";"A028820";"1990MM01";"     144"
"1584";"A028820";"1990MM02";"     119"
"1585";"A028820";"1990MM03";"     137"
"1587";"A028820";"1990MM04";"     107"
"1588";"A028820";"1990MM05";"     112"
"1589";"A028820";"1990MM06";"     104"
"1591";"A028820";"1990MM07";"     118"
"1592";"A028820";"1990MM08";"     129"
"1593";"A028820";"1990MM09";"     125"
"1595";"A028820";"1990MM10";"     130"
"1596";"A028820";"1990MM11";"     113"
"1597";"A028820";"1990MM12";"      96"
"1600";"A028820";"1991MM01";"     156"
"1601";"A028820";"1991MM02";"     133"
"1602";"A028820";"1991MM03";"     130"
"1604";"A028820";"1991MM04";"     116"
"1605";"A028820";"1991MM05";"     130"
"1606";"A028820";"1991MM06";"     119"
"1608";"A028820";"1991MM07";"     125"
"1609";"A028820";"1991MM08";"     105"
"1610";"A028820";"1991MM09";"     119"
"1612";"A028820";"1991MM10";"     186"
"1613";"A028820";"1991MM11";"     151"
"1614";"A028820";"1991MM12";"     111"
"1617";"A028820";"1992MM01";"     141"
"1618";"A028820";"1992MM02";"     137"
"1619";"A028820";"1992MM03";"     162"
"1621";"A028820";"1992MM04";"     166"
"1622";"A028820";"1992MM05";"     151"
"1623";"A028820";"1992MM06";"     136"
"1625";"A028820";"1992MM07";"     171"
"1626";"A028820";"1992MM08";"     123"
"1627";"A028820";"1992MM09";"     171"
"1629";"A028820";"1992MM10";"     171"
"1630";"A028820";"1992MM11";"     169"
"1631";"A028820";"1992MM12";"     170"
"1634";"A028820";"1993MM01";"     159"
"1635";"A028820";"1993MM02";"     138"
"1636";"A028820";"1993MM03";"     218"
"1638";"A028820";"1993MM04";"     182"
"1639";"A028820";"1993MM05";"     135"
"1640";"A028820";"1993MM06";"     183"
"1642";"A028820";"1993MM07";"     183"
"1643";"A028820";"1993MM08";"     163"
"1644";"A028820";"1993MM09";"     185"
"1646";"A028820";"1993MM10";"     190"
"1647";"A028820";"1993MM11";"     224"
"1648";"A028820";"1993MM12";"     188"
"1651";"A028820";"1994MM01";"     180"
"1652";"A028820";"1994MM02";"     171"
"1653";"A028820";"1994MM03";"     227"
"1655";"A028820";"1994MM04";"     167"
"1656";"A028820";"1994MM05";"     162"
"1657";"A028820";"1994MM06";"     172"
"1659";"A028820";"1994MM07";"     147"
"1660";"A028820";"1994MM08";"     219"
"1661";"A028820";"1994MM09";"     192"
"1663";"A028820";"1994MM10";"     164"
"1664";"A028820";"1994MM11";"     207"
"1665";"A028820";"1994MM12";"     165"
"1668";"A028820";"1995MM01";"     192"
"1669";"A028820";"1995MM02";"     174"
"1670";"A028820";"1995MM03";"     212"
"1672";"A028820";"1995MM04";"     166"
"1673";"A028820";"1995MM05";"     150"
"1674";"A028820";"1995MM06";"     161"
"1676";"A028820";"1995MM07";"     153"
"1677";"A028820";"1995MM08";"     164"
"1678";"A028820";"1995MM09";"     145"
"1680";"A028820";"1995MM10";"     183"
"1681";"A028820";"1995MM11";"     168"
"1682";"A028820";"1995MM12";"     143"
"1685";"A028820";"1996MM01";"     198"
"1686";"A028820";"1996MM02";"     162"
"1687";"A028820";"1996MM03";"     162"
"1689";"A028820";"1996MM04";"     159"
"1690";"A028820";"1996MM05";"     170"
"1691";"A028820";"1996MM06";"     146"
"1693";"A028820";"1996MM07";"     157"
"1694";"A028820";"1996MM08";"     141"
"1695";"A028820";"1996MM09";"     143"
"1697";"A028820";"1996MM10";"     168"
"1698";"A028820";"1996MM11";"     161"
"1699";"A028820";"1996MM12";"     132"
"1702";"A028820";"1997MM01";"     182"
"1703";"A028820";"1997MM02";"     157"
"1704";"A028820";"1997MM03";"     132"
"1706";"A028820";"1997MM04";"     139"
"1707";"A028820";"1997MM05";"     146"
"1708";"A028820";"1997MM06";"     117"
"1710";"A028820";"1997MM07";"     146"
"1711";"A028820";"1997MM08";"     108"
"1712";"A028820";"1997MM09";"     174"
"1714";"A028820";"1997MM10";"     147"
"1715";"A028820";"1997MM11";"     141"
"1716";"A028820";"1997MM12";"     139"
"1719";"A028820";"1998MM01";"     133"
"1720";"A028820";"1998MM02";"     130"
"1721";"A028820";"1998MM03";"     175"
"1723";"A028820";"1998MM04";"     145"
"1724";"A028820";"1998MM05";"     114"
"1725";"A028820";"1998MM06";"     148"
"1727";"A028820";"1998MM07";"     139"
"1728";"A028820";"1998MM08";"     121"
"1729";"A028820";"1998MM09";"     175"
"1731";"A028820";"1998MM10";"     116"
"1732";"A028820";"1998MM11";"      88"
"1733";"A028820";"1998MM12";"      61"
"1736";"A028820";"1999MM01";"      76"
"1737";"A028820";"1999MM02";"      79"
"1738";"A028820";"1999MM03";"     100"
"1740";"A028820";"1999MM04";"      83"
"1741";"A028820";"1999MM05";"      56"
"1742";"A028820";"1999MM06";"      88"
"1744";"A028820";"1999MM07";"      66"
"1745";"A028820";"1999MM08";"      80"
"1746";"A028820";"1999MM09";"      81"
"1748";"A028820";"1999MM10";"      67"
"1749";"A028820";"1999MM11";"      72"
"1750";"A028820";"1999MM12";"      77"
"1753";"A028820";"2000MM01";"      73"
"1754";"A028820";"2000MM02";"      74"
"1755";"A028820";"2000MM03";"      92"
"1757";"A028820";"2000MM04";"      73"
"1758";"A028820";"2000MM05";"      77"
"1759";"A028820";"2000MM06";"      61"
"1761";"A028820";"2000MM07";"      73"
"1762";"A028820";"2000MM08";"     114"
"1763";"A028820";"2000MM09";"      79"
"1765";"A028820";"2000MM10";"      86"
"1766";"A028820";"2000MM11";"      87"
"1767";"A028820";"2000MM12";"      69"
"1770";"A028820";"2001MM01";"      84"
"1771";"A028820";"2001MM02";"      75"
"1772";"A028820";"2001MM03";"      89"
"1774";"A028820";"2001MM04";"      81"
"1775";"A028820";"2001MM05";"      97"
"1776";"A028820";"2001MM06";"      74"
"1778";"A028820";"2001MM07";"      86"
"1779";"A028820";"2001MM08";"     100"
"1780";"A028820";"2001MM09";"      75"
"1782";"A028820";"2001MM10";"     102"
"1783";"A028820";"2001MM11";"      77"
"1784";"A028820";"2001MM12";"      57"
"1787";"A028820";"2002MM01";"      98"
"1788";"A028820";"2002MM02";"      79"
"1789";"A028820";"2002MM03";"      85"
"1791";"A028820";"2002MM04";"      74"
"1792";"A028820";"2002MM05";"      70"
"1793";"A028820";"2002MM06";"      84"
"1795";"A028820";"2002MM07";"      76"
"1796";"A028820";"2002MM08";"      72"
"1797";"A028820";"2002MM09";"      61"
"1799";"A028820";"2002MM10";"      90"
"1800";"A028820";"2002MM11";"      33"
"1801";"A028820";"2002MM12";"      56"
"1804";"A028820";"2003MM01";"      98"
"1805";"A028820";"2003MM02";"      77"
"1806";"A028820";"2003MM03";"     106"
"1808";"A028820";"2003MM04";"     124"
"1809";"A028820";"2003MM05";"      88"
"1810";"A028820";"2003MM06";"      92"
"1812";"A028820";"2003MM07";"     105"
"1813";"A028820";"2003MM08";"      91"
"1814";"A028820";"2003MM09";"     105"
"1816";"A028820";"2003MM10";"      80"
"1817";"A028820";"2003MM11";"     104"
"1818";"A028820";"2003MM12";"      81"
"1821";"A028820";"2004MM01";"     112"
"1822";"A028820";"2004MM02";"     112"
"1823";"A028820";"2004MM03";"     141"
"1825";"A028820";"2004MM04";"     106"
"1826";"A028820";"2004MM05";"     105"
"1827";"A028820";"2004MM06";"     116"
"1829";"A028820";"2004MM07";"     121"
"1830";"A028820";"2004MM08";"     118"
"1831";"A028820";"2004MM09";"     128"
"1833";"A028820";"2004MM10";"      92"
"1834";"A028820";"2004MM11";"     128"
"1835";"A028820";"2004MM12";"     102"
"1838";"A028820";"2005MM01";"     136"
"1839";"A028820";"2005MM02";"     118"
"1840";"A028820";"2005MM03";"     162"
"1842";"A028820";"2005MM04";"     110"
"1843";"A028820";"2005MM05";"     138"
"1844";"A028820";"2005MM06";"     177"
"1846";"A028820";"2005MM07";"     136"
"1847";"A028820";"2005MM08";"     172"
"1848";"A028820";"2005MM09";"     142"
"1850";"A028820";"2005MM10";"     135"
"1851";"A028820";"2005MM11";"     142"
"1852";"A028820";"2005MM12";"     129"
"1855";"A028820";"2006MM01";"     159"
"1856";"A028820";"2006MM02";"     163"
"1857";"A028820";"2006MM03";"     151"
"1859";"A028820";"2006MM04";"     147"
"1860";"A028820";"2006MM05";"     135"
"1861";"A028820";"2006MM06";"     125"
"1863";"A028820";"2006MM07";"     137"
"1864";"A028820";"2006MM08";"     167"
"1865";"A028820";"2006MM09";"     136"
"1867";"A028820";"2006MM10";"     132"
"1868";"A028820";"2006MM11";"     135"
"1869";"A028820";"2006MM12";"     126"
"1872";"A028820";"2007MM01";"      89"
"1873";"A028820";"2007MM02";"      75"
"1874";"A028820";"2007MM03";"      76"
"1876";"A028820";"2007MM04";"      76"
"1877";"A028820";"2007MM05";"     106"
"1878";"A028820";"2007MM06";"      79"
"1880";"A028820";"2007MM07";"      70"
"1881";"A028820";"2007MM08";"      92"
"1882";"A028820";"2007MM09";"      82"
"1884";"A028820";"2007MM10";"     106"
"1885";"A028820";"2007MM11";"      80"
"1886";"A028820";"2007MM12";"      82"
"1889";"A028820";"2008MM01";"      92"
"1890";"A028820";"2008MM02";"      54"
"1891";"A028820";"2008MM03";"      58"
"1893";"A028820";"2008MM04";"      87"
"1894";"A028820";"2008MM05";"      57"
"1895";"A028820";"2008MM06";"      58"
"1897";"A028820";"2008MM07";"      70"
"1898";"A028820";"2008MM08";"      60"
"1899";"A028820";"2008MM09";"      74"
"1901";"A028820";"2008MM10";"      65"
"1902";"A028820";"2008MM11";"      62"
"1903";"A028820";"2008MM12";"      58"
"1906";"A028820";"2009MM01";"      99"
"1907";"A028820";"2009MM02";"      63"
"1908";"A028820";"2009MM03";"      90"
"1910";"A028820";"2009MM04";"      85"
"1911";"A028820";"2009MM05";"      85"
"1912";"A028820";"2009MM06";"      99"
