"ID";"AardWerkzaamheden";"Gebouwbestemming";"Perioden";"Bouwkosten_1";"Bouwvergunningen_2";"Bouwkosten_3";"Bouwvergunningen_4"
"993";"A028181";"A007232";"2017MM10";"     215";"     547";"   290.0";"   141.6"
"994";"A028181";"A007232";"2017MM11";"     148";"     543";"   199.8";"   140.3"
"995";"A028181";"A007232";"2017MM12";"     146";"     487";"   196.3";"   125.9"
"996";"A028181";"A007232";"2018MM01";"     119";"     525";"   160.4";"   135.6"
"997";"A028181";"A007232";"2018MM02";"     114";"     518";"   153.3";"   133.9"
"998";"A028181";"A007232";"2018MM03";"     168";"     579";"   226.2";"   149.6"
"999";"A028181";"A007232";"2018MM04";"     128";"     575";"   173.0";"   148.6"
"1000";"A028181";"A007232";"2018MM05";"     101";"     565";"   136.5";"   146.1"
"1001";"A028181";"A007232";"2018MM06";"     163";"     630";"   219.8";"   162.9"
"1002";"A028181";"A007232";"2018MM07";"     174";"     665";"   234.5";"   171.9"
"1003";"A028181";"A007232";"2018MM08";"     158";"     548";"   213.2";"   141.7"
"1004";"A028181";"A007232";"2018MM09";"     106";"     477";"   142.3";"   123.4"
"1005";"A028181";"A007232";"2018MM10";"     158";"     583";"   212.8";"   150.7"
"1006";"A028181";"A007232";"2018MM11";"     140";"     580";"   189.1";"   149.9"
"1007";"A028181";"A007232";"2018MM12";"     123";"     503";"   166.0";"   130.0"
"1008";"A028181";"A007232";"2019MM01";"     159";"     533";"   214.8";"   137.8"
"1009";"A028181";"A007232";"2019MM02";"     128";"     498";"   172.0";"   128.8"
"1010";"A028181";"A007232";"2019MM03";"     145";"     573";"   195.4";"   148.2"
"1011";"A028181";"A007232";"2019MM04";"     104";"     572";"   140.7";"   147.8"
"1012";"A028181";"A007232";"2019MM05";"     152";"     631";"   205.3";"   163.1"
"1013";"A028181";"A007232";"2019MM06";"     110";"     604";"   147.9";"   156.1"
"1014";"A028181";"A007232";"2019MM07";"     270";"     716";"   363.7";"   185.0"
"1015";"A028181";"A007232";"2019MM08";"     127";"     445";"   171.9";"   115.1"
"1016";"A028181";"A007232";"2019MM09";"     127";"     546";"   171.4";"   141.3"
"1017";"A028181";"A007232";"2019MM10";"     198";"     577";"   266.9";"   149.3"
"1018";"A028181";"A007232";"2019MM11";"     190";"     503";"   256.6";"   130.1"
"1019";"A028181";"A007232";"2019MM12";"     123";"     534";"   165.9";"   138.2"
"1020";"A028181";"A007232";"2020MM01";"     185";"     575";"   249.0";"   148.6"
"1021";"A028181";"A007232";"2020MM02";"     142";"     578";"   190.9";"   149.5"
"1022";"A028181";"A007232";"2020MM03";"     206";"     733";"   278.4";"   189.5"
"1023";"A028181";"A007232";"2020MM04";"     161";"     641";"   216.9";"   165.6"
"1024";"A028181";"A007232";"2020MM05";"     223";"     708";"   300.5";"   183.1"
"1025";"A028181";"A007232";"2020MM06";"     164";"     752";"   221.6";"   194.5"
"1026";"A028181";"A007232";"2020MM07";"     157";"     762";"   211.2";"   197.0"
"1027";"A028181";"A007232";"2020MM08";"     125";"     495";"   168.9";"   127.9"
"1028";"A028181";"A007232";"2020MM09";"     163";"     734";"   220.1";"   189.7"
"1029";"A028181";"A007232";"2020MM10";"     135";"     647";"   182.5";"   167.2"
"1030";"A028181";"A007232";"2020MM11";"     139";"     650";"   187.2";"   168.0"
"1031";"A028181";"A007232";"2020MM12";"     205";"     770";"   276.5";"   199.2"
"1032";"A028181";"A007232";"2021MM01";"     151";"     715";"   203.1";"   185.0"
"1033";"A028181";"A007232";"2021MM02";"     158";"     751";"   213.4";"   194.1"
"1034";"A028181";"A007232";"2021MM03";"     215";"     888";"   290.3";"   229.6"
"1035";"A028181";"A007232";"2021MM04";"     179";"     809";"   241.1";"   209.1"
"1036";"A028181";"A007232";"2021MM05";"     175";"     808";"   235.6";"   209.0"
"1037";"A028181";"A007232";"2021MM06";"     178";"     922";"   240.1";"   238.5"
"1038";"A028181";"A007232";"2021MM07";"     226";"     996";"   304.7";"   257.5"
"1039";"A028181";"A007232";"2021MM08";"     133";"     705";"   179.3";"   182.2"
"1040";"A028181";"A007232";"2021MM09";"     366";"     809";"   493.3";"   209.3"
"1041";"A028181";"A007232";"2021MM10";"     174";"     746";"   234.7";"   192.9"
"1042";"A028181";"A007232";"2021MM11";"     203";"     791";"   273.4";"   204.5"
"1043";"A028181";"A007232";"2021MM12";"     198";"     856";"   266.9";"   221.4"
"1044";"A028181";"A007232";"2022MM01";"     134";"     725";"   181.2";"   187.5"
"1045";"A028181";"A007232";"2022MM02";"     221";"     834";"   298.2";"   215.6"
"1046";"A028181";"A007232";"2022MM03";"     273";"     950";"   368.0";"   245.5"
"1047";"A028181";"A007232";"2022MM04";"     187";"     885";"   252.6";"   228.8"
"1048";"A028181";"A007232";"2022MM05";"     168";"     845";"   226.6";"   218.4"
"1049";"A028181";"A007232";"2022MM06";"     247";"    1008";"   333.3";"   260.7"
"1050";"A028181";"A007232";"2022MM07";"     255";"    1000";"   344.5";"   258.6"
"1051";"A028181";"A007232";"2022MM08";"     222";"     744";"   298.8";"   192.5"
"1052";"A028181";"A007232";"2022MM09";"     244";"     746";"   328.6";"   192.9"
"1053";"A028181";"A007232";"2022MM10";"     200";"     767";"   270.0";"   198.4"
"1054";"A028181";"A007232";"2022MM11";"     170";"     763";"   229.8";"   197.2"
"1055";"A028181";"A007232";"2022MM12";"     160";"     730";"   216.0";"   188.6"
"1056";"A028181";"A007237";"2012MM01";"     136";"     405";"    84.8";"   103.3"
"1057";"A028181";"A007237";"2012MM02";"     106";"     358";"    65.8";"    91.4"
"1058";"A028181";"A007237";"2012MM03";"     173";"     384";"   107.5";"    97.9"
"1059";"A028181";"A007237";"2012MM04";"     179";"     393";"   111.4";"   100.3"
"1060";"A028181";"A007237";"2012MM05";"     163";"     461";"   101.2";"   117.8"
"1061";"A028181";"A007237";"2012MM06";"     182";"     422";"   112.8";"   107.7"
"1062";"A028181";"A007237";"2012MM07";"     222";"     479";"   138.0";"   122.3"
"1063";"A028181";"A007237";"2012MM08";"     226";"     404";"   140.7";"   103.2"
"1064";"A028181";"A007237";"2012MM09";"     176";"     374";"   109.4";"    95.6"
"1065";"A028181";"A007237";"2012MM10";"     127";"     379";"    79.0";"    96.7"
"1066";"A028181";"A007237";"2012MM11";"     125";"     330";"    77.6";"    84.2"
"1067";"A028181";"A007237";"2012MM12";"     115";"     312";"    71.6";"    79.5"
"1068";"A028181";"A007237";"2013MM01";"     166";"     371";"   103.4";"    94.7"
"1069";"A028181";"A007237";"2013MM02";"     137";"     347";"    85.0";"    88.6"
"1070";"A028181";"A007237";"2013MM03";"     187";"     381";"   116.5";"    97.3"
"1071";"A028181";"A007237";"2013MM04";"     221";"     418";"   137.4";"   106.6"
"1072";"A028181";"A007237";"2013MM05";"     200";"     411";"   124.3";"   104.8"
"1073";"A028181";"A007237";"2013MM06";"     278";"     414";"   172.6";"   105.6"
"1074";"A028181";"A007237";"2013MM07";"     180";"     445";"   112.2";"   113.6"
"1075";"A028181";"A007237";"2013MM08";"     163";"     386";"   101.3";"    98.4"
"1076";"A028181";"A007237";"2013MM09";"     167";"     350";"   103.7";"    89.4"
"1077";"A028181";"A007237";"2013MM10";"     133";"     350";"    82.6";"    89.2"
"1078";"A028181";"A007237";"2013MM11";"     113";"     309";"    70.3";"    78.8"
"1079";"A028181";"A007237";"2013MM12";"     132";"     325";"    81.8";"    83.0"
"1080";"A028181";"A007237";"2014MM01";"     144";"     350";"    89.6";"    89.2"
"1081";"A028181";"A007237";"2014MM02";"     166";"     337";"   103.1";"    86.1"
"1082";"A028181";"A007237";"2014MM03";"     128";"     362";"    79.8";"    92.4"
"1083";"A028181";"A007237";"2014MM04";"     190";"     404";"   118.0";"   103.1"
"1084";"A028181";"A007237";"2014MM05";"     121";"     396";"    75.0";"   101.1"
"1085";"A028181";"A007237";"2014MM06";"     147";"     406";"    91.1";"   103.5"
"1086";"A028181";"A007237";"2014MM07";"     131";"     412";"    81.5";"   105.2"
"1087";"A028181";"A007237";"2014MM08";"     100";"     269";"    61.9";"    68.8"
"1088";"A028181";"A007237";"2014MM09";"     151";"     333";"    94.0";"    85.1"
"1089";"A028181";"A007237";"2014MM10";"     302";"     364";"   187.7";"    92.9"
"1090";"A028181";"A007237";"2014MM11";"     117";"     281";"    72.8";"    71.8"
"1091";"A028181";"A007237";"2014MM12";"     184";"     327";"   114.1";"    83.6"
"1092";"A028181";"A007237";"2015MM01";"     196";"     326";"   121.9";"    83.3"
"1093";"A028181";"A007237";"2015MM02";"     211";"     329";"   130.8";"    84.0"
"1094";"A028181";"A007237";"2015MM03";"     128";"     341";"    79.3";"    86.9"
"1095";"A028181";"A007237";"2015MM04";"     142";"     358";"    88.5";"    91.3"
"1096";"A028181";"A007237";"2015MM05";"     134";"     319";"    83.3";"    81.3"
"1097";"A028181";"A007237";"2015MM06";"     113";"     379";"    70.5";"    96.6"
"1098";"A028181";"A007237";"2015MM07";"     173";"     419";"   107.4";"   106.9"
"1099";"A028181";"A007237";"2015MM08";"     131";"     336";"    81.2";"    85.6"
"1100";"A028181";"A007237";"2015MM09";"     135";"     351";"    83.9";"    89.6"
"1101";"A028181";"A007237";"2015MM10";"     163";"     325";"   101.5";"    83.0"
"1102";"A028181";"A007237";"2015MM11";"     118";"     292";"    73.6";"    74.5"
"1103";"A028181";"A007237";"2015MM12";"     156";"     341";"    97.3";"    87.0"
"1104";"A028181";"A007237";"2016MM01";"     105";"     280";"    65.3";"    71.4"
"1105";"A028181";"A007237";"2016MM02";"     155";"     332";"    96.3";"    84.6"
"1106";"A028181";"A007237";"2016MM03";"     149";"     332";"    92.5";"    84.7"
"1107";"A028181";"A007237";"2016MM04";"     199";"     350";"   123.7";"    89.4"
"1108";"A028181";"A007237";"2016MM05";"     144";"     362";"    89.3";"    92.4"
"1109";"A028181";"A007237";"2016MM06";"     197";"     427";"   122.7";"   108.9"
"1110";"A028181";"A007237";"2016MM07";"     142";"     370";"    88.3";"    94.5"
"1111";"A028181";"A007237";"2016MM08";"     142";"     305";"    88.2";"    77.7"
"1112";"A028181";"A007237";"2016MM09";"     202";"     337";"   125.5";"    86.1"
"1113";"A028181";"A007237";"2016MM10";"     121";"     326";"    75.2";"    83.3"
"1114";"A028181";"A007237";"2016MM11";"     169";"     336";"   104.9";"    85.7"
"1115";"A028181";"A007237";"2016MM12";"     148";"     319";"    91.8";"    81.4"
"1116";"A028181";"A007237";"2017MM01";"     108";"     275";"    66.9";"    70.3"
"1117";"A028181";"A007237";"2017MM02";"     137";"     343";"    85.2";"    87.5"
"1118";"A028181";"A007237";"2017MM03";"     155";"     390";"    96.1";"    99.4"
"1119";"A028181";"A007237";"2017MM04";"     102";"     290";"    63.4";"    74.1"
"1120";"A028181";"A007237";"2017MM05";"     189";"     362";"   117.8";"    92.5"
"1121";"A028181";"A007237";"2017MM06";"     166";"     393";"   103.4";"   100.2"
"1122";"A028181";"A007237";"2017MM07";"     213";"     421";"   132.6";"   107.4"
"1123";"A028181";"A007237";"2017MM08";"     128";"     280";"    79.5";"    71.4"
"1124";"A028181";"A007237";"2017MM09";"     127";"     307";"    79.1";"    78.4"
"1125";"A028181";"A007237";"2017MM10";"     211";"     349";"   130.9";"    89.0"
"1126";"A028181";"A007237";"2017MM11";"     208";"     342";"   129.6";"    87.2"
"1127";"A028181";"A007237";"2017MM12";"     187";"     301";"   116.4";"    76.9"
"1128";"A028181";"A007237";"2018MM01";"     148";"     308";"    92.3";"    78.7"
"1129";"A028181";"A007237";"2018MM02";"     169";"     384";"   105.2";"    98.0"
"1130";"A028181";"A007237";"2018MM03";"     131";"     373";"    81.4";"    95.2"
"1131";"A028181";"A007237";"2018MM04";"     196";"     336";"   122.1";"    85.8"
"1132";"A028181";"A007237";"2018MM05";"     146";"     341";"    90.6";"    86.9"
"1133";"A028181";"A007237";"2018MM06";"     174";"     375";"   107.9";"    95.8"
"1134";"A028181";"A007237";"2018MM07";"     181";"     400";"   112.3";"   102.1"
"1135";"A028181";"A007237";"2018MM08";"     115";"     305";"    71.8";"    77.9"
"1136";"A028181";"A007237";"2018MM09";"     200";"     330";"   124.2";"    84.2"
"1137";"A028181";"A007237";"2018MM10";"     196";"     344";"   122.1";"    87.7"
"1138";"A028181";"A007237";"2018MM11";"     135";"     325";"    84.0";"    83.0"
"1139";"A028181";"A007237";"2018MM12";"     179";"     302";"   111.3";"    77.1"
"1140";"A028181";"A007237";"2019MM01";"     171";"     343";"   106.3";"    87.5"
"1141";"A028181";"A007237";"2019MM02";"     160";"     315";"    99.3";"    80.3"
"1142";"A028181";"A007237";"2019MM03";"     160";"     312";"    99.2";"    79.6"
"1143";"A028181";"A007237";"2019MM04";"     162";"     346";"   100.9";"    88.3"
"1144";"A028181";"A007237";"2019MM05";"     161";"     378";"   100.1";"    96.4"
"1145";"A028181";"A007237";"2019MM06";"     142";"     338";"    88.1";"    86.3"
"1146";"A028181";"A007237";"2019MM07";"     248";"     462";"   154.2";"   117.9"
"1147";"A028181";"A007237";"2019MM08";"     101";"     252";"    62.5";"    64.3"
"1148";"A028181";"A007237";"2019MM09";"     122";"     291";"    75.5";"    74.2"
"1149";"A028181";"A007237";"2019MM10";"     170";"     312";"   105.9";"    79.8"
"1150";"A028181";"A007237";"2019MM11";"     153";"     295";"    95.3";"    75.2"
"1151";"A028181";"A007237";"2019MM12";"     320";"     309";"   199.2";"    79.0"
"1152";"A028181";"A007237";"2020MM01";"     138";"     260";"    85.9";"    66.3"
"1153";"A028181";"A007237";"2020MM02";"     203";"     305";"   126.3";"    77.9"
"1154";"A028181";"A007237";"2020MM03";"     216";"     358";"   134.2";"    91.5"
"1155";"A028181";"A007237";"2020MM04";"     220";"     304";"   137.0";"    77.7"
"1156";"A028181";"A007237";"2020MM05";"     159";"     310";"    98.5";"    79.0"
"1157";"A028181";"A007237";"2020MM06";"     105";"     267";"    65.3";"    68.2"
"1158";"A028181";"A007237";"2020MM07";"     204";"     318";"   126.5";"    81.1"
"1159";"A028181";"A007237";"2020MM08";"     121";"     230";"    75.4";"    58.7"
"1160";"A028181";"A007237";"2020MM09";"     161";"     293";"   100.3";"    74.8"
"1161";"A028181";"A007237";"2020MM10";"     269";"     308";"   167.2";"    78.7"
"1162";"A028181";"A007237";"2020MM11";"     216";"     329";"   134.3";"    83.9"
"1163";"A028181";"A007237";"2020MM12";"     145";"     317";"    89.9";"    81.0"
"1164";"A028181";"A007237";"2021MM01";"     114";"     299";"    70.7";"    76.3"
"1165";"A028181";"A007237";"2021MM02";"     174";"     307";"   108.3";"    78.2"
"1166";"A028181";"A007237";"2021MM03";"     203";"     400";"   126.1";"   102.1"
"1167";"A028181";"A007237";"2021MM04";"     146";"     302";"    90.6";"    77.1"
"1168";"A028181";"A007237";"2021MM05";"     210";"     322";"   130.8";"    82.3"
"1169";"A028181";"A007237";"2021MM06";"     190";"     388";"   118.2";"    99.1"
"1170";"A028181";"A007237";"2021MM07";"     274";"     357";"   170.1";"    91.2"
"1171";"A028181";"A007237";"2021MM08";"     113";"     269";"    70.2";"    68.8"
"1172";"A028181";"A007237";"2021MM09";"     154";"     332";"    95.7";"    84.7"
"1173";"A028181";"A007237";"2021MM10";"     177";"     354";"   110.3";"    90.3"
"1174";"A028181";"A007237";"2021MM11";"     207";"     334";"   128.8";"    85.3"
"1175";"A028181";"A007237";"2021MM12";"     261";"     322";"   162.1";"    82.2"
"1176";"A028181";"A007237";"2022MM01";"     146";"     286";"    91.0";"    73.1"
"1177";"A028181";"A007237";"2022MM02";"     137";"     309";"    85.4";"    78.8"
"1178";"A028181";"A007237";"2022MM03";"     241";"     370";"   149.7";"    94.5"
"1179";"A028181";"A007237";"2022MM04";"     199";"     313";"   124.0";"    79.8"
"1180";"A028181";"A007237";"2022MM05";"     287";"     316";"   178.2";"    80.7"
"1181";"A028181";"A007237";"2022MM06";"     351";"     354";"   218.2";"    90.3"
"1182";"A028181";"A007237";"2022MM07";"     212";"     354";"   131.6";"    90.3"
"1183";"A028181";"A007237";"2022MM08";"     122";"     246";"    75.6";"    62.7"
"1184";"A028181";"A007237";"2022MM09";"     188";"     271";"   116.8";"    69.3"
"1185";"A028181";"A007237";"2022MM10";"     124";"     265";"    77.0";"    67.7"
"1186";"A028181";"A007237";"2022MM11";"     189";"     235";"   117.6";"    60.0"
"1187";"A028181";"A007237";"2022MM12";"     132";"     230";"    82.0";"    58.6"
