"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1",2.6,2.6,2.6,-3.4,-3.4,-3.4,-4.2,-4.2,-4.2,1.5,1.5,1.5,0.00126241401850002,0.00126241401850002,0.00126241401850002,-0.0635266679317699,-0.0635266679317699,-0.0635266679317699,-0.06349366955543,-0.06349366955543,-0.06349366955543,0.00795303070814309,0.00795303070814309,0.00795303070814309,-0.5,-0.5,-0.5
"2",7.3,7.3,7.3,0.5,0.5,0.5,-4.5,-4.5,-4.5,3,3,3,-1.55802475703126e-05,-1.55802475703126e-05,-1.55802475703126e-05,0.0217017515300899,0.0217017515300899,0.0217017515300899,0.0855400433156701,0.0855400433156701,0.0855400433156701,0.00968018838420398,0.00968018838420398,0.00968018838420398,-0.1,-0.1,-0.1
"3",6.6,6.6,6.6,0.699999999999999,0.699999999999999,0.699999999999999,-6.3,-6.3,-6.3,0.6,0.6,0.6,0.00528509037809988,0.00528509037809988,0.00528509037809988,-0.0653764999591502,-0.0653764999591502,-0.0653764999591502,-0.0220726854601603,-0.0220726854601603,-0.0220726854601603,0.0115140357343949,0.0115140357343949,0.0115140357343949,-0.1,-0.1,-0.1
"4",0,0,0,2.7,2.7,2.7,-6.1,-6.1,-6.1,3.4,3.4,3.4,-0.11764308608121,-0.11764308608121,-0.11764308608121,0.00911258001310022,0.00911258001310022,0.00911258001310022,0.04891428151985,0.04891428151985,0.04891428151985,0.0174248645563316,0.0174248645563316,0.0174248645563316,-0.3,-0.3,-0.3
"5",1.55977708789613,-2.45986946293671,1.80009237504058,-3.07870886274813,-0.245033026769668,0.523741889517802,-5.99067085177623,1.14419007071087,-0.053519218934639,3.66945345387945,-0.345500952883552,0.676047499004103,0.121116597486786,-0.0239224492558918,2.63082540551359e-09,-0.0167868096507035,0.0527745113636634,-0.00264115221620001,-0.0177226262773959,0.00813915177581261,-0.00652268253155665,0.0118304978534393,-0.00616420401728857,3.7517377713415e-06,-0.867969515836774,-0.0327542394329234,0.000723755269697702
"6",-2.69342575337573,-6.41208742226953,-0.294486824354735,-1.38535506014024,0.734034126896128,-0.348679066755887,-5.37919448849621,0.705148588680564,-0.225954100184356,3.51474285018261,-0.333157187124415,-0.581585663058195,-0.10613089609914,0.0408295408126808,-0.00843218655777082,-0.0589209418941739,-0.0230560482704833,0.00108144087213691,0.0104876057034912,-0.000112740241856882,-0.040431284459064,0.0101210188444812,-0.0042379495101136,0.00217652024206219,-0.369106700474733,0.575017708812371,-0.00591100833763775
"7",5.61280792173807,-2.68260008938166,-0.530207832356405,3.819132180154,-0.601330359062544,0.182198178908541,-5.10242816873153,-0.0648903777295445,0.0673185464610783,3.34132963079503,-0.198030283285974,-0.943299347509053,0.0682801892974866,-0.0703188254947782,0.0114820162667214,0.0449000894632707,-0.0260436837235594,-0.00366581208903108,-0.00769723188613297,-0.0152540719685822,0.0327651480523553,0.0107171735594237,0.0041220015222592,-0.00282936989593653,-0.348547804556366,0.265049398075526,-0.0165015935191606
"8",0.819602102129712,-5.05808222134423,1.73848011921451,0.507995498605281,-0.155276660825922,-0.0527188377793631,-5.56007102405137,-0.924084466284483,-0.215844509664151,2.20042045464777,-1.83535620577246,-0.065064248875314,-0.0360456600581282,0.0572927193487073,-0.017706171828739,0.00868392467076329,-0.00362648632407435,-0.0151078520318387,-0.00602041395097796,-0.0402014676117266,-0.00173511302174597,0.0105100184240789,0.00248597318510455,0.000708648036075212,-0.11114646826063,0.678124001802428,-0.166977533541797
"9",-0.703180679871966,1.24280659213042,-2.93962591225846,-3.364169505973,-0.0161536574306739,0.0803231634036817,-5.4285231041252,-0.214149222708596,0.242672326833799,1.6728455111665,-1.22120201178253,0.548356500616021,-0.068813600202004,-0.0109099828420364,-0.00269509736464957,-0.0436778343032012,-0.00911941893221272,0.0159614417409539,-0.00268994013150299,0.0210041523357437,-0.0143285846739702,0.0095887756767437,-0.00150298293428406,0.00280070725028746,-0.463328602942235,0.260991232978981,0.202337369963254
"10",2.3660693769487,-2.26082878206277,-3.10524059488593,0.366838054907285,0.0160282823753902,-0.382866337282676,-5.00228862967377,0.961238558552826,0.241050071120936,1.12537976054987,-0.269982863442416,-0.155396897107457,0.0696581320552407,-0.0138476996354309,-0.00354966882900007,0.0407651630690195,-0.0134580299085429,0.00108048014827337,0.00794730910386109,0.0058826839043363,0.0101549684430222,0.00972301589277548,-0.00146662781808472,-0.000247829551351446,0.205736400380221,0.0277664169501404,-0.133502817330361
