"ID";"BedrijfstakkenBranchesSBI2008";"Perioden";"Producentenvertrouwen_1"
"852";"307610";"2017MM12";"     5.6"
"853";"307610";"2018MM01";"     5.8"
"854";"307610";"2018MM02";"    11.3"
"855";"307610";"2018MM03";"    10.0"
"856";"307610";"2018MM04";"     8.0"
"857";"307610";"2018MM05";"    10.7"
"858";"307610";"2018MM06";"     5.3"
"859";"307610";"2018MM07";"     2.5"
"860";"307610";"2018MM08";"     4.8"
"861";"307610";"2018MM09";"     2.0"
"862";"307610";"2018MM10";"     6.0"
"863";"307610";"2018MM11";"     5.5"
"864";"307610";"2018MM12";"     5.8"
"865";"307610";"2019MM01";"     7.4"
"866";"307610";"2019MM02";"     8.1"
"867";"307610";"2019MM03";"     6.2"
"868";"307610";"2019MM04";"     4.0"
"869";"307610";"2019MM05";"     6.8"
"870";"307610";"2019MM06";"     4.7"
"871";"307610";"2019MM07";"     5.4"
"872";"307610";"2019MM08";"     3.3"
"873";"307610";"2019MM09";"     3.2"
"874";"307610";"2019MM10";"     4.5"
"875";"307610";"2019MM11";"     3.4"
"876";"307610";"2019MM12";"     5.4"
"877";"307610";"2020MM01";"     8.5"
"878";"307610";"2020MM02";"     3.3"
"879";"307610";"2020MM03";"    -2.3"
"880";"307610";"2020MM04";"   -18.3"
"881";"307610";"2020MM05";"   -22.2"
"882";"307610";"2020MM06";"   -12.7"
"883";"307610";"2020MM07";"    -4.3"
"884";"307610";"2020MM08";"     0.9"
"885";"307610";"2020MM09";"    -3.1"
"886";"307610";"2020MM10";"    -4.3"
"887";"307610";"2020MM11";"    -7.9"
"888";"307610";"2020MM12";"    -2.8"
"889";"307610";"2021MM01";"    -5.0"
"890";"307610";"2021MM02";"    -3.4"
"891";"307610";"2021MM03";"    -4.8"
"892";"307610";"2021MM04";"     0.4"
"893";"307610";"2021MM05";"     0.7"
"894";"307610";"2021MM06";"     5.2"
"895";"307610";"2021MM07";"     6.6"
"896";"307610";"2021MM08";"     3.7"
"897";"307610";"2021MM09";"     6.3"
"898";"307610";"2021MM10";"     5.8"
"899";"307610";"2021MM11";"     7.1"
"900";"307610";"2021MM12";"     0.5"
"901";"307610";"2022MM01";"     3.2"
"902";"307610";"2022MM02";"     6.9"
"903";"307610";"2022MM03";"     7.3"
"904";"307610";"2022MM04";"     7.8"
"905";"307610";"2022MM05";"     6.2"
"906";"307610";"2022MM06";"     3.5"
"907";"307610";"2022MM07";"     2.2"
"908";"307610";"2022MM08";"     2.6"
"909";"307610";"2022MM09";"    -1.0"
"910";"307610";"2022MM10";"    -4.5"
"911";"307610";"2022MM11";"    -0.9"
"912";"307610";"2022MM12";"    -0.7"
"913";"307610";"2023MM01";"    -1.6"
"914";"312505";"1985MM01";"       ."
"915";"312505";"1985MM02";"       ."
"916";"312505";"1985MM03";"       ."
"917";"312505";"1985MM04";"       ."
"918";"312505";"1985MM05";"       ."
"919";"312505";"1985MM06";"       ."
"920";"312505";"1985MM07";"       ."
"921";"312505";"1985MM08";"       ."
"922";"312505";"1985MM09";"       ."
"923";"312505";"1985MM10";"       ."
"924";"312505";"1985MM11";"       ."
"925";"312505";"1985MM12";"       ."
"926";"312505";"1986MM01";"       ."
"927";"312505";"1986MM02";"       ."
"928";"312505";"1986MM03";"       ."
"929";"312505";"1986MM04";"       ."
"930";"312505";"1986MM05";"       ."
"931";"312505";"1986MM06";"       ."
"932";"312505";"1986MM07";"       ."
"933";"312505";"1986MM08";"       ."
"934";"312505";"1986MM09";"       ."
"935";"312505";"1986MM10";"       ."
"936";"312505";"1986MM11";"       ."
"937";"312505";"1986MM12";"       ."
"938";"312505";"1987MM01";"       ."
"939";"312505";"1987MM02";"       ."
"940";"312505";"1987MM03";"       ."
"941";"312505";"1987MM04";"       ."
"942";"312505";"1987MM05";"       ."
"943";"312505";"1987MM06";"       ."
"944";"312505";"1987MM07";"       ."
"945";"312505";"1987MM08";"       ."
"946";"312505";"1987MM09";"       ."
"947";"312505";"1987MM10";"       ."
"948";"312505";"1987MM11";"       ."
"949";"312505";"1987MM12";"       ."
"950";"312505";"1988MM01";"       ."
"951";"312505";"1988MM02";"       ."
"952";"312505";"1988MM03";"       ."
"953";"312505";"1988MM04";"       ."
"954";"312505";"1988MM05";"       ."
"955";"312505";"1988MM06";"       ."
"956";"312505";"1988MM07";"       ."
"957";"312505";"1988MM08";"       ."
"958";"312505";"1988MM09";"       ."
"959";"312505";"1988MM10";"       ."
"960";"312505";"1988MM11";"       ."
"961";"312505";"1988MM12";"       ."
"962";"312505";"1989MM01";"       ."
"963";"312505";"1989MM02";"       ."
"964";"312505";"1989MM03";"       ."
"965";"312505";"1989MM04";"       ."
"966";"312505";"1989MM05";"       ."
"967";"312505";"1989MM06";"       ."
"968";"312505";"1989MM07";"       ."
"969";"312505";"1989MM08";"       ."
"970";"312505";"1989MM09";"       ."
"971";"312505";"1989MM10";"       ."
"972";"312505";"1989MM11";"       ."
"973";"312505";"1989MM12";"       ."
"974";"312505";"1990MM01";"       ."
"975";"312505";"1990MM02";"       ."
"976";"312505";"1990MM03";"       ."
"977";"312505";"1990MM04";"       ."
"978";"312505";"1990MM05";"       ."
"979";"312505";"1990MM06";"       ."
"980";"312505";"1990MM07";"       ."
"981";"312505";"1990MM08";"       ."
"982";"312505";"1990MM09";"       ."
"983";"312505";"1990MM10";"       ."
"984";"312505";"1990MM11";"       ."
"985";"312505";"1990MM12";"       ."
"986";"312505";"1991MM01";"       ."
"987";"312505";"1991MM02";"       ."
"988";"312505";"1991MM03";"       ."
"989";"312505";"1991MM04";"       ."
"990";"312505";"1991MM05";"       ."
"991";"312505";"1991MM06";"       ."
"992";"312505";"1991MM07";"       ."
"993";"312505";"1991MM08";"       ."
"994";"312505";"1991MM09";"       ."
"995";"312505";"1991MM10";"       ."
"996";"312505";"1991MM11";"       ."
"997";"312505";"1991MM12";"       ."
"998";"312505";"1992MM01";"       ."
"999";"312505";"1992MM02";"       ."
"1000";"312505";"1992MM03";"       ."
"1001";"312505";"1992MM04";"       ."
"1002";"312505";"1992MM05";"       ."
"1003";"312505";"1992MM06";"       ."
"1004";"312505";"1992MM07";"       ."
"1005";"312505";"1992MM08";"       ."
"1006";"312505";"1992MM09";"       ."
"1007";"312505";"1992MM10";"       ."
"1008";"312505";"1992MM11";"       ."
"1009";"312505";"1992MM12";"       ."
"1010";"312505";"1993MM01";"       ."
"1011";"312505";"1993MM02";"       ."
"1012";"312505";"1993MM03";"       ."
"1013";"312505";"1993MM04";"       ."
"1014";"312505";"1993MM05";"       ."
"1015";"312505";"1993MM06";"       ."
"1016";"312505";"1993MM07";"       ."
"1017";"312505";"1993MM08";"       ."
"1018";"312505";"1993MM09";"       ."
"1019";"312505";"1993MM10";"       ."
"1020";"312505";"1993MM11";"       ."
"1021";"312505";"1993MM12";"       ."
"1022";"312505";"1994MM01";"    -9.1"
"1023";"312505";"1994MM02";"    -2.5"
"1024";"312505";"1994MM03";"    -0.9"
"1025";"312505";"1994MM04";"    -2.2"
"1026";"312505";"1994MM05";"     2.2"
"1027";"312505";"1994MM06";"     2.9"
"1028";"312505";"1994MM07";"    -0.8"
"1029";"312505";"1994MM08";"     0.5"
"1030";"312505";"1994MM09";"     3.4"
"1031";"312505";"1994MM10";"     1.2"
"1032";"312505";"1994MM11";"     1.3"
"1033";"312505";"1994MM12";"     4.4"
"1034";"312505";"1995MM01";"     8.2"
"1035";"312505";"1995MM02";"     3.1"
"1036";"312505";"1995MM03";"     5.8"
"1037";"312505";"1995MM04";"     4.1"
"1038";"312505";"1995MM05";"     0.1"
"1039";"312505";"1995MM06";"    -2.4"
"1040";"312505";"1995MM07";"    -0.8"
"1041";"312505";"1995MM08";"    -0.4"
"1042";"312505";"1995MM09";"     0.1"
"1043";"312505";"1995MM10";"    -0.7"
"1044";"312505";"1995MM11";"    -6.7"
"1045";"312505";"1995MM12";"    -6.0"
"1046";"312505";"1996MM01";"    -5.9"
"1047";"312505";"1996MM02";"    -4.5"
"1048";"312505";"1996MM03";"    -0.5"
"1049";"312505";"1996MM04";"    -6.3"
"1050";"312505";"1996MM05";"     1.5"
"1051";"312505";"1996MM06";"     4.1"
"1052";"312505";"1996MM07";"     6.0"
"1053";"312505";"1996MM08";"     7.6"
"1054";"312505";"1996MM09";"     7.4"
"1055";"312505";"1996MM10";"     2.8"
"1056";"312505";"1996MM11";"     7.9"
"1057";"312505";"1996MM12";"     9.0"
"1058";"312505";"1997MM01";"    14.1"
"1059";"312505";"1997MM02";"     7.3"
"1060";"312505";"1997MM03";"    10.9"
"1061";"312505";"1997MM04";"    15.1"
"1062";"312505";"1997MM05";"    12.5"
"1063";"312505";"1997MM06";"    12.9"
"1064";"312505";"1997MM07";"    16.1"
"1065";"312505";"1997MM08";"    14.0"
"1066";"312505";"1997MM09";"    12.0"
"1067";"312505";"1997MM10";"    14.3"
"1068";"312505";"1997MM11";"    17.8"
"1069";"312505";"1997MM12";"    15.4"
"1070";"312505";"1998MM01";"    12.0"
"1071";"312505";"1998MM02";"    12.1"
"1072";"312505";"1998MM03";"     9.7"
"1073";"312505";"1998MM04";"    14.6"
"1074";"312505";"1998MM05";"    11.1"
"1075";"312505";"1998MM06";"    10.5"
"1076";"312505";"1998MM07";"    11.4"
"1077";"312505";"1998MM08";"     6.0"
"1078";"312505";"1998MM09";"     6.6"
"1079";"312505";"1998MM10";"     6.8"
"1080";"312505";"1998MM11";"     4.1"
"1081";"312505";"1998MM12";"     5.1"
"1082";"312505";"1999MM01";"     5.0"
"1083";"312505";"1999MM02";"     2.4"
"1084";"312505";"1999MM03";"     3.0"
"1085";"312505";"1999MM04";"     3.0"
"1086";"312505";"1999MM05";"     1.4"
"1087";"312505";"1999MM06";"     3.4"
"1088";"312505";"1999MM07";"     5.6"
"1089";"312505";"1999MM08";"     5.3"
"1090";"312505";"1999MM09";"     8.0"
"1091";"312505";"1999MM10";"     7.0"
"1092";"312505";"1999MM11";"    11.6"
"1093";"312505";"1999MM12";"     7.1"
"1094";"312505";"2000MM01";"     1.2"
"1095";"312505";"2000MM02";"     8.4"
"1096";"312505";"2000MM03";"     8.4"
"1097";"312505";"2000MM04";"     7.1"
"1098";"312505";"2000MM05";"     4.0"
"1099";"312505";"2000MM06";"     8.6"
"1100";"312505";"2000MM07";"    13.9"
"1101";"312505";"2000MM08";"     7.2"
"1102";"312505";"2000MM09";"     4.6"
"1103";"312505";"2000MM10";"     8.3"
"1104";"312505";"2000MM11";"     8.5"
"1105";"312505";"2000MM12";"     9.5"
"1106";"312505";"2001MM01";"     7.5"
"1107";"312505";"2001MM02";"     9.0"
"1108";"312505";"2001MM03";"     7.1"
"1109";"312505";"2001MM04";"    11.6"
"1110";"312505";"2001MM05";"     9.3"
"1111";"312505";"2001MM06";"     3.9"
"1112";"312505";"2001MM07";"     4.0"
"1113";"312505";"2001MM08";"     2.9"
"1114";"312505";"2001MM09";"     8.2"
"1115";"312505";"2001MM10";"    -0.2"
"1116";"312505";"2001MM11";"     0.8"
"1117";"312505";"2001MM12";"     0.2"
"1118";"312505";"2002MM01";"     0.9"
"1119";"312505";"2002MM02";"     6.0"
"1120";"312505";"2002MM03";"     3.1"
"1121";"312505";"2002MM04";"     2.5"
"1122";"312505";"2002MM05";"     3.3"
"1123";"312505";"2002MM06";"    -1.8"
"1124";"312505";"2002MM07";"    -0.8"
"1125";"312505";"2002MM08";"     1.6"
"1126";"312505";"2002MM09";"     1.7"
"1127";"312505";"2002MM10";"    -3.4"
"1128";"312505";"2002MM11";"    -2.6"
"1129";"312505";"2002MM12";"    -4.0"
"1130";"312505";"2003MM01";"     0.5"
"1131";"312505";"2003MM02";"     0.4"
"1132";"312505";"2003MM03";"    -3.4"
"1133";"312505";"2003MM04";"     0.0"
"1134";"312505";"2003MM05";"    -6.1"
"1135";"312505";"2003MM06";"    -4.9"
"1136";"312505";"2003MM07";"    -5.6"
"1137";"312505";"2003MM08";"    -4.7"
"1138";"312505";"2003MM09";"    -7.0"
"1139";"312505";"2003MM10";"   -10.3"
"1140";"312505";"2003MM11";"    -2.0"
"1141";"312505";"2003MM12";"    -2.3"
"1142";"312505";"2004MM01";"    -1.1"
"1143";"312505";"2004MM02";"    -0.9"
"1144";"312505";"2004MM03";"     1.3"
"1145";"312505";"2004MM04";"     1.5"
"1146";"312505";"2004MM05";"     1.5"
"1147";"312505";"2004MM06";"     1.1"
"1148";"312505";"2004MM07";"    -0.3"
"1149";"312505";"2004MM08";"    -3.8"
"1150";"312505";"2004MM09";"    -1.5"
"1151";"312505";"2004MM10";"    -3.6"
"1152";"312505";"2004MM11";"     3.0"
"1153";"312505";"2004MM12";"     1.2"
"1154";"312505";"2005MM01";"    -1.0"
"1155";"312505";"2005MM02";"    -4.1"
"1156";"312505";"2005MM03";"    -1.1"
"1157";"312505";"2005MM04";"    -6.3"
"1158";"312505";"2005MM05";"    -6.2"
"1159";"312505";"2005MM06";"   -10.4"
"1160";"312505";"2005MM07";"    -0.7"
"1161";"312505";"2005MM08";"     0.5"
"1162";"312505";"2005MM09";"    -2.0"
"1163";"312505";"2005MM10";"     0.0"
"1164";"312505";"2005MM11";"     6.0"
"1165";"312505";"2005MM12";"     4.6"
"1166";"312505";"2006MM01";"     6.4"
"1167";"312505";"2006MM02";"     8.8"
"1168";"312505";"2006MM03";"     6.5"
"1169";"312505";"2006MM04";"    10.6"
"1170";"312505";"2006MM05";"     8.4"
"1171";"312505";"2006MM06";"    10.4"
"1172";"312505";"2006MM07";"    11.8"
"1173";"312505";"2006MM08";"    13.9"
"1174";"312505";"2006MM09";"    14.8"
"1175";"312505";"2006MM10";"    18.4"
"1176";"312505";"2006MM11";"    23.4"
"1177";"312505";"2006MM12";"    18.3"
"1178";"312505";"2007MM01";"    19.8"
"1179";"312505";"2007MM02";"    11.6"
"1180";"312505";"2007MM03";"    13.1"
"1181";"312505";"2007MM04";"    13.5"
"1182";"312505";"2007MM05";"     6.7"
"1183";"312505";"2007MM06";"    13.9"
"1184";"312505";"2007MM07";"    18.3"
"1185";"312505";"2007MM08";"    14.9"
"1186";"312505";"2007MM09";"    14.4"
"1187";"312505";"2007MM10";"    18.8"
"1188";"312505";"2007MM11";"    11.5"
"1189";"312505";"2007MM12";"     6.7"
"1190";"312505";"2008MM01";"     1.5"
"1191";"312505";"2008MM02";"     5.4"
"1192";"312505";"2008MM03";"     1.3"
"1193";"312505";"2008MM04";"    -4.3"
"1194";"312505";"2008MM05";"     3.0"
"1195";"312505";"2008MM06";"    -2.7"
"1196";"312505";"2008MM07";"     1.8"
"1197";"312505";"2008MM08";"     0.6"
"1198";"312505";"2008MM09";"    -4.0"
"1199";"312505";"2008MM10";"    -8.2"
"1200";"312505";"2008MM11";"   -10.0"
"1201";"312505";"2008MM12";"   -17.3"
"1202";"312505";"2009MM01";"   -21.2"
"1203";"312505";"2009MM02";"   -33.8"
"1204";"312505";"2009MM03";"   -25.5"
"1205";"312505";"2009MM04";"   -20.2"
"1206";"312505";"2009MM05";"   -24.3"
"1207";"312505";"2009MM06";"   -23.9"
"1208";"312505";"2009MM07";"   -20.3"
"1209";"312505";"2009MM08";"   -16.6"
"1210";"312505";"2009MM09";"   -12.7"
"1211";"312505";"2009MM10";"   -14.9"
"1212";"312505";"2009MM11";"    -4.1"
"1213";"312505";"2009MM12";"    -7.3"
"1214";"312505";"2010MM01";"    -4.8"
"1215";"312505";"2010MM02";"     1.4"
"1216";"312505";"2010MM03";"    -1.0"
"1217";"312505";"2010MM04";"    -0.5"
"1218";"312505";"2010MM05";"     0.4"
"1219";"312505";"2010MM06";"    -0.4"
"1220";"312505";"2010MM07";"     8.0"
"1221";"312505";"2010MM08";"     3.4"
"1222";"312505";"2010MM09";"     3.3"
"1223";"312505";"2010MM10";"     3.0"
"1224";"312505";"2010MM11";"     4.7"
"1225";"312505";"2010MM12";"     8.4"
"1226";"312505";"2011MM01";"    10.4"
"1227";"312505";"2011MM02";"    10.5"
"1228";"312505";"2011MM03";"     4.2"
"1229";"312505";"2011MM04";"    -1.1"
"1230";"312505";"2011MM05";"     3.0"
"1231";"312505";"2011MM06";"     7.6"
"1232";"312505";"2011MM07";"     5.4"
"1233";"312505";"2011MM08";"     6.5"
"1234";"312505";"2011MM09";"     6.0"
"1235";"312505";"2011MM10";"    -3.7"
"1236";"312505";"2011MM11";"    -6.0"
"1237";"312505";"2011MM12";"    -5.1"
"1238";"312505";"2012MM01";"   -10.1"
"1239";"312505";"2012MM02";"    -1.5"
"1240";"312505";"2012MM03";"     1.4"
"1241";"312505";"2012MM04";"     1.8"
"1242";"312505";"2012MM05";"     1.5"
"1243";"312505";"2012MM06";"     0.4"
"1244";"312505";"2012MM07";"    -4.6"
"1245";"312505";"2012MM08";"    -2.5"
"1246";"312505";"2012MM09";"    -1.1"
"1247";"312505";"2012MM10";"    -9.8"
"1248";"312505";"2012MM11";"    -2.4"
"1249";"312505";"2012MM12";"    -2.4"
"1250";"312505";"2013MM01";"     1.4"
"1251";"312505";"2013MM02";"     0.2"
"1252";"312505";"2013MM03";"    -1.9"
"1253";"312505";"2013MM04";"    -5.8"
"1254";"312505";"2013MM05";"    -3.9"
"1255";"312505";"2013MM06";"    -2.6"
"1256";"312505";"2013MM07";"    -4.1"
"1257";"312505";"2013MM08";"    -4.0"
"1258";"312505";"2013MM09";"    -3.3"
"1259";"312505";"2013MM10";"    -2.3"
"1260";"312505";"2013MM11";"    -1.8"
"1261";"312505";"2013MM12";"     3.0"
"1262";"312505";"2014MM01";"     2.9"
"1263";"312505";"2014MM02";"     1.2"
"1264";"312505";"2014MM03";"     7.0"
"1265";"312505";"2014MM04";"     3.9"
"1266";"312505";"2014MM05";"     5.4"
"1267";"312505";"2014MM06";"     2.6"
"1268";"312505";"2014MM07";"    -4.0"
"1269";"312505";"2014MM08";"    -1.3"
"1270";"312505";"2014MM09";"     1.3"
"1271";"312505";"2014MM10";"     3.0"
"1272";"312505";"2014MM11";"     3.7"
"1273";"312505";"2014MM12";"     4.7"
"1274";"312505";"2015MM01";"     6.7"
"1275";"312505";"2015MM02";"     4.5"
"1276";"312505";"2015MM03";"     5.9"
"1277";"312505";"2015MM04";"     3.8"
"1278";"312505";"2015MM05";"     7.6"
"1279";"312505";"2015MM06";"     6.6"
"1280";"312505";"2015MM07";"     6.1"
"1281";"312505";"2015MM08";"     0.9"
"1282";"312505";"2015MM09";"     6.6"
"1283";"312505";"2015MM10";"     6.7"
"1284";"312505";"2015MM11";"     2.5"
"1285";"312505";"2015MM12";"     4.5"
"1286";"312505";"2016MM01";"     5.0"
"1287";"312505";"2016MM02";"     2.4"
"1288";"312505";"2016MM03";"     3.7"
"1289";"312505";"2016MM04";"    -0.3"
"1290";"312505";"2016MM05";"     5.8"
"1291";"312505";"2016MM06";"     5.1"
"1292";"312505";"2016MM07";"     0.9"
"1293";"312505";"2016MM08";"     9.0"
"1294";"312505";"2016MM09";"    10.5"
"1295";"312505";"2016MM10";"     5.5"
"1296";"312505";"2016MM11";"     9.8"
"1297";"312505";"2016MM12";"    11.0"
"1298";"312505";"2017MM01";"     8.6"
"1299";"312505";"2017MM02";"    15.1"
"1300";"312505";"2017MM03";"     9.9"
"1301";"312505";"2017MM04";"    14.8"
"1302";"312505";"2017MM05";"    14.0"
"1303";"312505";"2017MM06";"    11.8"
"1304";"312505";"2017MM07";"    11.1"
"1305";"312505";"2017MM08";"     6.1"
"1306";"312505";"2017MM09";"     9.3"
"1307";"312505";"2017MM10";"    11.1"
"1308";"312505";"2017MM11";"    15.4"
"1309";"312505";"2017MM12";"    15.2"
"1310";"312505";"2018MM01";"    12.8"
"1311";"312505";"2018MM02";"    13.9"
"1312";"312505";"2018MM03";"    13.3"
"1313";"312505";"2018MM04";"    19.6"
"1314";"312505";"2018MM05";"    10.2"
"1315";"312505";"2018MM06";"    12.1"
"1316";"312505";"2018MM07";"     9.6"
"1317";"312505";"2018MM08";"    10.4"
"1318";"312505";"2018MM09";"    10.2"
"1319";"312505";"2018MM10";"     7.2"
"1320";"312505";"2018MM11";"    11.9"
"1321";"312505";"2018MM12";"     8.4"
"1322";"312505";"2019MM01";"    11.0"
"1323";"312505";"2019MM02";"     5.2"
"1324";"312505";"2019MM03";"    16.9"
"1325";"312505";"2019MM04";"    16.4"
"1326";"312505";"2019MM05";"     8.6"
"1327";"312505";"2019MM06";"    14.9"
"1328";"312505";"2019MM07";"    13.0"
"1329";"312505";"2019MM08";"    11.7"
"1330";"312505";"2019MM09";"     9.2"
"1331";"312505";"2019MM10";"    11.6"
"1332";"312505";"2019MM11";"     6.6"
"1333";"312505";"2019MM12";"     7.5"
"1334";"312505";"2020MM01";"     7.3"
"1335";"312505";"2020MM02";"    16.1"
"1336";"312505";"2020MM03";"    10.1"
"1337";"312505";"2020MM04";"   -38.9"
"1338";"312505";"2020MM05";"   -30.1"
"1339";"312505";"2020MM06";"   -27.3"
"1340";"312505";"2020MM07";"    -6.2"
"1341";"312505";"2020MM08";"     5.2"
"1342";"312505";"2020MM09";"    -1.9"
"1343";"312505";"2020MM10";"    -7.4"
"1344";"312505";"2020MM11";"    -4.0"
"1345";"312505";"2020MM12";"     8.1"
"1346";"312505";"2021MM01";"     1.7"
"1347";"312505";"2021MM02";"    -6.7"
"1348";"312505";"2021MM03";"     0.1"
"1349";"312505";"2021MM04";"     0.8"
"1350";"312505";"2021MM05";"    13.7"
"1351";"312505";"2021MM06";"    16.6"
"1352";"312505";"2021MM07";"    18.6"
"1353";"312505";"2021MM08";"    17.8"
"1354";"312505";"2021MM09";"    25.8"
"1355";"312505";"2021MM10";"    12.4"
"1356";"312505";"2021MM11";"    12.2"
"1357";"312505";"2021MM12";"     8.5"
"1358";"312505";"2022MM01";"    10.2"
"1359";"312505";"2022MM02";"     2.9"
"1360";"312505";"2022MM03";"    11.0"
"1361";"312505";"2022MM04";"    14.6"
"1362";"312505";"2022MM05";"     8.7"
"1363";"312505";"2022MM06";"     8.1"
"1364";"312505";"2022MM07";"     5.3"
"1365";"312505";"2022MM08";"    -4.5"
"1366";"312505";"2022MM09";"    -4.7"
"1367";"312505";"2022MM10";"     3.2"
"1368";"312505";"2022MM11";"    11.1"
"1369";"312505";"2022MM12";"     1.8"
"1370";"312505";"2023MM01";"     4.8"
"1371";"315805";"1985MM01";"       ."
"1372";"315805";"1985MM02";"       ."
"1373";"315805";"1985MM03";"       ."
"1374";"315805";"1985MM04";"       ."
"1375";"315805";"1985MM05";"       ."
"1376";"315805";"1985MM06";"       ."
"1377";"315805";"1985MM07";"       ."
"1378";"315805";"1985MM08";"       ."
"1379";"315805";"1985MM09";"       ."
"1380";"315805";"1985MM10";"       ."
"1381";"315805";"1985MM11";"       ."
"1382";"315805";"1985MM12";"       ."
"1383";"315805";"1986MM01";"       ."
"1384";"315805";"1986MM02";"       ."
"1385";"315805";"1986MM03";"       ."
"1386";"315805";"1986MM04";"       ."
"1387";"315805";"1986MM05";"       ."
"1388";"315805";"1986MM06";"       ."
"1389";"315805";"1986MM07";"       ."
"1390";"315805";"1986MM08";"       ."
"1391";"315805";"1986MM09";"       ."
"1392";"315805";"1986MM10";"       ."
"1393";"315805";"1986MM11";"       ."
"1394";"315805";"1986MM12";"       ."
"1395";"315805";"1987MM01";"       ."
"1396";"315805";"1987MM02";"       ."
"1397";"315805";"1987MM03";"       ."
"1398";"315805";"1987MM04";"       ."
"1399";"315805";"1987MM05";"       ."
"1400";"315805";"1987MM06";"       ."
"1401";"315805";"1987MM07";"       ."
"1402";"315805";"1987MM08";"       ."
"1403";"315805";"1987MM09";"       ."
"1404";"315805";"1987MM10";"       ."
"1405";"315805";"1987MM11";"       ."
"1406";"315805";"1987MM12";"       ."
"1407";"315805";"1988MM01";"       ."
"1408";"315805";"1988MM02";"       ."
"1409";"315805";"1988MM03";"       ."
"1410";"315805";"1988MM04";"       ."
"1411";"315805";"1988MM05";"       ."
"1412";"315805";"1988MM06";"       ."
"1413";"315805";"1988MM07";"       ."
"1414";"315805";"1988MM08";"       ."
"1415";"315805";"1988MM09";"       ."
"1416";"315805";"1988MM10";"       ."
"1417";"315805";"1988MM11";"       ."
"1418";"315805";"1988MM12";"       ."
"1419";"315805";"1989MM01";"       ."
"1420";"315805";"1989MM02";"       ."
"1421";"315805";"1989MM03";"       ."
"1422";"315805";"1989MM04";"       ."
"1423";"315805";"1989MM05";"       ."
"1424";"315805";"1989MM06";"       ."
"1425";"315805";"1989MM07";"       ."
"1426";"315805";"1989MM08";"       ."
"1427";"315805";"1989MM09";"       ."
"1428";"315805";"1989MM10";"       ."
"1429";"315805";"1989MM11";"       ."
"1430";"315805";"1989MM12";"       ."
"1431";"315805";"1990MM01";"       ."
"1432";"315805";"1990MM02";"       ."
"1433";"315805";"1990MM03";"       ."
"1434";"315805";"1990MM04";"       ."
"1435";"315805";"1990MM05";"       ."
"1436";"315805";"1990MM06";"       ."
"1437";"315805";"1990MM07";"       ."
"1438";"315805";"1990MM08";"       ."
"1439";"315805";"1990MM09";"       ."
"1440";"315805";"1990MM10";"       ."
"1441";"315805";"1990MM11";"       ."
"1442";"315805";"1990MM12";"       ."
"1443";"315805";"1991MM01";"       ."
"1444";"315805";"1991MM02";"       ."
"1445";"315805";"1991MM03";"       ."
"1446";"315805";"1991MM04";"       ."
"1447";"315805";"1991MM05";"       ."
"1448";"315805";"1991MM06";"       ."
"1449";"315805";"1991MM07";"       ."
"1450";"315805";"1991MM08";"       ."
"1451";"315805";"1991MM09";"       ."
"1452";"315805";"1991MM10";"       ."
"1453";"315805";"1991MM11";"       ."
"1454";"315805";"1991MM12";"       ."
"1455";"315805";"1992MM01";"       ."
"1456";"315805";"1992MM02";"       ."
"1457";"315805";"1992MM03";"       ."
"1458";"315805";"1992MM04";"       ."
"1459";"315805";"1992MM05";"       ."
"1460";"315805";"1992MM06";"       ."
"1461";"315805";"1992MM07";"       ."
"1462";"315805";"1992MM08";"       ."
"1463";"315805";"1992MM09";"       ."
"1464";"315805";"1992MM10";"       ."
"1465";"315805";"1992MM11";"       ."
"1466";"315805";"1992MM12";"       ."
"1467";"315805";"1993MM01";"       ."
"1468";"315805";"1993MM02";"       ."
"1469";"315805";"1993MM03";"       ."
"1470";"315805";"1993MM04";"       ."
"1471";"315805";"1993MM05";"       ."
"1472";"315805";"1993MM06";"       ."
"1473";"315805";"1993MM07";"       ."
"1474";"315805";"1993MM08";"       ."
"1475";"315805";"1993MM09";"       ."
"1476";"315805";"1993MM10";"       ."
"1477";"315805";"1993MM11";"       ."
"1478";"315805";"1993MM12";"       ."
"1479";"315805";"1994MM01";"     6.6"
"1480";"315805";"1994MM02";"     7.7"
"1481";"315805";"1994MM03";"     9.3"
"1482";"315805";"1994MM04";"     9.8"
"1483";"315805";"1994MM05";"     9.0"
"1484";"315805";"1994MM06";"    13.9"
"1485";"315805";"1994MM07";"    15.4"
"1486";"315805";"1994MM08";"    13.5"
"1487";"315805";"1994MM09";"    13.6"
"1488";"315805";"1994MM10";"    15.5"
"1489";"315805";"1994MM11";"    10.4"
"1490";"315805";"1994MM12";"    16.2"
"1491";"315805";"1995MM01";"    16.0"
"1492";"315805";"1995MM02";"    11.3"
"1493";"315805";"1995MM03";"    13.4"
"1494";"315805";"1995MM04";"     9.6"
"1495";"315805";"1995MM05";"    11.4"
"1496";"315805";"1995MM06";"     9.2"
"1497";"315805";"1995MM07";"     7.3"
"1498";"315805";"1995MM08";"     6.9"
"1499";"315805";"1995MM09";"     6.9"
"1500";"315805";"1995MM10";"     4.1"
"1501";"315805";"1995MM11";"     7.4"
"1502";"315805";"1995MM12";"     7.8"
"1503";"315805";"1996MM01";"     7.1"
"1504";"315805";"1996MM02";"    -0.7"
"1505";"315805";"1996MM03";"     4.7"
"1506";"315805";"1996MM04";"     0.7"
