"ID";"BedrijfstakkenBranchesSBI2008";"Perioden";"Producentenvertrouwen_1"
"2143";"317105";"2011MM04";"     8.3"
"2144";"317105";"2011MM05";"     4.8"
"2145";"317105";"2011MM06";"    -2.6"
"2146";"317105";"2011MM07";"    -5.4"
"2147";"317105";"2011MM08";"    -4.6"
"2148";"317105";"2011MM09";"    -4.8"
"2149";"317105";"2011MM10";"    -5.0"
"2150";"317105";"2011MM11";"     0.9"
"2151";"317105";"2011MM12";"     0.2"
"2152";"317105";"2012MM01";"    -3.0"
"2153";"317105";"2012MM02";"    -1.6"
"2154";"317105";"2012MM03";"    -3.3"
"2155";"317105";"2012MM04";"     0.1"
"2156";"317105";"2012MM05";"    -2.8"
"2157";"317105";"2012MM06";"    -6.3"
"2158";"317105";"2012MM07";"    -6.0"
"2159";"317105";"2012MM08";"    -0.3"
"2160";"317105";"2012MM09";"     3.2"
"2161";"317105";"2012MM10";"     4.2"
"2162";"317105";"2012MM11";"     3.8"
"2163";"317105";"2012MM12";"     2.5"
"2164";"317105";"2013MM01";"    -2.6"
"2165";"317105";"2013MM02";"     0.6"
"2166";"317105";"2013MM03";"    -5.2"
"2167";"317105";"2013MM04";"    -7.8"
"2168";"317105";"2013MM05";"    -6.9"
"2169";"317105";"2013MM06";"    -3.7"
"2170";"317105";"2013MM07";"    -5.9"
"2171";"317105";"2013MM08";"     1.8"
"2172";"317105";"2013MM09";"     3.3"
"2173";"317105";"2013MM10";"     6.6"
"2174";"317105";"2013MM11";"     1.3"
"2175";"317105";"2013MM12";"     1.0"
"2176";"317105";"2014MM01";"    -4.3"
"2177";"317105";"2014MM02";"    -6.0"
"2178";"317105";"2014MM03";"     3.2"
"2179";"317105";"2014MM04";"    -0.4"
"2180";"317105";"2014MM05";"     0.4"
"2181";"317105";"2014MM06";"    -1.1"
"2182";"317105";"2014MM07";"    -0.5"
"2183";"317105";"2014MM08";"     8.2"
"2184";"317105";"2014MM09";"     5.3"
"2185";"317105";"2014MM10";"    12.4"
"2186";"317105";"2014MM11";"     6.0"
"2187";"317105";"2014MM12";"     2.9"
"2188";"317105";"2015MM01";"    -2.2"
"2189";"317105";"2015MM02";"    -2.2"
"2190";"317105";"2015MM03";"     1.6"
"2191";"317105";"2015MM04";"    -0.9"
"2192";"317105";"2015MM05";"     5.8"
"2193";"317105";"2015MM06";"     2.4"
"2194";"317105";"2015MM07";"     5.0"
"2195";"317105";"2015MM08";"     8.9"
"2196";"317105";"2015MM09";"     6.8"
"2197";"317105";"2015MM10";"    13.1"
"2198";"317105";"2015MM11";"     4.5"
"2199";"317105";"2015MM12";"     6.2"
"2200";"317105";"2016MM01";"     7.4"
"2201";"317105";"2016MM02";"     2.2"
"2202";"317105";"2016MM03";"     4.1"
"2203";"317105";"2016MM04";"     6.7"
"2204";"317105";"2016MM05";"     6.9"
"2205";"317105";"2016MM06";"     6.2"
"2206";"317105";"2016MM07";"     6.7"
"2207";"317105";"2016MM08";"     4.7"
"2208";"317105";"2016MM09";"     7.2"
"2209";"317105";"2016MM10";"    14.3"
"2210";"317105";"2016MM11";"     3.0"
"2211";"317105";"2016MM12";"     7.5"
"2212";"317105";"2017MM01";"     6.5"
"2213";"317105";"2017MM02";"     6.9"
"2214";"317105";"2017MM03";"     6.7"
"2215";"317105";"2017MM04";"    10.8"
"2216";"317105";"2017MM05";"     6.1"
"2217";"317105";"2017MM06";"     9.3"
"2218";"317105";"2017MM07";"     7.3"
"2219";"317105";"2017MM08";"     3.1"
"2220";"317105";"2017MM09";"    10.2"
"2221";"317105";"2017MM10";"    12.0"
"2222";"317105";"2017MM11";"     8.8"
"2223";"317105";"2017MM12";"    11.5"
"2224";"317105";"2018MM01";"     9.3"
"2225";"317105";"2018MM02";"    12.3"
"2226";"317105";"2018MM03";"     8.5"
"2227";"317105";"2018MM04";"    10.7"
"2228";"317105";"2018MM05";"     7.6"
"2229";"317105";"2018MM06";"    11.1"
"2230";"317105";"2018MM07";"     8.1"
"2231";"317105";"2018MM08";"    10.6"
"2232";"317105";"2018MM09";"     9.4"
"2233";"317105";"2018MM10";"     6.2"
"2234";"317105";"2018MM11";"     6.4"
"2235";"317105";"2018MM12";"     2.4"
"2236";"317105";"2019MM01";"     5.6"
"2237";"317105";"2019MM02";"     6.3"
"2238";"317105";"2019MM03";"     7.8"
"2239";"317105";"2019MM04";"     5.3"
"2240";"317105";"2019MM05";"     3.1"
"2241";"317105";"2019MM06";"     8.6"
"2242";"317105";"2019MM07";"     3.9"
"2243";"317105";"2019MM08";"     0.5"
"2244";"317105";"2019MM09";"     6.3"
"2245";"317105";"2019MM10";"     9.9"
"2246";"317105";"2019MM11";"     6.5"
"2247";"317105";"2019MM12";"     8.0"
"2248";"317105";"2020MM01";"     9.9"
"2249";"317105";"2020MM02";"     8.6"
"2250";"317105";"2020MM03";"     5.0"
"2251";"317105";"2020MM04";"   -20.7"
"2252";"317105";"2020MM05";"   -24.0"
"2253";"317105";"2020MM06";"   -14.2"
"2254";"317105";"2020MM07";"    -1.8"
"2255";"317105";"2020MM08";"    -7.9"
"2256";"317105";"2020MM09";"    -4.6"
"2257";"317105";"2020MM10";"    -1.4"
"2258";"317105";"2020MM11";"    -3.3"
"2259";"317105";"2020MM12";"     3.7"
"2260";"317105";"2021MM01";"    -2.1"
"2261";"317105";"2021MM02";"    -6.5"
"2262";"317105";"2021MM03";"     1.7"
"2263";"317105";"2021MM04";"     2.8"
"2264";"317105";"2021MM05";"    11.2"
"2265";"317105";"2021MM06";"     7.7"
"2266";"317105";"2021MM07";"    13.7"
"2267";"317105";"2021MM08";"    11.8"
"2268";"317105";"2021MM09";"    11.3"
"2269";"317105";"2021MM10";"    12.3"
"2270";"317105";"2021MM11";"    18.3"
"2271";"317105";"2021MM12";"    18.9"
"2272";"317105";"2022MM01";"    11.4"
"2273";"317105";"2022MM02";"    11.1"
"2274";"317105";"2022MM03";"     8.8"
"2275";"317105";"2022MM04";"     8.2"
"2276";"317105";"2022MM05";"    11.7"
"2277";"317105";"2022MM06";"    10.2"
"2278";"317105";"2022MM07";"     2.5"
"2279";"317105";"2022MM08";"    -3.1"
"2280";"317105";"2022MM09";"    -0.7"
"2281";"317105";"2022MM10";"    -3.4"
"2282";"317105";"2022MM11";"    -6.0"
"2283";"317105";"2022MM12";"    -7.7"
"2284";"317105";"2023MM01";"    -3.1"
"2285";"320005";"1985MM01";"       ."
"2286";"320005";"1985MM02";"       ."
"2287";"320005";"1985MM03";"       ."
"2288";"320005";"1985MM04";"       ."
"2289";"320005";"1985MM05";"       ."
"2290";"320005";"1985MM06";"       ."
"2291";"320005";"1985MM07";"       ."
"2292";"320005";"1985MM08";"       ."
"2293";"320005";"1985MM09";"       ."
"2294";"320005";"1985MM10";"       ."
"2295";"320005";"1985MM11";"       ."
"2296";"320005";"1985MM12";"       ."
"2297";"320005";"1986MM01";"       ."
"2298";"320005";"1986MM02";"       ."
"2299";"320005";"1986MM03";"       ."
"2300";"320005";"1986MM04";"       ."
"2301";"320005";"1986MM05";"       ."
"2302";"320005";"1986MM06";"       ."
"2303";"320005";"1986MM07";"       ."
"2304";"320005";"1986MM08";"       ."
"2305";"320005";"1986MM09";"       ."
"2306";"320005";"1986MM10";"       ."
"2307";"320005";"1986MM11";"       ."
"2308";"320005";"1986MM12";"       ."
"2309";"320005";"1987MM01";"       ."
"2310";"320005";"1987MM02";"       ."
"2311";"320005";"1987MM03";"       ."
"2312";"320005";"1987MM04";"       ."
"2313";"320005";"1987MM05";"       ."
"2314";"320005";"1987MM06";"       ."
"2315";"320005";"1987MM07";"       ."
"2316";"320005";"1987MM08";"       ."
"2317";"320005";"1987MM09";"       ."
"2318";"320005";"1987MM10";"       ."
"2319";"320005";"1987MM11";"       ."
"2320";"320005";"1987MM12";"       ."
"2321";"320005";"1988MM01";"       ."
"2322";"320005";"1988MM02";"       ."
"2323";"320005";"1988MM03";"       ."
"2324";"320005";"1988MM04";"       ."
"2325";"320005";"1988MM05";"       ."
"2326";"320005";"1988MM06";"       ."
"2327";"320005";"1988MM07";"       ."
"2328";"320005";"1988MM08";"       ."
"2329";"320005";"1988MM09";"       ."
"2330";"320005";"1988MM10";"       ."
"2331";"320005";"1988MM11";"       ."
"2332";"320005";"1988MM12";"       ."
"2333";"320005";"1989MM01";"       ."
"2334";"320005";"1989MM02";"       ."
"2335";"320005";"1989MM03";"       ."
"2336";"320005";"1989MM04";"       ."
"2337";"320005";"1989MM05";"       ."
"2338";"320005";"1989MM06";"       ."
"2339";"320005";"1989MM07";"       ."
"2340";"320005";"1989MM08";"       ."
"2341";"320005";"1989MM09";"       ."
"2342";"320005";"1989MM10";"       ."
"2343";"320005";"1989MM11";"       ."
"2344";"320005";"1989MM12";"       ."
"2345";"320005";"1990MM01";"       ."
"2346";"320005";"1990MM02";"       ."
"2347";"320005";"1990MM03";"       ."
"2348";"320005";"1990MM04";"       ."
"2349";"320005";"1990MM05";"       ."
"2350";"320005";"1990MM06";"       ."
"2351";"320005";"1990MM07";"       ."
"2352";"320005";"1990MM08";"       ."
"2353";"320005";"1990MM09";"       ."
"2354";"320005";"1990MM10";"       ."
"2355";"320005";"1990MM11";"       ."
"2356";"320005";"1990MM12";"       ."
"2357";"320005";"1991MM01";"       ."
"2358";"320005";"1991MM02";"       ."
"2359";"320005";"1991MM03";"       ."
"2360";"320005";"1991MM04";"       ."
"2361";"320005";"1991MM05";"       ."
"2362";"320005";"1991MM06";"       ."
"2363";"320005";"1991MM07";"       ."
"2364";"320005";"1991MM08";"       ."
"2365";"320005";"1991MM09";"       ."
"2366";"320005";"1991MM10";"       ."
"2367";"320005";"1991MM11";"       ."
"2368";"320005";"1991MM12";"       ."
"2369";"320005";"1992MM01";"       ."
"2370";"320005";"1992MM02";"       ."
"2371";"320005";"1992MM03";"       ."
"2372";"320005";"1992MM04";"       ."
"2373";"320005";"1992MM05";"       ."
"2374";"320005";"1992MM06";"       ."
"2375";"320005";"1992MM07";"       ."
"2376";"320005";"1992MM08";"       ."
"2377";"320005";"1992MM09";"       ."
"2378";"320005";"1992MM10";"       ."
"2379";"320005";"1992MM11";"       ."
"2380";"320005";"1992MM12";"       ."
"2381";"320005";"1993MM01";"       ."
"2382";"320005";"1993MM02";"       ."
"2383";"320005";"1993MM03";"       ."
"2384";"320005";"1993MM04";"       ."
"2385";"320005";"1993MM05";"       ."
"2386";"320005";"1993MM06";"       ."
"2387";"320005";"1993MM07";"       ."
"2388";"320005";"1993MM08";"       ."
"2389";"320005";"1993MM09";"       ."
"2390";"320005";"1993MM10";"       ."
"2391";"320005";"1993MM11";"       ."
"2392";"320005";"1993MM12";"       ."
"2393";"320005";"1994MM01";"     1.4"
"2394";"320005";"1994MM02";"     1.9"
"2395";"320005";"1994MM03";"    -0.4"
"2396";"320005";"1994MM04";"     4.7"
"2397";"320005";"1994MM05";"     0.4"
"2398";"320005";"1994MM06";"    10.1"
"2399";"320005";"1994MM07";"     8.6"
"2400";"320005";"1994MM08";"     8.4"
"2401";"320005";"1994MM09";"    12.3"
"2402";"320005";"1994MM10";"    15.1"
"2403";"320005";"1994MM11";"     9.5"
"2404";"320005";"1994MM12";"    14.1"
"2405";"320005";"1995MM01";"    13.4"
"2406";"320005";"1995MM02";"    12.6"
"2407";"320005";"1995MM03";"     9.3"
"2408";"320005";"1995MM04";"    12.3"
"2409";"320005";"1995MM05";"     9.0"
"2410";"320005";"1995MM06";"     6.9"
"2411";"320005";"1995MM07";"     2.9"
"2412";"320005";"1995MM08";"     0.3"
"2413";"320005";"1995MM09";"     2.8"
"2414";"320005";"1995MM10";"    -3.0"
"2415";"320005";"1995MM11";"    -4.3"
"2416";"320005";"1995MM12";"    -3.1"
"2417";"320005";"1996MM01";"     0.5"
"2418";"320005";"1996MM02";"     4.3"
"2419";"320005";"1996MM03";"     1.2"
"2420";"320005";"1996MM04";"     5.6"
"2421";"320005";"1996MM05";"     5.3"
"2422";"320005";"1996MM06";"     3.9"
"2423";"320005";"1996MM07";"     4.2"
"2424";"320005";"1996MM08";"     5.5"
"2425";"320005";"1996MM09";"     4.4"
"2426";"320005";"1996MM10";"     3.0"
"2427";"320005";"1996MM11";"     1.8"
"2428";"320005";"1996MM12";"     2.7"
"2429";"320005";"1997MM01";"     5.2"
"2430";"320005";"1997MM02";"     2.6"
"2431";"320005";"1997MM03";"     3.9"
"2432";"320005";"1997MM04";"     2.2"
"2433";"320005";"1997MM05";"     4.2"
"2434";"320005";"1997MM06";"     2.0"
"2435";"320005";"1997MM07";"     6.2"
"2436";"320005";"1997MM08";"     7.0"
"2437";"320005";"1997MM09";"     8.7"
"2438";"320005";"1997MM10";"     4.9"
"2439";"320005";"1997MM11";"     4.7"
"2440";"320005";"1997MM12";"     4.2"
"2441";"320005";"1998MM01";"     1.6"
"2442";"320005";"1998MM02";"     3.6"
"2443";"320005";"1998MM03";"     4.9"
"2444";"320005";"1998MM04";"     0.4"
"2445";"320005";"1998MM05";"     4.8"
"2446";"320005";"1998MM06";"     2.8"
"2447";"320005";"1998MM07";"     0.5"
"2448";"320005";"1998MM08";"    -2.4"
"2449";"320005";"1998MM09";"    -2.4"
"2450";"320005";"1998MM10";"    -3.5"
"2451";"320005";"1998MM11";"    -0.8"
"2452";"320005";"1998MM12";"    -5.0"
"2453";"320005";"1999MM01";"    -0.3"
"2454";"320005";"1999MM02";"    -2.0"
"2455";"320005";"1999MM03";"    -4.1"
"2456";"320005";"1999MM04";"     0.6"
"2457";"320005";"1999MM05";"     2.3"
"2458";"320005";"1999MM06";"     4.8"
"2459";"320005";"1999MM07";"     6.4"
"2460";"320005";"1999MM08";"     2.2"
"2461";"320005";"1999MM09";"     0.8"
"2462";"320005";"1999MM10";"     5.1"
"2463";"320005";"1999MM11";"     5.1"
"2464";"320005";"1999MM12";"     5.9"
"2465";"320005";"2000MM01";"     4.8"
"2466";"320005";"2000MM02";"     5.6"
"2467";"320005";"2000MM03";"     5.2"
"2468";"320005";"2000MM04";"     4.1"
"2469";"320005";"2000MM05";"     8.6"
"2470";"320005";"2000MM06";"    10.6"
"2471";"320005";"2000MM07";"    13.1"
"2472";"320005";"2000MM08";"    11.7"
"2473";"320005";"2000MM09";"     8.1"
"2474";"320005";"2000MM10";"    10.1"
"2475";"320005";"2000MM11";"     7.5"
"2476";"320005";"2000MM12";"     8.1"
"2477";"320005";"2001MM01";"     7.5"
"2478";"320005";"2001MM02";"     4.6"
"2479";"320005";"2001MM03";"     2.8"
"2480";"320005";"2001MM04";"    -0.3"
"2481";"320005";"2001MM05";"    -2.6"
"2482";"320005";"2001MM06";"    -1.3"
"2483";"320005";"2001MM07";"    -1.6"
"2484";"320005";"2001MM08";"    -1.7"
"2485";"320005";"2001MM09";"     2.4"
"2486";"320005";"2001MM10";"    -3.6"
"2487";"320005";"2001MM11";"    -2.1"
"2488";"320005";"2001MM12";"    -3.7"
"2489";"320005";"2002MM01";"     2.6"
"2490";"320005";"2002MM02";"    -0.1"
"2491";"320005";"2002MM03";"     3.7"
"2492";"320005";"2002MM04";"     2.4"
"2493";"320005";"2002MM05";"     5.4"
"2494";"320005";"2002MM06";"     1.8"
"2495";"320005";"2002MM07";"     0.7"
"2496";"320005";"2002MM08";"     2.5"
"2497";"320005";"2002MM09";"     2.3"
"2498";"320005";"2002MM10";"     1.1"
"2499";"320005";"2002MM11";"    -0.6"
"2500";"320005";"2002MM12";"     0.2"
"2501";"320005";"2003MM01";"     0.7"
"2502";"320005";"2003MM02";"     0.5"
"2503";"320005";"2003MM03";"     3.7"
"2504";"320005";"2003MM04";"     4.6"
"2505";"320005";"2003MM05";"    -2.1"
"2506";"320005";"2003MM06";"    -3.6"
"2507";"320005";"2003MM07";"    -2.0"
"2508";"320005";"2003MM08";"    -1.0"
"2509";"320005";"2003MM09";"     1.3"
"2510";"320005";"2003MM10";"     3.0"
"2511";"320005";"2003MM11";"    -0.5"
"2512";"320005";"2003MM12";"     5.1"
"2513";"320005";"2004MM01";"     3.4"
"2514";"320005";"2004MM02";"     4.5"
"2515";"320005";"2004MM03";"     4.3"
"2516";"320005";"2004MM04";"     4.9"
"2517";"320005";"2004MM05";"     5.9"
"2518";"320005";"2004MM06";"     5.1"
"2519";"320005";"2004MM07";"     4.7"
"2520";"320005";"2004MM08";"     5.0"
"2521";"320005";"2004MM09";"     0.6"
"2522";"320005";"2004MM10";"     4.6"
"2523";"320005";"2004MM11";"     6.7"
"2524";"320005";"2004MM12";"     9.2"
"2525";"320005";"2005MM01";"     6.4"
"2526";"320005";"2005MM02";"     0.4"
"2527";"320005";"2005MM03";"    -1.0"
"2528";"320005";"2005MM04";"     1.1"
"2529";"320005";"2005MM05";"     1.1"
"2530";"320005";"2005MM06";"    -6.8"
"2531";"320005";"2005MM07";"     1.7"
"2532";"320005";"2005MM08";"     0.9"
"2533";"320005";"2005MM09";"     1.5"
"2534";"320005";"2005MM10";"     3.6"
"2535";"320005";"2005MM11";"    -1.4"
"2536";"320005";"2005MM12";"     2.8"
"2537";"320005";"2006MM01";"     3.8"
"2538";"320005";"2006MM02";"     8.4"
"2539";"320005";"2006MM03";"     5.9"
"2540";"320005";"2006MM04";"     0.3"
"2541";"320005";"2006MM05";"     4.5"
"2542";"320005";"2006MM06";"     5.1"
"2543";"320005";"2006MM07";"     8.7"
"2544";"320005";"2006MM08";"     3.1"
"2545";"320005";"2006MM09";"     1.1"
"2546";"320005";"2006MM10";"     6.3"
"2547";"320005";"2006MM11";"     9.1"
"2548";"320005";"2006MM12";"     7.3"
"2549";"320005";"2007MM01";"    -0.2"
"2550";"320005";"2007MM02";"     4.3"
"2551";"320005";"2007MM03";"    -0.7"
"2552";"320005";"2007MM04";"     4.8"
"2553";"320005";"2007MM05";"     8.0"
"2554";"320005";"2007MM06";"    10.1"
"2555";"320005";"2007MM07";"     9.4"
"2556";"320005";"2007MM08";"     5.3"
"2557";"320005";"2007MM09";"     2.1"
"2558";"320005";"2007MM10";"     5.9"
"2559";"320005";"2007MM11";"     7.2"
"2560";"320005";"2007MM12";"     5.5"
"2561";"320005";"2008MM01";"     2.5"
"2562";"320005";"2008MM02";"     3.9"
"2563";"320005";"2008MM03";"     7.5"
"2564";"320005";"2008MM04";"     5.7"
"2565";"320005";"2008MM05";"     1.3"
"2566";"320005";"2008MM06";"    -0.8"
"2567";"320005";"2008MM07";"     1.1"
"2568";"320005";"2008MM08";"     0.9"
"2569";"320005";"2008MM09";"    -0.6"
"2570";"320005";"2008MM10";"    -8.0"
"2571";"320005";"2008MM11";"   -17.6"
"2572";"320005";"2008MM12";"   -29.3"
"2573";"320005";"2009MM01";"   -21.9"
"2574";"320005";"2009MM02";"   -23.5"
"2575";"320005";"2009MM03";"   -22.5"
"2576";"320005";"2009MM04";"   -18.0"
"2577";"320005";"2009MM05";"   -17.1"
"2578";"320005";"2009MM06";"   -14.2"
"2579";"320005";"2009MM07";"    -8.5"
"2580";"320005";"2009MM08";"    -8.5"
"2581";"320005";"2009MM09";"    -8.3"
"2582";"320005";"2009MM10";"   -12.0"
"2583";"320005";"2009MM11";"    -6.5"
"2584";"320005";"2009MM12";"   -10.8"
"2585";"320005";"2010MM01";"    -4.5"
"2586";"320005";"2010MM02";"    -3.6"
"2587";"320005";"2010MM03";"    -3.6"
"2588";"320005";"2010MM04";"    -4.4"
"2589";"320005";"2010MM05";"    -1.8"
"2590";"320005";"2010MM06";"     0.5"
"2591";"320005";"2010MM07";"     0.5"
"2592";"320005";"2010MM08";"     4.8"
"2593";"320005";"2010MM09";"     6.7"
"2594";"320005";"2010MM10";"     5.0"
"2595";"320005";"2010MM11";"     4.5"
"2596";"320005";"2010MM12";"     1.7"
"2597";"320005";"2011MM01";"     5.5"
"2598";"320005";"2011MM02";"     5.7"
"2599";"320005";"2011MM03";"     4.7"
"2600";"320005";"2011MM04";"     5.6"
"2601";"320005";"2011MM05";"     5.9"
"2602";"320005";"2011MM06";"     3.5"
"2603";"320005";"2011MM07";"     1.9"
"2604";"320005";"2011MM08";"    -1.6"
"2605";"320005";"2011MM09";"    -0.6"
"2606";"320005";"2011MM10";"    -3.8"
"2607";"320005";"2011MM11";"    -8.1"
"2608";"320005";"2011MM12";"     0.5"
"2609";"320005";"2012MM01";"     1.2"
"2610";"320005";"2012MM02";"     1.4"
"2611";"320005";"2012MM03";"     3.1"
"2612";"320005";"2012MM04";"     2.1"
"2613";"320005";"2012MM05";"    -3.6"
"2614";"320005";"2012MM06";"    -6.1"
"2615";"320005";"2012MM07";"    -8.4"
"2616";"320005";"2012MM08";"    -1.3"
"2617";"320005";"2012MM09";"    -2.8"
"2618";"320005";"2012MM10";"    -5.7"
"2619";"320005";"2012MM11";"    -6.3"
"2620";"320005";"2012MM12";"    -5.7"
"2621";"320005";"2013MM01";"    -2.7"
"2622";"320005";"2013MM02";"    -1.8"
"2623";"320005";"2013MM03";"     0.2"
"2624";"320005";"2013MM04";"    -2.7"
"2625";"320005";"2013MM05";"     0.3"
"2626";"320005";"2013MM06";"     3.2"
"2627";"320005";"2013MM07";"     3.4"
"2628";"320005";"2013MM08";"     3.4"
"2629";"320005";"2013MM09";"    -1.8"
"2630";"320005";"2013MM10";"     4.2"
"2631";"320005";"2013MM11";"     1.2"
"2632";"320005";"2013MM12";"     1.7"
"2633";"320005";"2014MM01";"     7.4"
"2634";"320005";"2014MM02";"     8.2"
"2635";"320005";"2014MM03";"     4.9"
"2636";"320005";"2014MM04";"     4.1"
"2637";"320005";"2014MM05";"     6.1"
"2638";"320005";"2014MM06";"     1.6"
"2639";"320005";"2014MM07";"     1.6"
"2640";"320005";"2014MM08";"     2.3"
"2641";"320005";"2014MM09";"     4.5"
"2642";"320005";"2014MM10";"     5.2"
"2643";"320005";"2014MM11";"     2.8"
"2644";"320005";"2014MM12";"     2.8"
"2645";"320005";"2015MM01";"     4.0"
"2646";"320005";"2015MM02";"     5.9"
"2647";"320005";"2015MM03";"     6.1"
"2648";"320005";"2015MM04";"     3.6"
"2649";"320005";"2015MM05";"     6.2"
"2650";"320005";"2015MM06";"     5.3"
"2651";"320005";"2015MM07";"     7.8"
"2652";"320005";"2015MM08";"     6.0"
"2653";"320005";"2015MM09";"     5.9"
"2654";"320005";"2015MM10";"     5.4"
"2655";"320005";"2015MM11";"     4.6"
"2656";"320005";"2015MM12";"     4.9"
"2657";"320005";"2016MM01";"     6.9"
"2658";"320005";"2016MM02";"     1.1"
"2659";"320005";"2016MM03";"     3.1"
"2660";"320005";"2016MM04";"     7.0"
"2661";"320005";"2016MM05";"     4.5"
"2662";"320005";"2016MM06";"    10.9"
"2663";"320005";"2016MM07";"     7.7"
"2664";"320005";"2016MM08";"     4.3"
"2665";"320005";"2016MM09";"     5.9"
"2666";"320005";"2016MM10";"     2.6"
"2667";"320005";"2016MM11";"     3.6"
"2668";"320005";"2016MM12";"     7.6"
"2669";"320005";"2017MM01";"    10.7"
"2670";"320005";"2017MM02";"    10.2"
"2671";"320005";"2017MM03";"     9.1"
"2672";"320005";"2017MM04";"    10.2"
"2673";"320005";"2017MM05";"     5.8"
"2674";"320005";"2017MM06";"     8.3"
"2675";"320005";"2017MM07";"     5.6"
"2676";"320005";"2017MM08";"     5.7"
"2677";"320005";"2017MM09";"     9.7"
"2678";"320005";"2017MM10";"     6.7"
"2679";"320005";"2017MM11";"     8.6"
"2680";"320005";"2017MM12";"     9.2"
"2681";"320005";"2018MM01";"    11.2"
"2682";"320005";"2018MM02";"     9.9"
"2683";"320005";"2018MM03";"     6.5"
"2684";"320005";"2018MM04";"     5.8"
"2685";"320005";"2018MM05";"     9.4"
"2686";"320005";"2018MM06";"     9.4"
"2687";"320005";"2018MM07";"     8.7"
"2688";"320005";"2018MM08";"     7.5"
"2689";"320005";"2018MM09";"     7.2"
"2690";"320005";"2018MM10";"     2.4"
"2691";"320005";"2018MM11";"     3.1"
"2692";"320005";"2018MM12";"     7.2"
"2693";"320005";"2019MM01";"     2.2"
"2694";"320005";"2019MM02";"     1.3"
"2695";"320005";"2019MM03";"     2.1"
"2696";"320005";"2019MM04";"     5.5"
"2697";"320005";"2019MM05";"     2.3"
"2698";"320005";"2019MM06";"     2.1"
"2699";"320005";"2019MM07";"     3.3"
"2700";"320005";"2019MM08";"     4.5"
"2701";"320005";"2019MM09";"     2.1"
"2702";"320005";"2019MM10";"     2.4"
"2703";"320005";"2019MM11";"     6.1"
"2704";"320005";"2019MM12";"     0.6"
"2705";"320005";"2020MM01";"     1.2"
"2706";"320005";"2020MM02";"     4.9"
"2707";"320005";"2020MM03";"     2.1"
"2708";"320005";"2020MM04";"   -25.3"
"2709";"320005";"2020MM05";"   -23.6"
"2710";"320005";"2020MM06";"   -14.7"
"2711";"320005";"2020MM07";"    -5.4"
"2712";"320005";"2020MM08";"    -2.9"
"2713";"320005";"2020MM09";"     3.3"
"2714";"320005";"2020MM10";"     0.0"
"2715";"320005";"2020MM11";"     3.1"
"2716";"320005";"2020MM12";"     4.5"
"2717";"320005";"2021MM01";"     3.4"
"2718";"320005";"2021MM02";"     3.8"
"2719";"320005";"2021MM03";"     8.2"
"2720";"320005";"2021MM04";"     9.5"
"2721";"320005";"2021MM05";"    12.7"
"2722";"320005";"2021MM06";"    14.9"
"2723";"320005";"2021MM07";"    11.2"
"2724";"320005";"2021MM08";"     8.8"
"2725";"320005";"2021MM09";"    11.9"
"2726";"320005";"2021MM10";"    11.7"
"2727";"320005";"2021MM11";"     7.8"
"2728";"320005";"2021MM12";"    11.1"
"2729";"320005";"2022MM01";"     8.8"
"2730";"320005";"2022MM02";"     6.0"
"2731";"320005";"2022MM03";"     5.7"
"2732";"320005";"2022MM04";"     6.6"
"2733";"320005";"2022MM05";"     5.0"
"2734";"320005";"2022MM06";"     1.6"
"2735";"320005";"2022MM07";"     4.5"
"2736";"320005";"2022MM08";"    -2.0"
"2737";"320005";"2022MM09";"    -8.0"
"2738";"320005";"2022MM10";"    -7.7"
"2739";"320005";"2022MM11";"    -5.8"
"2740";"320005";"2022MM12";"    -4.4"
"2741";"320005";"2023MM01";"    -6.0"
"2742";"328105";"1985MM01";"       ."
"2743";"328105";"1985MM02";"       ."
"2744";"328105";"1985MM03";"       ."
"2745";"328105";"1985MM04";"       ."
"2746";"328105";"1985MM05";"       ."
"2747";"328105";"1985MM06";"       ."
"2748";"328105";"1985MM07";"       ."
"2749";"328105";"1985MM08";"       ."
"2750";"328105";"1985MM09";"       ."
"2751";"328105";"1985MM10";"       ."
"2752";"328105";"1985MM11";"       ."
"2753";"328105";"1985MM12";"       ."
"2754";"328105";"1986MM01";"       ."
"2755";"328105";"1986MM02";"       ."
"2756";"328105";"1986MM03";"       ."
"2757";"328105";"1986MM04";"       ."
"2758";"328105";"1986MM05";"       ."
"2759";"328105";"1986MM06";"       ."
"2760";"328105";"1986MM07";"       ."
"2761";"328105";"1986MM08";"       ."
"2762";"328105";"1986MM09";"       ."
"2763";"328105";"1986MM10";"       ."
"2764";"328105";"1986MM11";"       ."
"2765";"328105";"1986MM12";"       ."
"2766";"328105";"1987MM01";"       ."
"2767";"328105";"1987MM02";"       ."
"2768";"328105";"1987MM03";"       ."
"2769";"328105";"1987MM04";"       ."
"2770";"328105";"1987MM05";"       ."
"2771";"328105";"1987MM06";"       ."
"2772";"328105";"1987MM07";"       ."
"2773";"328105";"1987MM08";"       ."
"2774";"328105";"1987MM09";"       ."
"2775";"328105";"1987MM10";"       ."
"2776";"328105";"1987MM11";"       ."
"2777";"328105";"1987MM12";"       ."
"2778";"328105";"1988MM01";"       ."
"2779";"328105";"1988MM02";"       ."
"2780";"328105";"1988MM03";"       ."
"2781";"328105";"1988MM04";"       ."
"2782";"328105";"1988MM05";"       ."
"2783";"328105";"1988MM06";"       ."
"2784";"328105";"1988MM07";"       ."
