"L2_LRHUTTTT","L1_BCCI","L1_BRCI","L1_BSCI","L1_CSCICP02","L3_XTEXVA01","L3_XTIMVA01","L1_AEX","L1_AEXVLT","inflation"
0.0999999999999996,1.1,-1.5,-10.4,-14,-0.0124242651203801,-0.01176748938849,0.03370036210229,0.0094477074410587,-0.1
0.0999999999999996,-1,-2.3,-9.3,-12.9,0.0105316028134101,0.0147621524701398,-0.0809425938360304,0.0120532550151782,0
0.100000000000001,-1.8,0.6,-8,-14.6,-0.0119793142452798,-0.00518182488888996,0.0763928116626307,0.0125327704398014,0
0,-0.400000000000002,2.2,-6.9,-13.6,0.0337262211012397,0.0107116413994,0.00847887952139992,0.0130162471108044,-0.3
0.2,-0.399999999999999,-7.1,-4.2,-12.5,0.0213586432527002,0.0369541642342801,0.0227188601619099,0.00725510093573493,-0.4
0.0999999999999996,4.7,7.1,-3.6,-15.4,-0.0163811663759801,0.00523565678110982,0.0452145622188294,0.00876966622508851,-0.1
0,1.4,1.6,-4.6,-8.1,0.0158583219158701,0.0362550592673903,0.00475784975301075,0.00736200501735211,-0.0999999999999999
0.0999999999999996,-3.6,-3.4,-3.2,-9.7,0.00127734691452996,-0.04187289561151,-0.0596365093365305,0.0141474641845838,0.3
0.100000000000001,5.7,0.5,-2.4,-9.5,0.00450164734294001,0.00362370358898012,0.0042369140990699,0.00919166694605725,0.1
0.2,-1.2,0.6,-0.9,-9.4,0.01141576506213,0.02963215321072,-0.0141085749852401,0.0124602953196617,-0.1
0.0999999999999996,-0.600000000000001,-0.3,-0.3,-9.2,0.0110392842363298,-0.00148439870340011,0.02973548623486,0.0072634567775927,-0.3
-0.0999999999999996,1.4,-0.4,-0.1,-5.3,0.01682731343343,0.0267312533900199,-0.0436598259679295,0.00895920528487278,0
-0.100000000000001,4.1,4.8,-1,-6.4,0.0249219563816299,0.0118346483037302,-0.0241562563026498,0.0102994042739991,-0.1
-0.0999999999999996,-0.399999999999999,1,-0.6,-7.6,0.0197185572740901,0.000824483741439952,-0.00617309318254033,0.00708268909128947,0.4
0,5.4,1.7,-0.9,-9.5,-0.0198594380675301,0.0211446445126899,0.0196315985512703,0.00957938443462359,-0.0999999999999999
0.0999999999999996,-0.7,-5.8,-1.6,-10.6,0.01568581311464,-0.00890382877819995,0.0229542691633,0.00592085586780141,-0.1
0,0.5,-0.9,-2,-13.8,0.0132884068611103,0.0140141234917199,0.0406349496273295,0.00579684008101281,0.3
0.2,1,2.4,-1.8,-11.3,-0.0136464446308802,0.00209498600920011,0.0308815515184904,0.0054544069845201,0.1
0,1,-2.3,-2.9,-9.9,-0.0144705812107602,0.00416418418934006,0.0317722851386097,0.00519517145238914,0.2
0.2,2.5,3.2,-3.2,-10.8,0.03955201701072,0.00639197219054966,-0.0221634317121495,0.00531916842608935,-0.3
-0.100000000000001,1.8,2.6,-3.4,-7,0.00516983978094032,0.0165654194462701,-0.0613017225604304,0.00787094783636157,-0.2
0,-0.5,-5.9,-2.7,-11.8,0.000741999895639722,-0.00435671117282999,0.0468314300936497,0.00566226035177674,0.3
0.100000000000001,1.9,1.3,-4.8,-11.1,0.05945927860544,0.0472117249970401,0.0544798225420804,0.00658696063210413,0
-0.2,-0.2,-1.2,-4.6,-8.6,-0.0499225310094498,-0.0578030169910702,0.0321694960730703,0.00642436616115569,0.2
0,5.8,0.3,-3.7,-12.6,0.0203378584504197,0.0380950139293801,-0.0203136263704407,0.0064021972487963,0
-0.0999999999999996,0.100000000000001,2.8,-2.4,-12.6,0.0425677465356,0.0518206479124199,0.0247689107776203,0.00584734071912463,-0.2
0,-2.4,3.4,0.1,-9.6,0.00922004731469039,0.01500139390477,-0.0213379790038903,0.00917424611849904,0.2
0,1.5,0.5,-0.7,-8.3,-0.00100859058205005,-0.00643293691600988,0.0631842797050002,0.00406057273129156,0.2
-0.100000000000001,-2.2,9.1,-0.3,-7.5,0.0158569535874,0.0140574538575002,0.0474584753964802,0.00594386510183535,-0.7
0,-0.5,0.699999999999999,1.8,-5.8,0.00092989672966004,0.00663478604053003,0.0344649296317696,0.00800497160987368,-0.2
-0.3,4.3,-1.3,1.4,-6.7,0.0203951663181896,0.0359464260332696,0.0141924747240605,0.00694531406324426,-0.1
0,-3,1.5,2.5,-3.8,0.00418854423010018,0.00049465238030022,0.0136510374466399,0.00568554889573053,0.2
-0.2,2.7,3.9,4.5,-2.6,0.0181155477408002,-0.0101833522144998,-0.00302777819688949,0.0071311571489076,0
-0.0999999999999996,7.2,4.1,2.6,-3.3,0.0171976721634399,0.0197403213944498,-0.0646782165084101,0.0145296702206611,0.1
0,1.2,0.400000000000002,5.2,1.2,0.0147180096178299,0.0249600098087699,0.00324150080673924,0.0136763674309758,0
-0.2,-4.6,0.199999999999999,6.5,0.2,-0.0172545429511701,-0.00329278889307982,0.0327522727061202,0.0105005968284373,0.0999999999999999
0,2.3,-0.5,6.3,1.2,0.0218586186235701,-0.000431424132150138,0.0271563856195201,0.00662834283764378,-0.3
-0.0999999999999996,0.299999999999999,1.8,7.2,2.9,-0.0291027125954799,0.00229891177482999,0.0268512877594604,0.00728429601399087,-0.2
0,1.6,1.2,7.6,3,0.0322129757487102,0.0039453483570302,0.00862907386804945,0.00455530696240898,0.1
0,3.4,-0.5,6.7,1.4,-0.00494813283975004,-0.00213024677884999,-0.0168359629379298,0.00621740692022414,0.1
0,0.900000000000002,-0.100000000000001,7.1,3.6,0.00886246293132986,0.02268478008064,0.0399312398152603,0.00646581706716968,0.3
-0.100000000000001,-0.400000000000002,-4.3,5.4,5.3,0.00941105682947985,-0.0105710067310403,0.00781867254140955,0.00671258530365119,0.1
-0.0999999999999996,-2.9,0.300000000000001,7.2,3.3,0.0398402131376301,0.0373212287435103,-0.0239245692239702,0.00816051750499151,0.3
0,3.6,0,6.8,2.8,-0.0176590183494398,-0.0118040523516401,0.0297209259883102,0.0119513630756714,0
-0.2,-0.5,-1.7,5.9,4,-0.00650551325612003,0.00964369057532988,0.0342096518507899,0.00681199172088737,0
-0.2,-0.699999999999999,3.2,6.2,3.9,0.00673408062897973,-0.0114537370282601,0.0172025746845499,0.00599114282946804,-0.1
0,5.4,0,5.4,5.8,-0.0209037052774899,-0.000357378905039951,0.01848067543715,0.00734845231004889,-0.2
-0.0999999999999996,0.0999999999999979,0.100000000000001,5.9,4.2,0.00296592055223988,0.00363747457013996,-0.0215759620604699,0.00949281488422064,-0.4
0.0999999999999996,-3.4,-0.900000000000002,5.4,5.3,0.03486302058365,0.00684134945633019,-0.0230360730977495,0.0170864355479042,0.2
-0.0999999999999996,-3.9,0.800000000000001,3.8,-2.2,0.00582161456243036,0.01224207376131,0.0284776314070498,0.0114863203523723,0.3
0,-0.599999999999998,0.300000000000001,5.3,-0.7,0.00722374694111982,0.0105699965994601,0.0121626483722199,0.0074582475803425,0.3
-0.100000000000001,2,0.199999999999999,5.9,-1.5,0.00274378917404006,0.000175540271859731,-0.0778296037898603,0.0111963345891047,0
0,4,-0.5,4.9,-3.4,0.01363037011,0.00180745529945003,0.0202315520442102,0.0092596452129359,0.1
-0.0999999999999996,-2.3,-3.4,5.1,-4.8,0.0333453647836999,0.0365168158173899,-0.15861058017552,0.0238772867438023,0.2
0,0.5,0.5,5,-8.1,-0.0135385934171999,-0.01532535660865,0.00500340276991995,0.0174063849551236,0
-0.3,-1.5,-0.5,3.9,-6.6,0.03604077007724,0.0657619298631502,-0.0190377275210398,0.0162182113041782,-0.2
0,-4.9,-3.5,2.5,-11.2,0.000591085684499948,-0.0215819621714002,0.06851352107316,0.0114490736793811,0.3
0.0999999999999996,3.2,3.3,2.1,-11,-0.0385404369628199,-0.0239551057926799,0.01715519479525,0.00912382262230091,0.3
0,-2,-3.9,2.8,-11.6,0.00877909637875973,-0.000663264074789893,-0.129160948240259,0.0114235273495409,0.6
0,10.8,-5,1.9,-19.3,0.0217159908604501,0.04640467322151,-0.0644971030966808,0.0168981831064836,0
-0.0999999999999996,-11.3,2.5,1.5,-14.5,-0.0101655553126201,-0.00955976732622021,0.02982757846961,0.0132141685358279,-0.1
0,-1.7,0.200000000000001,-2,-11.4,0.0226449267594102,0.0075682347506203,-0.22391239137436,0.0336149181149187,-0.3
0.0999999999999996,-5.1,0.4,-7.8,-14.3,0.0153275548526399,0.0203100872200297,-0.211318567953549,0.0537154785999855,-0.5
-0.0999999999999996,-8.6,-7.5,-11.4,-14.3,-0.01476825669278,-0.00863459033574987,-0.0545498004182905,0.0400241098487739,-0.4
0,-6.4,-7.4,-20.8,-15.1,-0.0338294937894297,-0.05894361610647,-0.0192521393544798,0.0289464777794901,0
0.0999999999999996,-4,-5.9,-21.9,-15.1,-0.0798781402882502,-0.0372796925807899,0.0081792430929104,0.0256906643737346,0.1
0,-5.1,-0.300000000000001,-25.4,-15.2,-0.0749720851945699,-0.0865734566180301,-0.130110175661221,0.0203868907740853,0
0.100000000000001,-6.3,-4.8,-25.2,-18.3,-0.04572870078229,-0.0775185762263702,-0.0229141878913097,0.0289066230107576,-0.2
0.0999999999999996,-3,2.2,-24.8,-15.1,-0.00875041167787005,0.00298141664800999,0.10179639195382,0.0181928719886119,-0.2
0.2,-0.900000000000002,-1.8,-23.5,-10,-0.05253178906205,-0.0428410196890798,0.0734463297109906,0.016623978091682,-0.2
0,-6.8,-1.2,-23.7,-11.6,-0.0173857158897901,-0.02504201173591,-0.0149222619677207,0.0166232788360418,-1.2
0.0999999999999996,-4.6,3.2,-22.9,-10,0.0181354872752801,0.00829413397035994,0.11654487517044,0.01572163119365,0.1
0.2,8.5,4.4,-19,-7.2,0.0298640655041198,0.00828533573662016,0.0424464600369703,0.0116140320981201,0.1
0.0999999999999996,-0.900000000000002,-2.6,-17.8,-4.9,0.0323292572198399,0.03260404239815,0.0443355586228398,0.0100446479183507,0.3
0.100000000000001,0.700000000000003,-2.8,-16.6,-6.6,0.00471520667830028,0.0275182065297699,-0.0301817387765801,0.0157608049093007,0.3
0.0999999999999996,-0.600000000000001,10.2,-12.5,-2.9,0.01598567312984,-0.0137836527439799,0.01263266562,0.0144618902744717,0.1
0.100000000000001,0.100000000000001,5.1,-10.2,-1.9,0.0201232091675698,0.0187828819315201,0.0977232882700498,0.00995140167796527,-0.3
0.199999999999999,3.3,-2,-9.9,0.1,0.00577282873398,0.0247101908431699,-0.0220733449642996,0.00931562550636442,0
0.100000000000001,-0.0999999999999979,3.9,-8.3,-1.5,-0.0217257126336401,0.01521798455274,-0.0385572713962397,0.0117975071469491,0.2
0,-0.100000000000001,-3.8,-7,-1.1,0.0670819486064103,0.0524101526342298,0.0682092001785097,0.00865424819985045,0.1
0,0.800000000000001,4.9,-5.2,-6.9,0.00506787753433002,-0.0324719535904499,0.00152532019031959,0.0118219491240017,-0.1
-0.100000000000001,-2.5,-10.5,-3.3,-6.1,0.0183390560538998,0.03213835002044,-0.0752380196692801,0.0253500910938437,-0.2
0,0.5,5.5,-3.8,-6.3,0.0242684923374901,0.05899063811456,-0.00741188811337956,0.0137658951446471,0.8
0.100000000000001,-5.4,0.2,-4.5,-4.9,0.0410375060255701,0.0308660571239798,0.04557040902806,0.014255425633283,-0.1
0,0.299999999999997,-0.8,-4.7,-4.6,-0.0147332893157799,0.00861917593865025,-0.0453332812393796,0.0120467074972281,0.1
-0.100000000000001,4.9,0.8,-4,-5.7,0.0291860880667496,-0.00148565402073997,0.0488679875708495,0.00943511905082835,0
-0.0999999999999996,3.5,8.6,-1.6,-4.3,0.0208706467801401,-0.0154953141243199,0.00758849824287999,0.00705175743497191,0
0,0.0999999999999979,-2,-1.8,-4.5,-0.0201900034958498,-0.01933976472528,-0.0283573036002602,0.0104792290157003,0.3
-0.0999999999999996,-2.4,9.5,1,-8.4,0.0105766524690099,0.0451349359330799,0.08186838545046,0.00687165907929623,0.1
0,9.1,-8.5,2.5,-4.1,8.95896809098851e-05,-0.00645545829629013,0.0183690907931,0.008125602567353,-0.1
-0.100000000000001,0.699999999999999,4.8,2.2,-2.8,0.00616169175314019,0.00114856297749988,0.0154689479550205,0.00687278713973708,0.1
0.100000000000001,4.4,4.2,4.7,-3.4,0.03129030122542,0.0348914381610101,-0.0208526822126407,0.00972895238090227,0.1
-0.2,-2.2,-7.4,4.9,-3.4,0.00907504031690998,0.00529101110273,-0.0209928143043099,0.00810324224582664,0.2
0.0999999999999996,-2.2,1.9,1.8,-5.9,-0.00660402884604983,0.0141210555605902,-0.0303501982748493,0.00832248350682398,0
0,2.7,-2.4,-0.4,-7.7,0.03320594112347,-0.0176774176584602,-0.0235121364780104,0.00934272046939847,0.3
-0.0999999999999996,-2.2,-4.1,-3.6,-4.7,-0.03769703728734,0.00364774299749016,-0.0363517453831896,0.0101482302090823,0
0.3,0.800000000000001,-4.8,-6,-12.6,-0.000301241830740206,0.0150972209787597,-0.11823445717681,0.0224646407906554,0.1
0,-2.8,2.6,-5,-17,0.03071890669383,-0.00735432252025969,-0.0481046444588102,0.0236384787578289,-0.1
0.2,-3.5,-9.5,-5.8,-21.1,-0.00799490623312993,0.0202506756708098,0.09261977688847,0.0173113434564185,0
0.2,8.6,2.4,-6.6,-19.1,-0.0195379531929101,-0.02490010533689,-0.0226886255913001,0.0207647929408749,-0.2
0.199999999999999,-9.4,-1.9,-3.9,-22.4,-0.0171334665320599,-0.0193672089439798,0.0443420802684402,0.0127796971384697,0.1
-0.0999999999999996,-3.8,5.3,-5.1,-23.9,0.00319050912077978,-0.00797788948510991,0.0195516445246602,0.00915175852295539,0
0.0999999999999996,-2.2,-2.3,-4.2,-21,0.0335036830623903,0.0222603508689896,0.01046093758357,0.00846232092041089,0
-0.0999999999999996,-3,3,-5.1,-22.7,0.0226777691397597,0.0273959255856804,-0.0136246925547097,0.0103626722914455,-0.1
0,-0.399999999999999,-1.4,-6.3,-17.9,0.0145760818267,0.0300593225022898,-0.0522202542820907,0.0146935740908129,-0.3
0.3,-6.5,1.4,-8,-22.6,-0.0299580793652998,-0.0168593819696401,-0.0594252991564899,0.0118443011561295,0
-0.0999999999999996,-1.3,-5.8,-8,-24.7,0.03301045416787,0.01476051526569,0.0624674698080598,0.012662399331159,0.2
0,-1.59999999999999,4.3,-8.3,-17.3,-0.00592846092287003,0.000154581948440313,0.0539106563898901,0.0105187226901249,0
0.0999999999999996,8.2,-6.1,-7.6,-19.2,-0.0139132076134598,-0.00674801338961029,0.00732376787598987,0.00905428685525719,0
0,-10.9,3.1,-8.7,-16.6,-0.00738671709518002,-0.00556316089982989,-0.0228432338475999,0.00958168840674239,0.6
0.100000000000001,1.9,-2.6,-9.7,-15.7,0.00341452795148989,0.0174425885318499,0.0173075906290601,0.00848046536134179,-0.1
0.0999999999999996,-3.1,6,-9.6,-24,-0.00903093201756988,-0.0399862890116398,0.0214735841931804,0.00926825511450134,0.1
0.2,-1.5,-8,-9.5,-22.7,0.01603424663349,0.00520495137741994,0.0194805106940494,0.00375709512051088,0.1
0.2,1.6,2.9,-10.1,-19.8,0.00180110285778001,0.0110351942529099,0.0331938411372308,0.00608113972560011,0
0.0999999999999996,3.2,-3.9,-7.1,-27.2,-0.00530390102459011,-0.00527388294770992,-0.0476040867376408,0.00915993729991859,-0.1
0.2,-2.4,0.5,-8.4,-23.4,0.0202152181196702,0.00332705082684015,0.0113807163867108,0.00720444479733541,-0.3
0.2,1.9,1.6,-9.3,-19,-0.02717579158942,-0.00784853347725001,0.00849437534065967,0.0109914583699398,0.2
0.0999999999999996,3.6,5.4,-8.3,-17,-0.0202452565513003,-0.0525613186774101,0.0333497256095603,0.00782695743765041,0.1
0.0999999999999996,-2.6,1.8,-7.8,-18.6,-0.0297317556524099,-0.0102808793923499,-0.0493376552280305,0.0109662902069162,0.2
0.200000000000001,-1.6,-4.2,-7.1,-21.2,0.0297317999701598,0.0224729141136399,0.0622276660033805,0.00724988521156781,-0.3
0.199999999999999,5.8,6,-4.8,-18.2,-0.0138184331953397,0.00784959661812978,-0.01756836159519,0.00848875590099293,-0.4
0,1.2,-0.6,-5.2,-17.1,0.00265279595247003,-0.00865751945566995,0.0319979215865898,0.00664519900997288,-0.8
0,1.3,-4.6,-2.7,-12.7,0.00723274378322003,-0.00224368167764011,0.0471750673193698,0.0068353872659607,-0.1
0,-1.8,0.7,-2.8,-7.5,-0.0316015748176004,0.00233128980062025,0.0167162525740006,0.00464314214276385,0.2
-0.0999999999999996,3.9,-1.2,-3.5,-5.6,0.0153739276456601,-0.0112697083526703,0.0126189615686494,0.00926447209292733,-0.3
0.0999999999999996,2.9,3.7,-3.1,-5.3,0.0171297524414902,0.00735889441469029,-0.0357552464461595,0.00741261377808679,-0.3
0.0999999999999996,1.3,-1,-3.2,-2.6,0.00996330451638006,0.0280032125040099,0.0255008136540997,0.00586872561415287,-0.3
0.0999999999999996,1.4,4.2,-1.8,-0.3,0.000236547177039803,-0.0174354463817901,0.00336509912990035,0.0111473783197033,0.4
0,5.2,0,-2.6,-2.8,-0.00479355196344988,0.0060926962077601,-0.0112364702576908,0.0066707096131797,-0.4
-0.0999999999999996,-2.4,1.3,-2,-1.7,-0.0231631487315003,-0.0144855147830203,0.0199013384651803,0.00429292529815808,0.1
-0.0999999999999996,6.6,-0.9,-1.7,0.2,-0.000148084195319864,-0.0107920431651398,0.0171986830591102,0.00427597645002819,0
-0.199999999999999,-0.699999999999999,3.9,-1,-1.7,-0.00208138175368999,0.02404993269813,-0.0298071831208304,0.00789497465057446,0.1
-0.100000000000001,1.2,-0.2,-1.6,-3.9,0.01725645567817,-0.00338194731520991,0.0223297662189603,0.00782399136567689,-0.1
-0.0999999999999996,7,-0.5,-1.3,-3.9,-0.0153115468932898,0.00640853893425986,0.0194030665819103,0.00567636077743621,0.2
-0.0999999999999996,-3.7,3.3,0.9,-1.7,-0.00794474170875015,-0.03125454776271,-0.0223926182637602,0.0150527707726405,-0.1
0.0999999999999996,0.300000000000001,-4.1,1.1,-3.6,0.0293287577686301,0.0221188195235702,0.0406661384510798,0.00717674823239195,-0.3
0,6.6,3.1,0.8,-3.2,-0.00338935439269017,-0.0114448933183202,-0.00125217545954026,0.014581581685752,-0.7
0.0999999999999996,-2.2,-2.9,-0.5,-3.7,-0.0038591711206899,-0.0230746766635401,0.0684003946384406,0.0134156043698624,0.2
0.100000000000001,1.8,-1.4,-1.3,-4,0.00478693368269978,0.00103347145631005,0.0663396906040399,0.00573409846607267,0.2
-0.200000000000001,1.4,2.6,-1.3,-1,0.00258183855520011,0.0320329528351899,0.000576884239450237,0.00927960041230956,0.2
0,1.6,3.7,0.3,-3.3,0.0143639512349298,0.02796886363747,-0.00958814736281077,0.0113228619251279,0.5
0,2.1,0.0999999999999996,1.4,-1.7,-0.0267885994034098,0.0212996842556201,0.00944739487585,0.0107377723549785,-0.1
-0.0999999999999996,3.3,-2.2,1.7,0.5,0.03241818702221,0.0161817652512699,-0.0396532759917294,0.0126814496004653,0
-0.0999999999999996,10,2.2,1.3,-1.2,0.0024789032097301,0.00859379400792015,0.03916228454269,0.0130613062859447,-0.2
-0.2,-12.3,-1,1,0.3,0.0030344410529799,-0.03651494308704,-0.10380657858062,0.0217113604257399,-0.2
0,4.1,1,1.7,0.5,-0.0194885892818699,-0.00977719333749016,-0.0532876132254598,0.0184948535274634,0
0.0999999999999996,3.2,1.8,0.7,-0.7,-0.02115746024106,-0.0139300360448598,0.0937552012522103,0.0107373754729215,0.1
0.100000000000001,5.9,5.6,2,1,-0.0182167808914002,-0.0206938735343303,0.0214790426647893,0.0103029913804336,0
-0.2,-3.8,-5.5,0.2,0.9,0.0187416002173602,0.0234916207608804,-0.0596058114879998,0.015546801061361,-0.1
-0.100000000000001,-0.9,-1.6,1.1,-1.3,0.00941811642783996,-0.00732416302694006,-0.01386475218664,0.0181728020889414,0
-0.199999999999999,3.9,-0.799999999999999,-0.1,-3.2,-0.0170161564100799,-0.00576793883206017,-0.01530071186406,0.0189893063761442,0
0.0999999999999996,-5.8,-1,-0.1,-5.4,0.0040511592529402,-0.0262344304796902,0.0194887439225599,0.0104780280165861,-0.6
-0.0999999999999996,0.0999999999999996,-3.3,1.1,-4.7,-0.0224489209949401,-0.01021908147982,-0.00187432243581931,0.0105753532440976,0
0,5.1,1,1.3,-5,-0.01190743200018,-0.0222923946742197,0.0166645986534899,0.00941132693890058,0
-0.2,1.1,1.3,2.7,-1.5,0.0364690461701898,0.04637435220768,-0.0239494167164604,0.0205511862346128,-0.2
-0.100000000000001,1.8,0.5,2.7,-4,-0.0163024741822997,-0.0143851351364703,0.02652811785285,0.00914931974790908,0.4
-0.0999999999999996,2.3,2.3,-1.2,-4,0.0266364975873796,0.0219945349578103,0.00887387857093991,0.00736852853726235,-0.1
-0.2,-0.300000000000001,-3.4,0.3,-0.9,-0.00505409635220966,-0.00709150524014035,-0.00144416121066016,0.00967120388709236,0.3
-0.0999999999999996,5.3,1.9,1,1.8,-0.00422600339244994,-0.00611848045193986,-0.0020072915009699,0.0073839881261989,0.2
-0.100000000000001,-4.1,-1.1,0.9,1.6,0.0241783223442997,0.0381693789544899,0.0135338759010706,0.00783063165998965,0.4
0,-0.199999999999999,3,2.5,2.2,0.00382183139323011,0.000670494196040039,0.0530388750538595,0.0057609750113501,0.7
-0.199999999999999,3.8,0.800000000000001,3.4,1.6,0.0296905463765298,0.0158417197434702,-0.00987919463798992,0.00594977484635076,0.1
0,-1.2,0.5,3.5,3.9,0.0373986645820601,0.0253792955999699,0.0310091099506398,0.00565344953424557,-0.7
-0.100000000000001,3.8,-2.1,3.8,3.8,0.00489539627966007,0.0158259244707,0.0384318649559301,0.00582248862452889,0.5
-0.0999999999999996,-1.6,0.199999999999999,4.7,4.2,0.0126092175693699,0.0187325546047203,0.00353757594593063,0.00667616727372241,-0.5
-0.100000000000001,-1.7,0.800000000000001,3.3,1.1,0.00461056996241016,0.00381799973520991,0.00886690795595957,0.00488281037634433,0
0,2.8,1.7,4.6,2.4,-0.0328144086145099,-0.0187961561321499,-0.0300600946831899,0.00591527963862582,0.2
-0.0999999999999996,1.1,1.2,4.2,4.8,0.0301843115356197,0.0275775943510896,0.02815571482886,0.00591792110653786,0.0999999999999999
-0.0999999999999996,0.199999999999999,-1.2,3.4,5.1,-0.00158065524699014,-0.03572180920245,-0.0196174362175405,0.00650766350904311,0.1
-0.2,-2,-0.9,5.2,3.5,-0.0146410028956598,9.18215357303964e-05,0.0422750253846704,0.00361920111398778,-0.2
0,1.7,3.6,5.2,5,0.00344459514804996,0.0377724477377899,0.0285639014486598,0.00427708858040268,0.2
-0.2,9.5,-7.6,6.7,3.2,0.0133411879409602,-0.0254592822730699,-0.0226068246393796,0.00448062739726318,-0.2
-0.0999999999999996,9.9,5.7,6.7,4.8,-0.0187847279741402,0.00502348004705988,0.00853619375495995,0.0055277740779392,0.2
0,-8.2,1.6,7.2,4,0.0509209677811202,0.0797749453876602,0.0303221728398997,0.00477975305516596,-0.3
-0.2,-3.6,-2.8,8.1,3.6,0.0146552565811597,0.00109335824042978,-0.0503155238983402,0.0120151582714278,-0.2
-0.100000000000001,6,-0.799999999999999,7,4.1,0.01080519610667,0.00526615232999994,-0.0129419889304501,0.00972484728380194,0.1
-0.0999999999999996,-0.899999999999999,-4.5,5.8,3.8,-0.0427304619877797,-0.02821377817944,0.0420853222634401,0.00740773673500847,0.6
-0.0999999999999996,3.1,1.1,7,2.4,-0.00478274384904998,-0.0412510808045399,-0.00819783524213946,0.00560974843482654,0
0,-6.8,0.0999999999999996,5.5,2.5,0.00754670937079993,0.0391221556931498,0.000980426992019723,0.00871636822650834,0.4
0,2.6,-0.4,4.3,4,0.0236318535240798,-0.01982559020056,0.0287164754915503,0.00623134245347568,0
0,-1.5,0.600000000000001,4.7,2,-0.00160337301115998,0.0273086099325002,-0.02910356052677,0.00618146299278713,-0.2
0,2.6,3,4,2,-0.00523571025011993,0.00867996199025978,-0.0115645759332299,0.00606163673900977,0.2
-0.100000000000001,-1,0.700000000000001,3.5,-0.8,0.0417320798568301,0.0282220606693402,-0.0614352540840901,0.0103101669552754,-0.1
-0.0999999999999996,-4.6,-4.7,4.1,-1.8,0.00408953329157979,-0.0261617435558699,0.00367092699830973,0.00672430692479529,0
-0.100000000000001,0.300000000000001,3.9,4.5,-3.8,-0.0133780726736998,0.0314430011805897,-0.0615857109729703,0.0135904109827309,0.2
0,-0.100000000000001,-2.5,3,-8.1,-0.00265118639316997,-0.03436064839758,0.0642009858917199,0.00830252403615477,0.4
0,-1.2,1.5,3.4,-6.3,-0.0356884694364599,-0.00754593949007987,0.0296690370930701,0.00568939099337687,0.2
-0.199999999999999,-0.100000000000001,0.300000000000001,3.2,-8.3,0.0140636018551197,0.02769399501374,0.0107469443920705,0.00731010512189051,0.1
0,1.2,-2.5,3.4,-7.9,0.0076705707018303,-0.0139441344817901,0.0336618742561399,0.00383082512990864,-0.5
-0.100000000000001,-6.2,0.6,2.2,-7.8,0.0200092773734397,0.0117877792746599,-0.0546426802140303,0.00920499888271256,0.3
0,2.1,-1.1,0.2,-7.1,-0.0454075034688297,-0.0094767960439599,0.0395429532092901,0.00508229316823494,-0.2
0.100000000000001,-7.6,0.6,1.2,-7,0.00478367309243,-0.01805864724856,0.00825631101565971,0.0051386651676523,0.3
0,-2.5,-1.3,2.3,-7.8,0.01303250836918,0.01763314328063,-0.0286973111833193,0.0123496895386206,-0.2
0.0999999999999996,0.0999999999999996,-0.5,0.9,-8.4,-0.01923190110359,-0.00506561136979,0.0446982259052797,0.00430463181854494,0.1
0,-1.8,0.0999999999999996,0.9,-7.3,0.0173530326379798,-0.01491101078292,-0.0105256500403001,0.00939365264288977,-0.1
0,-9.2,-0.399999999999999,-0.4,-7.4,0.00653286399691,0.0176179624809403,0.0392227083558101,0.00464775529007079,0.1
0,4.1,-2.8,-0.4,-7.2,0.0206773199805599,0.00922934428250999,0.0114755988834396,0.00808620386017155,-0.9
-0.2,-0.199999999999999,1.3,-0.4,-8.1,-0.0288018277383899,-0.00738154431554028,-0.0174573907593096,0.00899153854772157,-0.2
-0.2,1.3,2.2,0.4,-5,0.0183776814837402,-0.00236978811285971,-0.0951570288779902,0.0171348639011772,-0.2
-0.0999999999999996,-3.1,-2.8,-2.6,-7.9,0.0079285658177799,0.0102596673127899,-0.11146042562454,0.0429038386933503,-0.2
0.0999999999999996,-19.1,-17.2,-26.7,-22.6,-0.0177247634048903,-0.0723416002559403,0.0546172905540807,0.0208453799270491,0
0.4,4.9,1.6,-24.7,-18.3,-0.08669804986818,-0.0416883853579697,0.0390861594341994,0.0179600684291585,0.4
0.0999999999999996,1.6,10.7,-17.8,-15.8,-0.14107244461226,-0.10988532908551,0.0466659778302505,0.0163693268106683,0.0999999999999999
0.800000000000001,1,2.3,-12.7,-15.1,0.0233956918292098,0.0201876296583499,-0.0370526884471598,0.0112222564346747,-1
0.0999999999999996,1.6,4.2,-9.5,-14.8,0.0679612027280503,0.08001373609167,0.0123104972768493,0.0112894963445555,0.4
0,7.6,2.3,-9.8,-13.8,0.0318293138522701,-0.01469898342364,-0.000420273418219708,0.0126172187263172,0.0999999999999999
-0.0999999999999996,-2.1,-7.3,-10.3,-16.7,-0.00931173559890031,-0.00423409115613982,-0.0310107359643199,0.00965999148017126,-0.4
-0.100000000000001,3,-1.8,-9.5,-12.1,0.0271338281190903,0.0468069224360002,0.13470195105892,0.0109741726830491,0.2
-0.3,0.7,-1.6,-6.4,-7.9,0.0303625101834499,-0.02584241523699,0.02798667351946,0.00784946380911323,0.6
-0.0999999999999996,-0.399999999999999,-7.4,-5.1,-7.1,0.0239414530080597,0.0594403102673198,0.0219497389288392,0.00929634561200367,0.2
-0.2,2.7,-1.6,-6,-7.9,-0.000114182949999986,0.000975655248300011,0.0131780007312505,0.010013187338019,0.0999999999999999
