"","h=3","h=6"
"164",0.00925833333333332,-0.0373083333333333
"165",-0.0399333333333334,-0.0274833333333333
"166",-0.0256833333333333,-0.026625
"167",-0.0365166666666667,-0.038675
"168",-0.0685583333333333,-0.0765666666666666
"169",-0.0343666666666667,-0.0457416666666666
"170",-0.0244416666666667,-0.0432583333333333
"171",-0.0627666666666667,-0.0609916666666667
"172",-0.0565,-0.089875
"173",-0.0800833333333334,-0.0360416666666667
"174",-0.06965,-0.0476666666666667
"175",-0.0461333333333333,-0.0629166666666666
"176",-0.0251916666666667,-0.0324416666666667
"177",-0.0455833333333333,-0.0361416666666667
"178",-0.0420083333333333,-0.054375
"179",-0.0423416666666667,-0.0164083333333334
"180",-0.0334416666666666,-0.04115
"181",-0.0742333333333333,-0.0133333333333333
"182",-0.00274166666666669,-0.036325
"183",-0.0177833333333333,-0.0128333333333334
"184",-0.013575,-0.0185083333333333
"185",-0.0219333333333333,0.00145000000000001
"186",0.0218,0.0164749999999999
"187",0.0138583333333333,0.0163333333333333
"188",0.00164999999999997,0.00102500000000001
"189",0.0118,-0.03615
"190",-0.00787500000000003,-0.0278083333333333
"191",-0.0174666666666667,0.00777499999999999
"192",-0.018675,-0.01615
"193",-0.0478166666666666,-0.00855000000000003
"194",0.0229666666666667,-0.005
"195",-0.00244166666666665,-0.0188583333333333
"196",-0.00271666666666668,-0.00194166666666668
"197",-0.026225,-0.0353416666666666
"198",-0.00825,-0.0203
"199",-0.0425,-0.00233333333333334
"200",-0.0579833333333333,-0.0335833333333334
"201",0.00590833333333338,-0.02955
"202",-0.0255,-0.0416
"203",-0.020075,-0.0116166666666667
"204",-0.031075,0.033125
"205",-0.0333583333333333,-0.025175
"206",-0.0325416666666667,-0.00684166666666668
"207",-0.0156666666666666,-0.000425000000000002
"208",-0.020575,-0.029
"209",-0.02575,-0.0366
"210",-0.0268,-0.0336
"211",-0.0225666666666667,-0.0470666666666667
"212",-0.0589333333333333,-0.00365833333333334
"213",-0.0379416666666667,-0.0268333333333334
"214",-0.073025,-0.05305
"215",-0.022,-0.037325
"216",-0.0485333333333333,-0.0373166666666666
"217",-0.0492333333333333,-0.056575
"218",-0.0359166666666666,-0.00858333333333333
"219",-0.0195583333333334,-0.0245416666666667
"220",-0.0448583333333334,-0.0114583333333333
"221",0.0117583333333333,0.00721666666666667
"222",-0.0379583333333333,-0.016525
"223",-0.000250000000000049,0.027025
"224",-0.005375,-0.00964166666666669
"225",0.00732500000000001,0.00751666666666669
"226",-0.012875,0.00595833333333333
"227",-0.0216333333333333,0.00842499999999999
"228",-0.0305166666666667,-0.033975
"229",-0.031325,0.0289583333333333
"230",-0.0123083333333334,-0.0358916666666666
"231",-0.0611666666666667,-0.0399666666666667
"232",0.0128166666666666,0.00775000000000001
"233",-0.0365916666666667,-0.021375
"234",-0.0451916666666667,-0.0583083333333333
"235",-0.022825,-0.00110833333333335
"236",-0.0372166666666667,-0.0426666666666667
"237",-0.040025,-0.0346
"238",-0.01975,-0.0323583333333334
"239",-0.0403666666666667,-0.0224666666666667
"240",-0.0447,-0.0333333333333333
"241",-0.0500916666666667,-0.0390833333333333
"242",-0.025225,-0.00614166666666667
"243",-0.0484166666666667,-0.0472
"244",-0.046225,-0.00943333333333336
"245",-0.000716666666666684,0.00754166666666665
"246",-0.0231916666666667,-0.0105666666666667
"247",0.00288333333333335,0.0171583333333333
"248",-0.00251666666666668,-0.00845833333333332
"249",-0.0278416666666667,-0.011775
"250",0.0282833333333333,0.02685
"251",-0.00996666666666669,-0.00389166666666666
"252",0.00648333333333332,0.021925
"253",0.0306416666666667,0.03095
