"h=3","h=6","h=12","h=18","h=24"
0.138958107218207,0.147601492035518,0.147165870564727,0.135801693102957,0.137553377629613
0.138958107218207,0.147601492035518,0.147165870564727,0.135801693102957,0.137553377629613
0.138008636898941,0.148320766247297,0.15226350184886,0.139299912096168,0.137315245579018
0.13675704273489,0.141150983735633,0.14082196481794,0.139107819075908,0.134649130601916
0.132548472800904,0.137908283353802,0.15138382720845,0.136268947405625,0.134460010593471
0.136914831857592,0.148333379532764,0.146315396208303,0.134993352537298,0.136335725575317
0.138081354916089,0.149154645194361,0.145801246410361,0.135193117343782,0.133874892445577
0.13673733600106,0.142849903363376,0.151655993348494,0.134848835452407,0.134918734055604
0.136570883043487,0.14867513518201,0.146985931645402,0.137941188473902,0.134351177878405
0.131408511504167,0.142634189170331,0.152716526518119,0.136065709450741,0.13294120423525
0.132208772381524,0.141084322028104,0.14944422159876,0.13475668968827,0.131673451410284
0.135458005962214,0.148803248766058,0.14337798363165,0.135605544263841,0.134522125146689
0.13399958593496,0.143722566221832,0.148860765621398,0.133891237108845,0.133864860890391
0.135679003195587,0.143970551965465,0.148503939228211,0.135078120633882,0.134408992998912
0.13128328367151,0.144770464570452,0.150367215421792,0.135280206815746,0.131540168312657
0.134137312781979,0.146822881283311,0.149509706841135,0.133472742749361,0.132470859657958
