"","h=3","h=6","h=12","h=18","h=24"
"1",0.0695766666666667,0.0703000000000001,-0.0325333333333334,0.0687866666666667,-0.02063
"2",0.0511400000000001,0.0432533333333334,-0.0553900000000001,-0.00638,-0.0392066666666667
"3",0.0547866666666668,0.03661,-0.0366033333333333,-0.0711833333333333,-0.0437866666666666
"4",0.0959933333333335,0.0838566666666668,0.01246,0.01548,0.0210666666666666
"5",0.0749366666666668,0.0665066666666668,0.00420666666666665,-0.0222566666666667,-0.00564666666666667
"6",0.0635066666666668,0.0549166666666668,0.0794933333333334,-0.0395400000000001,-0.0245133333333333
"7",0.0604266666666668,0.0646266666666669,0.0696000000000002,-0.0165666666666667,0.0103966666666667
"8",0.0765033333333335,0.0531466666666668,0.0658700000000001,-0.00307333333333334,0.00182999999999999
"9",0.0656166666666669,0.0716833333333335,0.0870600000000003,0.0173666666666666,-0.000186666666666649
"10",0.0868700000000004,0.0838300000000004,0.0663600000000002,0.01335,0.000776666666666646
"11",0.0754933333333336,0.087086666666667,0.0868633333333335,0.205146666666667,0.00141000000000002
"12",0.0884666666666671,0.087306666666667,0.0878433333333337,0.10113,0.0181133333333333
"13",0.0621966666666668,0.0845633333333336,0.0763666666666669,0.0967700000000003,0.03213
"14",0.111100000000001,0.085416666666667,0.0920700000000002,0.19915,0.0770066666666668
"15",0.119533333333334,0.114086666666667,0.122856666666667,0.0928500000000003,0.0632166666666666
"16",0.106856666666667,0.103820000000001,0.0785366666666668,0.06743,0.0563033333333334
"17",0.0890233333333338,0.108473333333334,0.0750933333333335,0.0326066666666667,0.0744666666666668
"18",0.113876666666667,0.104363333333334,0.0756700000000002,0.0722866666666668,0.107620000000001
"19",0.0976200000000004,0.104903333333334,0.117416666666667,0.0620566666666666,0.0776433333333335
"20",0.0780866666666668,0.06361,0.0793400000000001,0.0402999999999999,0.0507866666666666
"21",0.0824266666666669,0.0483733333333333,0.05578,0.109103333333333,0.0169666666666666
"22",0.0455233333333334,0.0666900000000001,0.0533666666666666,0.0227466666666667,-0.00794333333333334
"23",0.0173966666666667,0.0250033333333333,0.04075,-0.00904333333333331,-0.01939
"24",0.00168999999999999,0.0309866666666666,0.0612966666666667,0.00152,0.0102533333333333
"25",-0.0118833333333334,0.0330233333333333,0.0846466666666668,0.0326533333333333,0.00482666666666662
"26",0.0176133333333333,0.0384899999999999,0.0651700000000001,0.0404533333333333,0.0270033333333333
"27",-0.00691000000000002,0.00583999999999996,0.0444166666666667,0.02965,-0.0155933333333333
"28",-0.0261266666666666,-0.0176,0.0230466666666667,-0.0131433333333333,-0.0363433333333333
"29",-0.0428033333333334,0.0169533333333334,-0.00996666666666662,-0.02756,-0.0499233333333334
"30",-0.0673133333333333,-0.0446266666666666,-0.0309066666666666,-0.0711233333333334,-0.0612366666666666
"31",-0.0543933333333335,-0.05324,-0.0557600000000002,-0.0690700000000002,-0.0287866666666667
"32",-0.0401466666666667,-0.0465566666666668,-0.0375366666666667,-0.0836833333333336,-0.0297366666666667
"33",-0.0481666666666668,-0.0153133333333333,-0.04166,-0.0738700000000002,-0.0631333333333336
"34",-0.0130666666666667,-0.0313900000000001,-0.0528300000000002,-0.0364866666666667,-0.0127266666666667
"35",0.01288,0.00076333333333332,-0.03255,-0.02348,-0.0397866666666667
"36",0.00786666666666661,0.0288833333333333,-0.0127766666666667,-0.0207566666666667,0.0373933333333332
"37",0.00794000000000004,0.02947,0.00731333333333342,-0.00917666666666656,-0.00160333333333324
"38",-0.0216233333333334,0.0143833333333333,-0.03462,-0.0723500000000002,-0.0739133333333335
"39",-0.0667233333333336,-0.00343000000000004,-0.0417666666666667,-0.0401566666666668,-0.03789
"40",-0.0490166666666668,-0.0390366666666668,-0.0345033333333333,-0.03585,-0.03936
"41",-0.0634800000000001,-0.00117666666666667,-0.0549233333333335,-0.0470766666666667,-0.0227833333333333
"42",-0.0666466666666668,-0.0702033333333336,-0.0558300000000001,-0.0459933333333334,-0.0580766666666668
"43",-0.0726366666666668,-0.0815866666666669,-0.0829500000000003,-0.0760833333333335,-0.0872533333333336
"44",-0.0517133333333334,-0.0584766666666667,-0.04239,-0.0546266666666667,-0.0649666666666668
"45",0.0164433333333333,-0.00740666666666673,-0.0360566666666667,-0.02625,-0.03701
"46",-0.0146,-0.0106966666666667,0.0284666666666666,-0.02373,-0.02422
"47",-0.00885999999999997,-0.02918,-0.04168,-0.0180666666666667,-0.0644466666666668
"48",-0.0588666666666668,-0.0130566666666667,-0.0478233333333335,-0.0568933333333334,-0.0669800000000002
"49",-0.04486,-0.0361233333333333,-0.0407333333333333,-0.0535533333333333,-0.0678666666666668
"50",-0.00631333333333338,-0.00728666666666667,-0.0707866666666667,0.0231033333333333,-0.0311333333333333
"51",-0.03314,-0.0351033333333333,-0.0467333333333333,-0.0142033333333334,-0.02742
"52",-0.00834333333333336,-0.0108666666666667,-0.0163233333333333,0.00978666666666668,-0.0410566666666667
"53",-0.03196,-0.0270766666666667,-0.0501433333333334,-0.0409133333333334,-0.045
"54",-0.04748,-0.0488900000000001,-0.0426566666666667,-0.0425666666666667,-0.0795600000000003
"55",-0.0631266666666669,-0.0497966666666667,-0.0359166666666666,-0.0479666666666667,-0.0700033333333335
"56",-0.0691033333333335,-0.0299666666666667,-0.0743800000000002,-0.0901100000000003,-0.094846666666667
"57",-0.0865266666666671,-0.0280766666666666,-0.0722633333333335,-0.0623733333333333,-0.0791233333333335
"58",-0.0523400000000001,-0.0265566666666666,0.0280533333333333,-0.0649000000000001,-0.0794900000000004
"59",-0.0500933333333334,-0.0541933333333334,0.0627866666666668,-0.0444600000000001,-0.0329
"60",-0.0592166666666667,-0.0728333333333334,0.04229,-0.0230833333333333,-0.0537033333333333
"61",-0.0740800000000002,-0.0374466666666667,0.02568,-0.00382999999999999,-0.0543866666666667
"62",-0.0818233333333336,-0.0502800000000001,0.0190033333333333,-0.0483233333333334,-0.04356
"63",-0.0691900000000001,-0.0439233333333334,0.0149766666666667,-0.0554233333333334,-0.0647466666666668
"64",-0.0754333333333337,-0.0501266666666668,0.0226233333333333,0.0301633333333333,-0.0538466666666668
"65",-0.0628266666666669,-0.0525000000000001,0.00444999999999998,0.0262933333333333,-0.0477600000000001
"66",-0.080436666666667,-0.0473900000000001,-0.0362433333333333,0.00474666666666666,-0.0624533333333335
"67",-0.0724400000000003,-0.0831266666666671,-0.02974,0.00136000000000003,-0.0601933333333334
"68",-0.0978333333333338,-0.0929066666666671,-0.0301366666666666,-0.0326566666666667,-0.0760800000000002
"69",-0.0709633333333334,-0.0714166666666668,-0.00620000000000002,-0.00805333333333333,-0.0693600000000001
"70",-0.0876133333333336,-0.0881200000000002,0.00289999999999996,-0.00358333333333333,-0.0901900000000004
"71",-0.113703333333334,-0.0753600000000002,-0.0161733333333334,-0.0318166666666666,-0.0762500000000002
"72",-0.0938166666666671,-0.0706733333333335,-0.0587166666666667,-0.0180433333333333,-0.0406066666666667
"73",-0.0654566666666667,-0.0770000000000002,-0.0990533333333336,-0.0722133333333334,-0.06924
"74",-0.0419033333333333,-0.0777566666666669,-0.0880200000000002,-0.0891533333333337,-0.0722133333333335
"75",-0.0677733333333333,-0.087756666666667,-0.0866933333333336,-0.0755400000000002,-0.0502333333333333
"76",-0.0763400000000002,-0.0497933333333334,0.0670366666666665,-0.090166666666667,-0.0411566666666667
"77",-0.0333566666666666,-0.0459166666666667,-0.00418,-0.0269533333333333,-0.02632
"78",-0.0345466666666666,-0.0673733333333334,-0.0541266666666667,-0.0313966666666667,-0.0256833333333333
"79",-0.0105766666666667,-0.0438033333333333,-0.0199166666666667,-0.04653,-0.04083
"80",-0.0463766666666668,-0.02134,-0.0399466666666667,-0.04232,-0.0258066666666666
"81",-0.0692133333333336,-0.0381566666666667,-0.0699333333333336,-0.0388633333333334,-0.0566966666666668
"82",-0.0489033333333334,-0.0451266666666667,-0.0420833333333334,-0.0503900000000001,-0.0357166666666667
"83",-0.0470633333333334,-0.0539533333333334,-0.0543533333333334,-0.0675833333333337,0.0062933333333333
"84",-0.0297666666666667,-0.04005,-0.0768800000000002,-0.0335466666666666,0.0105666666666666
"85",-0.02957,-0.02318,-0.04678,-0.0239,-0.01991
"86",-0.0406133333333333,-0.0450866666666666,-0.0722000000000001,-0.0606466666666666,-0.0402066666666666
"87",-0.0629733333333334,-0.0294433333333333,-0.0335666666666667,-0.0530766666666667,-0.0486333333333333
"88",-0.04639,0.00664333333333333,-0.0657000000000001,-0.0691600000000002,-0.0596566666666668
"89",-0.0164266666666667,0.00456666666666667,-0.03237,-0.04797,-0.0633066666666667
"90",-0.0639133333333334,-0.0161033333333333,-0.01906,-0.0155833333333333,-0.0229766666666666
"91",0.0047466666666667,0.0218833333333333,0.00730666666666664,-0.00973666666666668,-0.00736333333333332
"92",0.00264999999999999,0.0311166666666666,0.00407333333333332,-0.00890666666666668,0.00750666666666665
"93",0.0121166666666666,0.0274466666666666,0.0108833333333333,-0.00761666666666664,0.00801333333333333
