"","h=3","h=6","h=12","h=18","h=24"
"1",0.0668033333333334,0.0670100000000002,-0.0498233333333333,0.0452066666666666,0.0273299999999999
"2",0.0614500000000001,0.0420033333333334,-0.0478033333333334,-0.00381333333333333,-0.02114
"3",0.0443866666666667,0.0420766666666667,-0.0475966666666667,-0.0339066666666667,-0.0168333333333333
"4",0.0749266666666667,0.06355,0.0290033333333333,0.0151033333333333,0.02775
"5",0.0803066666666668,0.0796000000000002,0.0197766666666667,-0.0128566666666667,-0.00736
"6",0.06577,0.0634900000000001,0.04812,0.00870333333333333,0.00620666666666667
"7",0.0685800000000002,0.0620200000000001,0.0683633333333335,0.00885,0.0233533333333333
"8",0.0682700000000002,0.0626100000000002,0.0588900000000001,0.01838,0.0241833333333333
"9",0.0632200000000001,0.0676200000000002,0.085726666666667,0.03639,0.0269933333333333
"10",0.0784933333333336,0.0816833333333337,0.0552933333333334,0.03347,0.04556
"11",0.0789866666666668,0.115893333333334,0.123633333333334,0.173793333333333,0.0568900000000001
"12",0.0947000000000005,0.0777033333333336,0.0800566666666668,0.07027,0.0606633333333333
"13",0.0712466666666668,0.0789333333333336,0.0693933333333334,0.0721933333333334,0.0483833333333333
"14",0.114956666666667,0.101320000000001,0.0823566666666668,0.196626666666666,0.0838833333333335
"15",0.115526666666667,0.124403333333334,0.133470000000001,0.0888866666666668,0.0689433333333333
"16",0.110440000000001,0.108353333333334,0.0616733333333334,0.0670566666666666,0.0647666666666667
"17",0.110636666666667,0.123560000000001,0.0499033333333333,0.0521933333333334,0.0705766666666669
"18",0.108246666666667,0.110923333333334,0.06675,0.0564666666666667,0.0791700000000002
"19",0.1037,0.103056666666667,0.10317,0.0703033333333334,0.097606666666667
"20",0.0909800000000003,0.0686200000000001,0.0769200000000002,0.0732133333333334,0.086286666666667
"21",0.0792600000000002,0.03467,0.0585666666666667,0.0987533333333336,0.05742
"22",0.0503333333333333,0.0664366666666668,0.0405566666666666,0.0395166666666667,0.0534166666666666
"23",0.0277733333333334,0.02358,0.03521,0.0253033333333334,0.0333
"24",0.00836999999999997,0.0305733333333333,0.0469133333333333,0.0439933333333333,0.0570566666666667
"25",0.0106933333333333,0.0399733333333334,0.0579566666666667,0.0634866666666668,0.0722000000000002
"26",0.0406266666666666,0.0176566666666666,0.0478066666666668,0.0639100000000001,0.0810066666666669
"27",0.00960999999999996,0.0083633333333333,0.0391866666666666,0.0787933333333335,0.0537733333333334
"28",-0.02178,-0.0220666666666667,0.00622666666666666,0.03097,0.02909
"29",-0.0350366666666666,-0.0106633333333333,-0.00592666666666664,0.00499000000000004,0.0142966666666667
"30",-0.0743733333333335,-0.0480366666666666,-0.0427833333333334,-0.0320733333333332,-0.00727666666666661
"31",-0.0542366666666668,-0.0452733333333334,-0.0461333333333334,-0.0157800000000001,0.0325133333333333
"32",-0.0529966666666667,-0.0573933333333336,-0.0463666666666668,-0.0430133333333335,-0.00876000000000001
